ダウンロードした時刻：2019/10/10 15:39:57

,仙台,仙台,仙台
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1997/12/1,7.3,10.1,2.6
1997/12/2,1.3,7.8,-3.5
1997/12/3,0.2,2.2,-3.3
1997/12/4,2.8,5.7,-0.8
1997/12/5,4.5,8.8,1.1
1997/12/6,7.0,13.5,0.3
1997/12/7,8.1,9.6,6.0
1997/12/8,9.4,10.0,8.5
1997/12/9,9.9,13.5,6.4
1997/12/10,7.1,11.5,1.6
1997/12/11,4.1,8.6,-0.5
1997/12/12,4.0,6.5,1.2
1997/12/13,2.6,5.2,0.8
1997/12/14,4.1,9.4,-1.2
1997/12/15,5.7,11.1,1.9
1997/12/16,6.5,9.7,3.0
1997/12/17,6.0,9.6,0.7
1997/12/18,8.7,12.3,6.0
1997/12/19,9.3,14.0,5.3
1997/12/20,8.8,15.2,3.5
1997/12/21,4.2,7.3,0.7
1997/12/22,2.4,6.5,-0.4
1997/12/23,3.0,5.5,0.8
1997/12/24,2.7,7.3,-0.4
1997/12/25,3.2,8.2,-1.2
1997/12/26,3.6,9.5,-0.9
1997/12/27,6.7,12.2,2.7
1997/12/28,6.1,9.6,1.9
1997/12/29,3.8,7.9,0.2
1997/12/30,2.8,6.7,0.2
1997/12/31,4.4,6.9,1.2
1998/1/1,3.8,8.2,-1.2
1998/1/2,2.4,5.9,-0.1
1998/1/3,4.2,10.4,0.0
1998/1/4,4.5,11.8,0.9
1998/1/5,2.0,4.5,-1.3
1998/1/6,0.3,2.3,-1.3
1998/1/7,-1.2,0.3,-2.4
1998/1/8,-1.2,1.9,-4.4
1998/1/9,-0.6,2.5,-3.7
1998/1/10,2.1,5.3,-3.2
1998/1/11,1.2,4.5,-2.4
1998/1/12,0.3,2.7,-1.4
1998/1/13,1.1,6.0,-2.3
1998/1/14,0.9,4.9,-2.4
1998/1/15,-2.8,0.5,-4.7
1998/1/16,1.2,3.2,-1.4
1998/1/17,2.4,5.2,-1.4
1998/1/18,3.6,8.0,0.7
1998/1/19,1.3,7.4,-2.9
1998/1/20,-0.6,1.7,-2.8
1998/1/21,0.1,4.7,-2.1
1998/1/22,-1.1,2.0,-3.5
1998/1/23,-1.5,1.8,-5.0
1998/1/24,-2.5,-0.7,-4.3
1998/1/25,-1.0,2.6,-4.4
1998/1/26,-0.2,2.8,-2.9
1998/1/27,-1.0,1.2,-3.7
1998/1/28,-1.7,2.4,-5.0
1998/1/29,-2.3,0.2,-6.7
1998/1/30,1.1,5.6,-5.1
1998/1/31,1.1,5.9,-2.4
1998/2/1,0.0,2.9,-3.4
1998/2/2,1.9,6.5,-2.0
1998/2/3,2.7,7.2,-1.3
1998/2/4,0.2,2.5,-1.4
1998/2/5,1.0,5.5,-2.9
1998/2/6,2.1,6.6,-2.0
1998/2/7,0.0,2.1,-1.2
1998/2/8,0.7,3.4,-1.7
1998/2/9,3.3,5.9,0.7
1998/2/10,0.7,4.3,-1.3
1998/2/11,0.9,5.1,-3.9
1998/2/12,3.7,10.2,-2.9
1998/2/13,6.9,11.9,1.8
1998/2/14,4.7,9.9,1.9
1998/2/15,1.8,5.2,-0.2
1998/2/16,1.9,6.5,-1.7
1998/2/17,0.7,5.1,-2.0
1998/2/18,0.7,5.1,-2.4
1998/2/19,2.3,9.2,-3.9
1998/2/20,5.9,10.0,1.5
1998/2/21,0.1,3.7,-1.7
1998/2/22,0.2,3.9,-3.0
1998/2/23,3.1,9.0,-3.0
1998/2/24,2.8,7.0,-1.3
1998/2/25,2.7,4.4,0.8
1998/2/26,4.8,6.8,2.4
1998/2/27,6.3,10.4,4.1
1998/2/28,4.5,7.7,1.0
1998/3/1,3.7,5.8,2.5
1998/3/2,6.4,11.6,0.0
1998/3/3,7.4,13.5,0.7
1998/3/4,5.8,12.8,1.0
1998/3/5,2.5,5.4,-0.6
1998/3/6,4.4,10.4,0.7
1998/3/7,3.0,7.0,-0.7
1998/3/8,3.3,8.1,-0.7
1998/3/9,5.0,13.1,-1.7
1998/3/10,2.5,7.1,-0.5
1998/3/11,2.8,7.2,-3.0
1998/3/12,5.7,8.8,1.7
1998/3/13,8.0,12.3,4.6
1998/3/14,6.6,11.2,2.5
1998/3/15,1.7,5.8,-2.3
1998/3/16,1.7,7.0,-2.2
1998/3/17,1.5,4.5,-1.8
1998/3/18,4.3,8.7,0.0
1998/3/19,6.4,11.1,0.1
1998/3/20,10.5,18.7,5.7
1998/3/21,6.4,10.5,3.2
1998/3/22,3.9,7.4,0.9
1998/3/23,4.9,9.4,-0.2
1998/3/24,6.4,12.7,2.7
1998/3/25,7.6,13.2,0.6
1998/3/26,9.7,15.7,3.2
1998/3/27,8.6,10.6,6.2
1998/3/28,12.3,18.2,7.9
1998/3/29,14.2,18.7,7.7
1998/3/30,15.4,21.9,9.5
1998/3/31,8.0,12.0,4.6
