ダウンロードした時刻：2017/07/24 15:43:09

,米子,米子,米子
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1997/1/1,12.6,18.7,7.2
1997/1/2,4.2,8.6,1.5
1997/1/3,4.7,6.0,3.4
1997/1/4,4.1,6.5,1.0
1997/1/5,2.9,5.5,-1.3
1997/1/6,3.6,6.3,1.1
1997/1/7,2.3,6.5,0.4
1997/1/8,3.9,6.2,0.9
1997/1/9,3.7,7.7,1.1
1997/1/10,4.1,9.5,-0.6
1997/1/11,3.8,6.0,1.4
1997/1/12,3.5,9.4,-0.5
1997/1/13,3.9,10.8,-2.4
1997/1/14,7.3,12.1,3.7
1997/1/15,4.6,9.2,1.4
1997/1/16,4.9,11.5,-0.2
1997/1/17,6.1,12.0,1.9
1997/1/18,7.7,10.3,5.0
1997/1/19,5.7,9.5,1.7
1997/1/20,5.8,11.0,-0.3
1997/1/21,2.3,8.5,-4.9
1997/1/22,0.6,3.1,-4.9
1997/1/23,3.4,8.0,-0.1
1997/1/24,4.5,5.7,2.9
1997/1/25,4.0,6.0,2.3
1997/1/26,6.2,8.7,2.1
1997/1/27,5.4,9.2,2.7
1997/1/28,4.3,7.8,2.6
1997/1/29,1.6,3.7,-0.9
1997/1/30,1.1,3.2,-0.9
1997/1/31,3.0,7.9,0.1
1997/2/1,3.2,5.5,0.8
1997/2/2,2.6,6.0,0.1
1997/2/3,2.6,4.5,0.4
1997/2/4,3.1,4.5,1.6
1997/2/5,3.6,8.3,0.5
1997/2/6,4.2,8.3,0.9
1997/2/7,4.5,6.5,1.3
1997/2/8,4.2,10.1,-1.0
1997/2/9,4.5,11.1,-1.0
1997/2/10,5.2,11.5,-0.3
1997/2/11,2.3,5.9,0.0
1997/2/12,1.3,3.8,0.5
1997/2/13,1.7,4.6,-0.1
1997/2/14,3.3,8.7,-0.9
1997/2/15,4.8,9.8,-0.6
1997/2/16,5.6,9.9,4.0
1997/2/17,3.4,6.7,1.3
1997/2/18,2.0,6.3,0.2
1997/2/19,2.8,6.8,0.3
1997/2/20,7.1,11.8,0.9
1997/2/21,3.4,9.2,0.5
1997/2/22,2.0,4.1,0.1
1997/2/23,2.0,7.5,-3.2
1997/2/24,5.9,15.0,-2.0
1997/2/25,9.3,14.2,1.2
1997/2/26,8.6,11.1,6.5
1997/2/27,5.8,10.5,0.7
1997/2/28,12.4,20.5,0.7
1997/3/1,8.5,16.1,1.1
1997/3/2,6.1,11.9,-0.4
1997/3/3,6.0,9.6,3.2
1997/3/4,5.9,12.2,0.1
1997/3/5,8.8,15.4,2.8
1997/3/6,12.4,20.7,0.9
1997/3/7,12.6,18.8,5.1
1997/3/8,8.6,15.2,2.5
1997/3/9,8.7,13.7,3.5
1997/3/10,9.4,14.9,1.9
1997/3/11,9.6,12.6,3.3
1997/3/12,6.2,10.6,0.8
1997/3/13,10.3,17.2,3.8
1997/3/14,12.5,15.4,9.9
1997/3/15,9.0,10.0,7.9
1997/3/16,7.9,8.9,7.0
1997/3/17,6.4,9.2,0.7
1997/3/18,5.3,10.4,-1.6
1997/3/19,7.8,11.2,4.6
1997/3/20,6.7,10.9,2.2
1997/3/21,7.0,13.0,-0.1
1997/3/22,9.7,13.0,6.4
1997/3/23,6.6,15.0,2.1
1997/3/24,5.0,8.6,1.1
1997/3/25,8.9,16.7,-0.3
1997/3/26,9.5,15.3,4.1
1997/3/27,10.0,14.0,6.3
1997/3/28,11.2,18.5,4.3
1997/3/29,13.3,15.2,10.8
1997/3/30,8.3,14.0,2.7
1997/3/31,7.5,12.5,2.6
1997/4/1,9.1,16.6,1.6
1997/4/2,12.6,16.4,7.3
1997/4/3,12.9,16.0,10.9
1997/4/4,10.9,12.0,10.3
1997/4/5,11.3,11.8,10.7
1997/4/6,11.6,12.6,11.0
1997/4/7,9.8,11.3,6.3
1997/4/8,12.0,18.2,4.4
1997/4/9,12.4,18.5,6.0
1997/4/10,10.8,17.5,4.5
1997/4/11,10.9,17.6,5.7
1997/4/12,12.1,19.1,4.7
1997/4/13,15.1,23.0,7.9
1997/4/14,15.4,21.3,9.1
1997/4/15,11.8,13.3,8.1
1997/4/16,8.5,12.9,3.1
1997/4/17,12.7,20.0,4.1
1997/4/18,11.2,15.7,8.9
1997/4/19,10.8,14.3,6.4
1997/4/20,11.7,17.4,3.4
1997/4/21,14.8,18.7,10.4
1997/4/22,14.6,19.0,12.7
1997/4/23,11.4,13.2,8.9
1997/4/24,10.4,14.4,6.0
1997/4/25,12.7,19.6,4.6
1997/4/26,14.1,21.3,7.0
1997/4/27,16.2,23.7,8.0
1997/4/28,15.1,18.2,12.1
1997/4/29,19.7,28.8,11.0
1997/4/30,15.1,17.8,12.5
1997/5/1,15.7,21.9,8.9
