ダウンロードした時刻：2019/10/10 16:13:50

,潮岬,潮岬,潮岬
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1991/12/1,15.9,18.2,14.5
1991/12/2,14.2,18.6,10.9
1991/12/3,13.3,17.7,9.4
1991/12/4,13.9,18.2,10.1
1991/12/5,13.6,17.9,9.2
1991/12/6,15.2,17.5,13.3
1991/12/7,14.9,19.6,11.4
1991/12/8,14.3,16.3,12.9
1991/12/9,11.1,13.4,9.1
1991/12/10,11.3,15.2,6.8
1991/12/11,15.7,19.2,11.4
1991/12/12,7.3,11.4,4.7
1991/12/13,7.2,11.4,4.0
1991/12/14,9.0,13.5,5.0
1991/12/15,11.0,14.7,6.8
1991/12/16,13.3,15.9,11.2
1991/12/17,15.0,17.0,13.2
1991/12/18,14.9,18.4,10.1
1991/12/19,9.8,13.0,7.3
1991/12/20,9.1,12.9,5.8
1991/12/21,11.7,15.2,8.1
1991/12/22,13.7,16.6,11.6
1991/12/23,15.9,18.9,13.9
1991/12/24,15.6,19.1,13.2
1991/12/25,13.5,15.6,11.9
1991/12/26,11.3,14.8,8.1
1991/12/27,9.9,11.1,8.2
1991/12/28,9.8,13.1,4.9
1991/12/29,4.8,6.9,1.7
1991/12/30,5.4,8.4,3.1
1991/12/31,7.1,11.2,1.9
1992/1/1,9.8,12.3,7.4
1992/1/2,10.7,14.0,7.6
1992/1/3,11.3,14.5,9.0
1992/1/4,9.3,13.8,6.8
1992/1/5,9.3,12.8,4.1
1992/1/6,10.6,12.9,8.7
1992/1/7,13.7,17.2,11.7
1992/1/8,11.6,14.9,8.7
1992/1/9,10.9,13.7,9.1
1992/1/10,9.6,13.8,5.6
1992/1/11,8.3,12.4,4.1
1992/1/12,10.8,14.7,7.4
1992/1/13,11.6,15.2,7.5
1992/1/14,8.9,12.7,3.5
1992/1/15,5.8,10.1,2.2
1992/1/16,8.3,12.4,4.2
1992/1/17,8.7,11.3,6.5
1992/1/18,5.8,8.1,3.5
1992/1/19,5.8,8.8,3.6
1992/1/20,6.4,9.8,2.8
1992/1/21,8.1,12.0,4.3
1992/1/22,9.7,12.0,7.5
1992/1/23,7.5,10.4,4.9
1992/1/24,6.4,9.7,4.2
1992/1/25,8.8,12.2,4.7
1992/1/26,9.9,13.6,7.7
1992/1/27,11.5,15.1,9.5
1992/1/28,12.2,14.9,7.8
1992/1/29,14.3,17.3,12.1
1992/1/30,11.3,14.0,10.0
1992/1/31,8.7,10.9,5.7
1992/2/1,5.5,7.9,2.8
1992/2/2,5.6,9.7,1.2
1992/2/3,12.9,17.0,5.5
1992/2/4,13.1,16.9,6.4
1992/2/5,7.6,11.7,4.8
1992/2/6,8.0,12.3,3.4
1992/2/7,9.4,12.8,7.4
1992/2/8,7.8,11.7,5.0
1992/2/9,6.2,10.0,3.4
1992/2/10,7.6,11.5,4.4
1992/2/11,7.3,10.6,2.9
1992/2/12,8.6,11.8,4.9
1992/2/13,9.5,13.1,5.5
1992/2/14,8.2,10.6,5.2
1992/2/15,7.5,11.3,4.5
1992/2/16,8.4,12.3,5.2
1992/2/17,6.6,10.2,2.4
1992/2/18,10.1,13.4,6.0
1992/2/19,9.0,11.9,7.4
1992/2/20,7.4,9.2,5.3
1992/2/21,5.3,7.9,3.5
1992/2/22,5.4,9.1,2.7
1992/2/23,7.2,11.0,3.6
1992/2/24,7.7,10.6,4.3
1992/2/25,6.3,10.3,4.1
1992/2/26,7.1,11.1,2.4
1992/2/27,11.6,15.0,8.1
1992/2/28,13.7,17.4,10.3
1992/2/29,16.8,18.8,13.7
1992/3/1,17.4,18.9,15.3
1992/3/2,13.6,15.4,10.8
1992/3/3,11.4,15.5,6.7
1992/3/4,9.7,13.6,5.4
1992/3/5,12.1,15.4,10.3
1992/3/6,10.5,14.9,6.6
1992/3/7,8.5,13.1,5.1
1992/3/8,10.5,14.3,6.2
1992/3/9,10.9,12.7,8.8
1992/3/10,14.7,19.3,11.6
1992/3/11,12.5,16.1,8.3
1992/3/12,13.3,17.5,9.1
1992/3/13,14.8,18.7,10.6
1992/3/14,16.1,20.1,11.8
1992/3/15,17.3,18.6,16.0
1992/3/16,13.6,17.4,9.6
1992/3/17,8.7,10.3,6.5
1992/3/18,12.0,14.7,9.6
1992/3/19,11.8,15.1,8.0
1992/3/20,11.4,12.8,9.8
1992/3/21,11.4,15.6,7.2
1992/3/22,8.9,12.9,4.9
1992/3/23,10.9,14.1,7.5
1992/3/24,13.8,17.3,12.1
1992/3/25,14.9,18.8,12.7
1992/3/26,11.9,13.4,10.6
1992/3/27,11.3,12.3,10.0
1992/3/28,12.0,12.8,11.6
1992/3/29,13.9,14.7,12.5
1992/3/30,15.5,19.4,11.6
1992/3/31,14.2,18.5,9.5
