ダウンロードした時刻：2019/10/10 15:49:54

,松本,松本,松本
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2003/12/1,8.6,9.9,4.9
2003/12/2,7.9,13.9,4.5
2003/12/3,6.4,11.3,2.3
2003/12/4,3.4,9.2,-0.5
2003/12/5,4.2,9.2,-1.1
2003/12/6,10.1,13.7,7.3
2003/12/7,6.6,10.7,-0.7
2003/12/8,2.9,9.1,-3.1
2003/12/9,2.8,7.5,0.1
2003/12/10,0.8,6.8,-3.0
2003/12/11,1.3,7.3,-3.0
2003/12/12,4.1,8.9,0.4
2003/12/13,1.7,9.8,-2.2
2003/12/14,1.3,10.0,-4.3
2003/12/15,2.4,10.8,-5.1
2003/12/16,1.2,6.5,-2.6
2003/12/17,2.7,9.7,-4.4
2003/12/18,3.1,8.0,-0.7
2003/12/19,1.7,4.8,-1.1
2003/12/20,-2.6,0.1,-4.4
2003/12/21,-1.1,5.3,-4.6
2003/12/22,0.1,11.0,-6.8
2003/12/23,0.7,8.5,-4.9
2003/12/24,1.3,9.7,-4.2
2003/12/25,4.7,13.4,-4.0
2003/12/26,3.6,9.8,-1.0
2003/12/27,-2.6,0.0,-6.8
2003/12/28,-3.6,3.3,-9.6
2003/12/29,1.9,10.8,-6.8
2003/12/30,1.8,6.5,-1.8
2003/12/31,3.1,6.9,-2.0
2004/1/1,4.2,9.1,0.9
2004/1/2,5.4,12.8,0.1
2004/1/3,2.6,11.0,-2.2
2004/1/4,0.7,7.0,-3.0
2004/1/5,-0.3,8.0,-6.3
2004/1/6,-1.4,6.3,-5.9
2004/1/7,0.7,8.2,-7.1
2004/1/8,-0.8,3.4,-6.1
2004/1/9,-3.4,3.9,-8.5
2004/1/10,-0.5,6.4,-8.7
2004/1/11,-1.2,5.0,-5.1
2004/1/12,-0.9,5.2,-8.1
2004/1/13,1.8,6.7,-2.7
2004/1/14,-3.6,-0.4,-7.4
2004/1/15,-4.9,1.8,-10.5
2004/1/16,-4.6,1.8,-10.2
2004/1/17,-3.6,-2.5,-5.1
2004/1/18,-1.7,3.4,-6.0
2004/1/19,2.6,7.3,-0.7
2004/1/20,0.1,6.4,-4.3
2004/1/21,1.4,6.3,-3.8
2004/1/22,-3.4,0.7,-6.6
2004/1/23,-2.0,1.1,-6.2
2004/1/24,-0.3,4.9,-2.7
2004/1/25,-2.4,4.0,-7.1
2004/1/26,-3.3,3.4,-8.6
2004/1/27,-2.8,2.9,-7.0
2004/1/28,-0.4,7.5,-6.9
2004/1/29,-0.1,6.4,-4.7
2004/1/30,-0.8,6.7,-6.1
2004/1/31,0.0,7.2,-3.9
2004/2/1,-1.3,6.0,-7.3
2004/2/2,1.5,8.1,-4.0
2004/2/3,2.1,5.1,-1.1
2004/2/4,0.3,5.0,-4.3
2004/2/5,-1.0,1.8,-3.9
2004/2/6,-1.5,4.0,-6.6
2004/2/7,-1.5,1.8,-4.4
2004/2/8,-0.3,6.0,-7.0
2004/2/9,0.1,4.4,-3.4
2004/2/10,-0.3,6.0,-3.6
2004/2/11,0.8,9.3,-6.6
2004/2/12,1.9,9.2,-3.0
2004/2/13,2.5,10.0,-4.8
2004/2/14,6.0,11.8,1.3
2004/2/15,1.3,6.9,-2.1
2004/2/16,-0.9,4.7,-5.7
2004/2/17,0.8,8.8,-5.4
2004/2/18,1.0,8.2,-4.4
2004/2/19,2.5,13.6,-5.3
2004/2/20,5.7,15.7,-3.1
2004/2/21,11.1,17.6,5.6
2004/2/22,12.0,15.7,8.0
2004/2/23,3.4,9.2,-2.4
2004/2/24,3.4,10.4,-4.0
2004/2/25,9.2,14.8,5.1
2004/2/26,5.1,10.7,-2.7
2004/2/27,-0.3,6.3,-4.1
2004/2/28,2.6,11.9,-5.7
2004/2/29,7.9,13.9,2.8
2004/3/1,0.3,2.8,-1.8
2004/3/2,1.0,8.7,-3.4
2004/3/3,-0.9,4.7,-5.4
2004/3/4,0.9,7.6,-3.6
2004/3/5,0.9,7.7,-6.9
2004/3/6,1.3,7.3,-3.8
2004/3/7,-2.9,0.9,-5.2
2004/3/8,-1.2,7.4,-8.1
2004/3/9,2.8,12.4,-5.1
2004/3/10,7.8,15.8,-3.3
2004/3/11,10.5,17.4,2.9
2004/3/12,3.7,7.9,-0.7
2004/3/13,3.7,13.1,-3.6
2004/3/14,4.9,14.3,-2.8
2004/3/15,5.0,15.4,-1.8
2004/3/16,9.0,19.8,-2.2
2004/3/17,14.8,19.9,9.7
2004/3/18,4.0,15.6,-0.9
2004/3/19,1.1,8.7,-5.1
2004/3/20,1.8,7.6,-1.7
2004/3/21,4.3,12.2,-2.4
2004/3/22,1.1,2.7,0.2
2004/3/23,3.3,8.9,0.3
2004/3/24,5.3,11.5,-0.9
2004/3/25,6.1,11.3,1.4
2004/3/26,4.5,10.1,0.1
2004/3/27,4.3,13.6,-2.8
2004/3/28,7.7,19.5,-1.9
2004/3/29,12.1,21.6,1.2
2004/3/30,11.7,18.0,9.6
2004/3/31,9.5,15.2,1.3
