ダウンロードした時刻：2019/10/10 15:53:33

,岐阜,岐阜,岐阜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2009/12/1,10.3,17.4,5.0
2009/12/2,10.6,17.7,4.6
2009/12/3,9.9,11.8,6.7
2009/12/4,11.6,16.8,6.8
2009/12/5,9.5,11.1,7.8
2009/12/6,9.7,13.8,7.3
2009/12/7,8.0,12.4,3.9
2009/12/8,7.3,14.2,0.7
2009/12/9,9.1,14.9,2.8
2009/12/10,10.3,14.3,4.9
2009/12/11,10.8,12.0,9.8
2009/12/12,13.5,18.8,10.2
2009/12/13,10.0,14.2,5.5
2009/12/14,8.1,14.5,2.3
2009/12/15,6.5,10.8,2.6
2009/12/16,6.1,10.2,3.8
2009/12/17,4.4,7.8,1.4
2009/12/18,3.3,7.1,-0.1
2009/12/19,1.5,5.3,-0.6
2009/12/20,3.4,7.8,-1.3
2009/12/21,3.0,6.6,-0.8
2009/12/22,3.8,7.7,0.3
2009/12/23,4.6,9.4,0.1
2009/12/24,7.0,13.2,2.2
2009/12/25,7.3,13.9,1.0
2009/12/26,8.5,13.3,6.0
2009/12/27,8.1,12.1,4.1
2009/12/28,6.2,10.3,2.4
2009/12/29,5.0,10.8,-0.3
2009/12/30,4.5,8.0,0.6
2009/12/31,2.5,6.2,-0.9
2010/1/1,0.0,1.5,-1.6
2010/1/2,1.7,4.8,-0.1
2010/1/3,3.0,6.7,-0.3
2010/1/4,3.2,7.5,-1.3
2010/1/5,4.5,8.6,2.0
2010/1/6,2.9,6.4,-0.5
2010/1/7,2.9,7.3,0.4
2010/1/8,3.6,9.4,-1.3
2010/1/9,3.7,7.5,-1.1
2010/1/10,5.1,10.4,1.6
2010/1/11,4.9,9.9,0.7
2010/1/12,4.8,6.3,2.6
2010/1/13,0.9,3.9,-1.4
2010/1/14,0.4,2.0,-1.1
2010/1/15,0.8,4.8,-3.5
2010/1/16,2.1,6.1,-0.9
2010/1/17,1.8,8.2,-3.2
2010/1/18,4.0,10.2,-2.5
2010/1/19,6.8,14.2,0.5
2010/1/20,7.8,14.9,0.5
2010/1/21,7.8,11.9,4.2
2010/1/22,5.3,9.0,2.4
2010/1/23,3.5,5.3,1.3
2010/1/24,4.5,10.1,-0.7
2010/1/25,3.6,8.7,-0.7
2010/1/26,4.6,8.5,0.2
2010/1/27,4.3,10.5,-1.9
2010/1/28,6.5,10.3,3.0
2010/1/29,6.0,10.2,2.7
2010/1/30,6.1,12.0,1.1
2010/1/31,6.5,9.0,3.9
2010/2/1,4.0,6.7,1.8
2010/2/2,3.4,6.3,0.0
2010/2/3,2.5,5.2,0.1
2010/2/4,1.9,5.4,-0.3
2010/2/5,1.8,5.2,-0.4
2010/2/6,0.3,3.3,-1.2
2010/2/7,3.0,8.0,-1.7
2010/2/8,4.6,7.8,0.6
2010/2/9,8.7,12.9,5.0
2010/2/10,9.9,12.0,7.9
2010/2/11,6.5,8.7,5.1
2010/2/12,5.3,8.5,2.5
2010/2/13,4.5,9.9,0.8
2010/2/14,5.6,10.3,0.2
2010/2/15,6.1,9.2,3.5
2010/2/16,5.6,9.6,1.9
2010/2/17,3.9,7.2,1.1
2010/2/18,5.3,10.9,1.0
2010/2/19,4.1,9.5,0.9
2010/2/20,4.2,9.3,-0.4
2010/2/21,5.8,11.9,-0.4
2010/2/22,8.0,13.9,0.9
2010/2/23,11.6,18.9,5.1
2010/2/24,12.4,20.2,4.8
2010/2/25,13.9,17.1,10.2
2010/2/26,14.6,16.0,13.1
2010/2/27,13.4,17.2,10.1
2010/2/28,10.5,17.5,7.3
2010/3/1,9.6,15.0,4.5
2010/3/2,11.6,16.8,9.1
2010/3/3,10.2,14.0,7.0
2010/3/4,8.3,9.1,6.9
2010/3/5,13.3,19.7,8.9
2010/3/6,11.0,13.8,9.0
2010/3/7,7.1,9.1,5.5
2010/3/8,7.3,13.3,3.3
2010/3/9,5.9,6.9,4.5
2010/3/10,6.2,10.8,4.1
2010/3/11,5.9,10.9,1.8
2010/3/12,7.9,13.4,0.6
2010/3/13,11.0,14.7,8.4
2010/3/14,10.7,18.1,3.8
2010/3/15,10.2,13.0,5.6
2010/3/16,12.0,16.8,5.4
2010/3/17,7.6,11.7,4.9
2010/3/18,7.3,13.6,2.4
2010/3/19,9.0,13.2,4.0
2010/3/20,13.3,19.8,4.5
2010/3/21,10.1,16.4,4.2
2010/3/22,9.0,14.0,3.5
2010/3/23,8.4,9.9,7.3
2010/3/24,8.4,9.0,7.6
2010/3/25,8.2,9.4,5.9
2010/3/26,6.4,12.2,2.1
2010/3/27,7.4,12.5,0.6
2010/3/28,8.7,15.4,5.4
2010/3/29,6.0,10.9,2.2
2010/3/30,6.0,12.1,1.1
2010/3/31,8.0,12.7,2.3
