ダウンロードした時刻：2019/10/10 16:23:41

,熊本,熊本,熊本
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1983/12/1,6.8,12.2,2.0
1983/12/2,9.1,15.4,3.1
1983/12/3,10.1,16.5,4.0
1983/12/4,8.6,14.6,3.5
1983/12/5,7.0,14.8,0.3
1983/12/6,8.1,15.8,1.5
1983/12/7,7.5,14.4,1.6
1983/12/8,6.8,14.0,1.3
1983/12/9,7.3,15.8,0.2
1983/12/10,11.0,18.3,1.8
1983/12/11,8.8,14.4,5.3
1983/12/12,4.7,10.7,-0.4
1983/12/13,8.1,16.2,-1.4
1983/12/14,11.2,15.7,7.6
1983/12/15,6.7,10.9,4.3
1983/12/16,5.8,10.2,2.2
1983/12/17,4.5,9.3,1.3
1983/12/18,2.8,7.6,-1.3
1983/12/19,4.4,9.6,0.0
1983/12/20,5.8,12.9,0.1
1983/12/21,7.5,16.1,-1.1
1983/12/22,9.3,11.9,7.5
1983/12/23,3.3,8.1,-1.2
1983/12/24,2.5,6.8,-2.3
1983/12/25,1.3,4.7,-1.7
1983/12/26,0.4,6.7,-4.4
1983/12/27,1.9,7.1,-4.1
1983/12/28,2.6,6.2,-1.8
1983/12/29,1.8,6.0,-2.8
1983/12/30,3.7,6.6,0.3
1983/12/31,2.5,5.8,-0.9
1984/1/1,3.5,9.6,-2.8
1984/1/2,5.5,11.3,-0.3
1984/1/3,5.5,8.6,3.3
1984/1/4,3.1,6.8,0.3
1984/1/5,1.7,6.8,-2.1
1984/1/6,1.4,7.5,-5.4
1984/1/7,2.3,7.6,-2.5
1984/1/8,2.9,8.3,-3.1
1984/1/9,5.9,10.3,1.4
1984/1/10,6.5,12.4,-1.0
1984/1/11,5.2,10.9,-0.2
1984/1/12,1.6,7.9,-3.8
1984/1/13,3.7,8.5,-2.4
1984/1/14,6.4,12.2,1.7
1984/1/15,4.7,8.9,2.0
1984/1/16,-0.1,3.0,-3.6
1984/1/17,-0.4,4.4,-5.2
1984/1/18,0.1,4.6,-3.2
1984/1/19,2.0,6.7,0.5
1984/1/20,3.2,8.6,-2.1
1984/1/21,4.0,7.7,1.7
1984/1/22,2.6,6.8,-0.6
1984/1/23,1.5,6.6,-2.4
1984/1/24,1.5,7.2,-3.8
1984/1/25,1.9,5.0,-0.3
1984/1/26,0.7,4.6,-2.2
1984/1/27,-0.4,3.9,-4.5
1984/1/28,-0.7,4.9,-5.8
1984/1/29,1.4,6.9,-3.7
1984/1/30,2.6,4.2,0.8
1984/1/31,3.7,8.2,0.6
1984/2/1,4.1,10.5,-1.5
1984/2/2,2.8,6.4,0.4
1984/2/3,0.1,3.7,-3.2
1984/2/4,0.8,5.4,-4.4
1984/2/5,2.9,6.9,-1.4
1984/2/6,0.7,3.9,-3.6
1984/2/7,-1.3,3.2,-4.2
1984/2/8,0.3,4.2,-2.7
1984/2/9,0.6,4.0,-3.0
1984/2/10,2.3,8.5,-4.5
1984/2/11,4.3,6.7,0.4
1984/2/12,5.0,8.1,1.7
1984/2/13,4.3,11.1,-1.4
1984/2/14,4.2,10.9,-0.2
1984/2/15,3.8,9.5,-2.7
1984/2/16,5.1,10.9,-1.5
1984/2/17,5.2,6.8,3.8
1984/2/18,4.8,9.9,1.0
1984/2/19,4.2,10.8,-2.0
1984/2/20,5.6,12.9,-1.0
1984/2/21,7.2,15.0,-0.6
1984/2/22,6.6,9.8,1.5
1984/2/23,10.8,14.0,8.0
1984/2/24,9.1,13.0,5.4
1984/2/25,7.8,12.1,4.1
1984/2/26,7.9,10.1,5.3
1984/2/27,3.1,6.8,-0.2
1984/2/28,2.5,7.7,-2.9
1984/2/29,0.4,5.0,-1.8
1984/3/1,2.2,7.7,-4.2
1984/3/2,5.4,11.5,0.7
1984/3/3,4.0,8.2,0.9
1984/3/4,2.0,6.9,-2.9
1984/3/5,3.7,10.0,-1.9
1984/3/6,5.5,12.6,-0.6
1984/3/7,4.1,9.1,-1.5
1984/3/8,4.6,11.2,-1.9
1984/3/9,7.0,11.9,1.5
1984/3/10,7.3,11.7,3.7
1984/3/11,5.3,10.5,0.7
1984/3/12,7.6,15.6,-2.0
1984/3/13,8.3,11.9,3.5
1984/3/14,8.0,10.6,6.6
1984/3/15,8.3,11.0,4.2
1984/3/16,9.7,14.0,7.7
1984/3/17,7.4,12.5,2.3
1984/3/18,8.0,15.5,0.2
1984/3/19,7.6,11.1,5.9
1984/3/20,8.8,13.8,5.5
1984/3/21,5.2,9.4,1.9
1984/3/22,5.4,11.5,-0.6
1984/3/23,8.6,16.1,-0.5
1984/3/24,10.3,16.2,7.7
1984/3/25,10.6,17.2,4.5
1984/3/26,11.7,18.4,6.2
1984/3/27,10.9,15.5,5.7
1984/3/28,10.3,17.0,5.5
1984/3/29,11.3,20.0,1.5
1984/3/30,14.8,21.5,6.4
1984/3/31,16.7,23.6,12.6
