ダウンロードした時刻：2019/10/10 15:57:06

,津,津,津
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1997/12/1,10.6,13.4,6.4
1997/12/2,8.4,12.5,1.9
1997/12/3,3.8,7.4,1.9
1997/12/4,5.6,10.3,1.7
1997/12/5,7.0,14.3,0.8
1997/12/6,8.5,12.5,2.6
1997/12/7,11.2,12.9,9.2
1997/12/8,13.7,15.5,11.7
1997/12/9,10.5,14.4,6.4
1997/12/10,6.4,9.9,1.9
1997/12/11,5.5,10.8,1.1
1997/12/12,6.0,10.5,2.4
1997/12/13,6.4,10.5,3.3
1997/12/14,7.0,13.4,1.8
1997/12/15,9.3,15.3,2.4
1997/12/16,9.7,13.4,7.0
1997/12/17,7.3,9.2,5.6
1997/12/18,10.9,15.3,7.8
1997/12/19,10.1,15.6,5.8
1997/12/20,10.9,13.9,7.0
1997/12/21,10.6,14.8,6.3
1997/12/22,7.4,8.7,4.9
1997/12/23,8.7,12.4,6.5
1997/12/24,7.7,13.0,3.9
1997/12/25,6.2,10.9,2.2
1997/12/26,7.0,9.8,3.6
1997/12/27,10.6,15.4,7.1
1997/12/28,9.6,14.9,6.9
1997/12/29,7.7,11.7,4.0
1997/12/30,7.5,9.4,5.7
1997/12/31,6.8,9.1,2.6
1998/1/1,4.8,8.1,1.9
1998/1/2,8.0,13.6,4.1
1998/1/3,6.7,14.4,1.6
1998/1/4,7.6,13.4,3.8
1998/1/5,6.0,9.7,4.0
1998/1/6,6.5,10.9,3.8
1998/1/7,6.1,8.6,4.4
1998/1/8,4.6,6.5,2.8
1998/1/9,6.8,10.6,3.3
1998/1/10,5.7,9.9,0.7
1998/1/11,6.1,9.0,4.0
1998/1/12,5.4,7.5,3.9
1998/1/13,6.2,11.0,2.9
1998/1/14,5.5,8.5,2.7
1998/1/15,7.2,9.3,4.6
1998/1/16,8.4,11.5,6.5
1998/1/17,7.1,10.0,2.3
1998/1/18,10.2,12.6,7.8
1998/1/19,5.1,8.5,0.3
1998/1/20,3.3,7.8,0.0
1998/1/21,5.5,11.7,1.4
1998/1/22,5.6,9.7,2.1
1998/1/23,4.9,7.5,2.7
1998/1/24,2.6,6.5,-1.5
1998/1/25,1.9,5.8,-1.5
1998/1/26,4.9,10.5,-0.4
1998/1/27,4.8,7.8,2.1
1998/1/28,4.4,7.6,2.0
1998/1/29,3.1,5.7,1.1
1998/1/30,5.0,8.8,0.5
1998/1/31,7.6,13.2,4.2
1998/2/1,4.7,6.5,2.5
1998/2/2,6.4,12.0,2.1
1998/2/3,5.5,8.4,0.7
1998/2/4,4.9,7.9,2.1
1998/2/5,3.7,7.8,1.1
1998/2/6,5.6,11.4,-0.2
1998/2/7,4.4,9.1,0.6
1998/2/8,4.3,10.4,0.6
1998/2/9,5.1,9.6,1.2
1998/2/10,4.2,11.2,0.7
1998/2/11,4.3,10.0,-0.8
1998/2/12,6.7,11.6,1.4
1998/2/13,11.3,16.8,8.1
1998/2/14,10.7,17.9,8.4
1998/2/15,7.1,10.6,4.1
1998/2/16,7.2,11.9,2.0
1998/2/17,5.8,8.5,3.6
1998/2/18,6.3,10.9,3.3
1998/2/19,7.0,11.4,1.6
1998/2/20,10.5,13.4,7.6
1998/2/21,10.3,13.5,6.4
1998/2/22,7.3,11.0,4.1
1998/2/23,9.0,12.6,4.7
1998/2/24,8.8,9.7,7.9
1998/2/25,9.3,11.2,7.8
1998/2/26,10.1,13.2,7.7
1998/2/27,10.8,16.5,6.7
1998/2/28,8.2,12.7,4.5
1998/3/1,7.9,11.6,5.7
1998/3/2,8.7,13.7,5.6
1998/3/3,9.1,13.6,4.2
1998/3/4,10.7,16.6,4.7
1998/3/5,7.6,9.7,6.1
1998/3/6,10.2,15.2,6.9
1998/3/7,8.1,11.1,4.6
1998/3/8,6.7,10.6,2.4
1998/3/9,9.7,17.0,5.5
1998/3/10,8.5,12.6,5.8
1998/3/11,9.7,11.6,7.8
1998/3/12,10.8,16.1,8.4
1998/3/13,9.6,15.8,6.3
1998/3/14,10.8,17.9,5.6
1998/3/15,6.3,9.7,3.1
1998/3/16,7.5,13.8,2.6
1998/3/17,8.5,13.9,4.6
1998/3/18,7.8,13.9,3.1
1998/3/19,9.5,14.8,2.9
1998/3/20,11.3,17.7,7.6
1998/3/21,9.4,13.8,6.8
1998/3/22,8.4,11.5,5.1
1998/3/23,8.2,13.2,4.2
1998/3/24,9.3,12.9,5.4
1998/3/25,10.9,15.4,7.9
1998/3/26,11.9,15.6,6.6
1998/3/27,12.1,13.6,10.8
1998/3/28,15.4,20.6,11.6
1998/3/29,14.5,20.5,7.7
1998/3/30,16.3,20.5,11.5
1998/3/31,15.5,22.1,9.9
