ダウンロードした時刻：2017/07/24 15:45:07

,潮岬,潮岬,潮岬
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1985/1/1,7.4,11.1,3.8
1985/1/2,8.9,12.4,4.2
1985/1/3,7.6,9.5,6.1
1985/1/4,7.1,10.3,4.4
1985/1/5,4.9,7.3,2.6
1985/1/6,5.7,8.7,3.2
1985/1/7,5.2,8.2,3.5
1985/1/8,5.9,9.3,2.6
1985/1/9,7.8,11.7,4.1
1985/1/10,9.2,13.0,7.1
1985/1/11,7.5,10.4,4.2
1985/1/12,8.6,11.6,5.3
1985/1/13,6.0,9.0,2.3
1985/1/14,1.2,4.5,-1.2
1985/1/15,3.4,6.5,-1.5
1985/1/16,8.5,11.7,4.6
1985/1/17,4.1,8.0,1.5
1985/1/18,5.4,8.0,1.6
1985/1/19,8.2,11.7,4.2
1985/1/20,8.6,11.8,5.9
1985/1/21,5.5,8.6,3.2
1985/1/22,9.1,12.5,2.3
1985/1/23,11.1,15.5,7.7
1985/1/24,8.0,10.1,5.7
1985/1/25,6.1,9.5,3.2
1985/1/26,5.3,8.9,2.7
1985/1/27,7.7,13.0,3.1
1985/1/28,9.5,13.8,3.9
1985/1/29,4.0,6.2,2.0
1985/1/30,1.3,6.9,-0.2
1985/1/31,3.4,6.7,-0.2
1985/2/1,9.8,12.5,3.9
1985/2/2,10.1,13.8,6.1
1985/2/3,10.0,13.4,5.3
1985/2/4,10.6,14.0,6.1
1985/2/5,9.8,10.6,8.4
1985/2/6,10.7,12.9,9.1
1985/2/7,11.8,16.2,8.2
1985/2/8,11.1,12.8,10.0
1985/2/9,15.9,18.1,12.6
1985/2/10,10.6,15.5,6.2
1985/2/11,7.9,11.9,5.5
1985/2/12,8.9,12.0,4.7
1985/2/13,9.3,13.1,5.2
1985/2/14,4.9,7.4,3.0
1985/2/15,6.5,10.7,2.1
1985/2/16,7.5,9.3,5.3
1985/2/17,7.8,12.5,5.0
1985/2/18,7.9,12.3,3.7
1985/2/19,9.3,12.6,7.2
1985/2/20,10.0,12.7,6.6
1985/2/21,5.6,10.0,1.0
1985/2/22,3.1,5.8,0.8
1985/2/23,4.6,8.4,2.0
1985/2/24,3.4,6.6,0.9
1985/2/25,6.0,9.5,1.6
1985/2/26,8.0,11.1,4.5
1985/2/27,8.6,11.3,7.1
1985/2/28,10.5,12.0,8.4
1985/3/1,12.3,16.0,10.1
1985/3/2,11.8,13.5,10.5
1985/3/3,10.9,16.1,5.6
1985/3/4,9.2,13.6,4.7
1985/3/5,8.3,10.8,6.6
1985/3/6,9.8,13.9,5.9
1985/3/7,11.5,15.6,7.5
1985/3/8,14.4,17.0,11.4
1985/3/9,14.1,18.3,9.6
1985/3/10,10.1,13.5,6.8
1985/3/11,10.8,12.2,9.3
1985/3/12,8.2,11.6,6.3
1985/3/13,8.9,11.5,4.8
1985/3/14,8.6,10.3,6.9
1985/3/15,10.4,13.9,7.8
1985/3/16,11.1,13.0,9.6
1985/3/17,12.9,17.9,10.7
1985/3/18,14.2,18.0,10.6
1985/3/19,13.5,15.6,10.4
1985/3/20,11.2,13.2,9.4
1985/3/21,10.5,12.0,9.0
1985/3/22,11.8,15.5,8.6
1985/3/23,11.7,13.6,9.9
1985/3/24,12.7,14.9,10.9
1985/3/25,15.2,17.4,12.3
1985/3/26,16.3,18.8,14.2
1985/3/27,15.9,18.2,12.1
1985/3/28,15.5,19.0,12.1
1985/3/29,14.1,17.5,11.2
1985/3/30,11.0,14.5,7.9
1985/3/31,9.0,12.6,6.1
1985/4/1,9.1,12.9,4.4
1985/4/2,12.4,16.1,8.2
1985/4/3,14.9,17.8,11.0
1985/4/4,16.6,18.8,13.1
1985/4/5,14.4,18.0,10.8
1985/4/6,13.3,16.6,8.3
1985/4/7,12.9,14.9,11.3
1985/4/8,16.2,19.9,12.7
1985/4/9,17.1,20.9,13.0
1985/4/10,16.8,19.6,14.9
1985/4/11,14.9,16.1,13.9
1985/4/12,13.7,14.6,12.9
1985/4/13,13.9,15.0,13.2
1985/4/14,16.2,19.5,13.7
1985/4/15,15.3,17.6,14.2
1985/4/16,15.6,19.0,12.2
1985/4/17,15.8,20.0,10.8
1985/4/18,15.1,19.4,11.1
1985/4/19,16.6,20.1,11.3
1985/4/20,18.4,21.9,15.3
1985/4/21,18.0,22.2,13.3
1985/4/22,16.7,19.4,16.0
1985/4/23,19.2,23.2,15.9
1985/4/24,18.7,23.1,14.0
1985/4/25,16.3,20.6,11.5
1985/4/26,18.3,21.3,13.1
1985/4/27,16.9,20.0,13.9
1985/4/28,15.2,19.2,11.5
1985/4/29,16.2,20.0,11.7
1985/4/30,17.3,21.1,13.3
1985/5/1,17.4,21.9,13.5
