ダウンロードした時刻：2019/10/10 15:52:54

,敦賀,敦賀,敦賀
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2003/12/1,13.2,13.8,12.7
2003/12/2,13.3,14.9,11.4
2003/12/3,11.9,15.5,6.9
2003/12/4,8.9,12.2,4.9
2003/12/5,9.9,15.6,3.6
2003/12/6,13.6,15.4,11.7
2003/12/7,9.2,13.5,6.0
2003/12/8,7.4,10.8,4.9
2003/12/9,7.5,9.3,6.4
2003/12/10,6.9,10.6,2.3
2003/12/11,7.0,10.5,2.1
2003/12/12,9.2,13.3,6.2
2003/12/13,5.0,7.4,2.3
2003/12/14,5.5,8.1,3.3
2003/12/15,7.4,11.4,3.9
2003/12/16,5.7,8.1,3.7
2003/12/17,7.8,11.2,2.8
2003/12/18,7.4,9.1,5.8
2003/12/19,4.7,8.0,1.5
2003/12/20,3.2,5.1,1.0
2003/12/21,3.7,7.1,1.3
2003/12/22,5.6,7.6,4.6
2003/12/23,7.8,13.5,4.4
2003/12/24,8.1,11.0,5.4
2003/12/25,9.8,13.3,5.0
2003/12/26,6.9,11.2,3.2
2003/12/27,3.4,5.3,1.4
2003/12/28,6.4,10.1,3.8
2003/12/29,7.3,9.2,5.0
2003/12/30,8.1,10.4,3.9
2003/12/31,7.7,9.5,5.4
2004/1/1,8.3,12.2,5.7
2004/1/2,8.1,11.8,6.1
2004/1/3,8.4,10.9,6.4
2004/1/4,7.7,11.0,5.0
2004/1/5,6.4,9.0,3.3
2004/1/6,5.3,10.7,2.1
2004/1/7,6.3,10.9,0.9
2004/1/8,4.3,8.3,2.1
2004/1/9,3.8,8.1,0.1
2004/1/10,6.0,10.3,0.5
2004/1/11,3.5,5.7,1.6
2004/1/12,5.5,8.8,0.0
2004/1/13,5.5,9.1,1.9
2004/1/14,3.0,4.6,1.5
2004/1/15,3.2,5.6,2.0
2004/1/16,3.1,3.9,1.5
2004/1/17,2.8,5.6,-0.3
2004/1/18,4.5,10.4,-0.9
2004/1/19,5.5,9.0,3.0
2004/1/20,3.3,4.9,1.0
2004/1/21,3.1,8.1,-0.3
2004/1/22,-1.3,1.7,-3.6
2004/1/23,0.9,3.4,-1.9
2004/1/24,2.8,6.4,-0.7
2004/1/25,1.5,4.7,-0.8
2004/1/26,1.6,5.2,0.3
2004/1/27,1.9,4.1,0.8
2004/1/28,3.3,7.2,0.9
2004/1/29,3.7,5.4,2.2
2004/1/30,4.1,6.3,2.6
2004/1/31,5.7,8.6,1.1
2004/2/1,5.4,9.9,-0.8
2004/2/2,8.6,10.8,7.0
2004/2/3,5.5,8.3,1.0
2004/2/4,2.7,5.3,0.9
2004/2/5,2.0,5.2,0.3
2004/2/6,2.8,6.4,0.2
2004/2/7,1.2,2.9,-0.5
2004/2/8,3.1,5.7,0.3
2004/2/9,3.0,5.1,1.1
2004/2/10,2.1,6.2,-1.0
2004/2/11,4.0,10.4,-1.6
2004/2/12,4.7,8.5,2.8
2004/2/13,6.2,12.0,0.3
2004/2/14,8.4,14.3,4.4
2004/2/15,5.9,7.9,3.6
2004/2/16,4.5,6.8,0.5
2004/2/17,6.0,10.1,0.2
2004/2/18,7.0,11.4,2.6
2004/2/19,8.4,15.8,1.8
2004/2/20,9.0,14.1,3.8
2004/2/21,14.3,19.0,10.9
2004/2/22,14.9,18.6,10.3
2004/2/23,6.4,10.3,4.8
2004/2/24,6.6,10.9,1.1
2004/2/25,11.8,15.6,8.0
2004/2/26,8.0,11.7,2.7
2004/2/27,2.0,4.6,0.7
2004/2/28,7.0,11.5,1.8
2004/2/29,8.9,12.4,6.6
2004/3/1,6.5,11.1,5.1
2004/3/2,3.7,7.4,0.8
2004/3/3,3.7,5.6,1.2
2004/3/4,2.6,5.4,0.8
2004/3/5,4.6,9.0,-0.2
2004/3/6,3.9,8.3,0.4
2004/3/7,1.4,3.8,-0.2
2004/3/8,2.3,6.3,0.3
2004/3/9,6.4,13.1,2.2
2004/3/10,12.7,18.2,7.4
2004/3/11,11.3,15.8,5.1
2004/3/12,8.5,11.7,3.6
2004/3/13,7.4,14.6,1.7
2004/3/14,9.0,16.9,2.7
2004/3/15,8.3,14.5,3.9
2004/3/16,13.2,19.4,3.4
2004/3/17,17.7,22.6,12.8
2004/3/18,7.3,18.1,4.0
2004/3/19,7.1,12.2,3.2
2004/3/20,7.1,11.3,3.5
2004/3/21,7.2,12.5,1.8
2004/3/22,5.9,10.1,4.3
2004/3/23,8.6,13.4,4.3
2004/3/24,11.3,14.2,5.8
2004/3/25,10.4,12.9,7.9
2004/3/26,9.9,13.5,7.7
2004/3/27,9.1,13.9,3.8
2004/3/28,10.9,16.5,2.6
2004/3/29,16.6,22.6,11.6
2004/3/30,15.4,18.2,13.3
2004/3/31,11.4,13.6,9.3
