ダウンロードした時刻：2019/10/10 15:51:44

,水戸,水戸,水戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1986/12/1,5.9,13.8,-0.9
1986/12/2,5.6,11.6,1.0
1986/12/3,3.7,5.9,-0.6
1986/12/4,8.1,12.5,5.3
1986/12/5,6.9,13.1,1.9
1986/12/6,5.6,13.6,-0.6
1986/12/7,8.3,17.6,1.5
1986/12/8,4.8,12.7,-0.5
1986/12/9,4.9,14.8,-2.1
1986/12/10,7.6,15.0,-1.6
1986/12/11,8.1,16.1,1.7
1986/12/12,5.5,11.9,0.9
1986/12/13,7.0,13.3,-0.2
1986/12/14,9.6,11.6,7.5
1986/12/15,5.7,10.5,1.1
1986/12/16,3.7,10.3,-1.5
1986/12/17,2.9,10.9,-2.8
1986/12/18,2.8,5.5,-1.9
1986/12/19,9.8,13.8,5.1
1986/12/20,5.5,10.0,0.0
1986/12/21,2.4,7.5,-1.9
1986/12/22,2.5,7.6,-2.4
1986/12/23,1.6,8.5,-4.9
1986/12/24,4.8,14.3,-2.3
1986/12/25,5.1,8.7,0.1
1986/12/26,4.9,12.6,-0.1
1986/12/27,2.8,7.3,-1.8
1986/12/28,1.1,2.4,0.0
1986/12/29,1.9,7.2,-2.1
1986/12/30,2.3,10.2,-4.6
1986/12/31,5.8,11.0,0.1
1987/1/1,3.5,7.8,-1.5
1987/1/2,0.5,3.9,-3.6
1987/1/3,5.0,11.5,0.7
1987/1/4,3.3,10.3,-1.4
1987/1/5,0.8,4.1,-2.0
1987/1/6,1.8,6.0,-0.2
1987/1/7,1.6,5.6,-3.9
1987/1/8,5.2,14.6,-0.4
1987/1/9,4.4,13.6,-1.9
1987/1/10,1.3,8.5,-1.3
1987/1/11,-1.0,3.7,-6.0
1987/1/12,-0.5,2.9,-5.4
1987/1/13,3.2,9.4,0.0
1987/1/14,1.5,6.8,-2.6
1987/1/15,2.6,12.1,-4.4
1987/1/16,6.1,11.9,-0.4
1987/1/17,8.7,17.4,0.7
1987/1/18,4.3,10.1,-1.2
1987/1/19,1.7,8.7,-3.0
1987/1/20,-1.3,3.4,-5.4
1987/1/21,-0.5,5.7,-6.5
1987/1/22,0.8,8.6,-5.6
1987/1/23,4.7,14.5,-2.8
1987/1/24,8.0,14.9,2.7
1987/1/25,2.0,7.2,-2.2
1987/1/26,0.3,5.7,-4.6
1987/1/27,1.3,9.2,-5.4
1987/1/28,3.3,11.7,-3.5
1987/1/29,4.2,13.0,-3.1
1987/1/30,5.2,16.3,-1.7
1987/1/31,2.1,6.9,-0.9
1987/2/1,0.7,6.6,-2.9
1987/2/2,0.4,3.4,-2.7
1987/2/3,1.6,4.7,0.3
1987/2/4,2.6,7.6,-0.3
1987/2/5,3.1,11.4,-3.8
1987/2/6,4.5,12.0,-2.5
1987/2/7,7.2,13.8,2.3
1987/2/8,5.4,14.1,-0.2
1987/2/9,4.6,12.0,-1.8
1987/2/10,7.8,17.2,-0.6
1987/2/11,11.8,21.5,1.7
1987/2/12,9.8,22.8,3.3
1987/2/13,3.8,5.7,1.9
1987/2/14,7.4,16.6,2.9
1987/2/15,3.2,6.8,-0.3
1987/2/16,2.3,9.4,-3.6
1987/2/17,1.3,5.8,-3.6
1987/2/18,0.7,1.8,-0.4
1987/2/19,1.6,6.6,-2.3
1987/2/20,1.9,6.2,-0.9
1987/2/21,2.0,5.7,-3.2
1987/2/22,3.3,6.1,0.7
1987/2/23,5.8,11.2,2.1
1987/2/24,7.1,14.5,0.3
1987/2/25,3.7,9.6,-0.6
1987/2/26,3.0,8.0,-0.7
1987/2/27,3.6,9.1,-0.4
1987/2/28,2.8,9.4,-3.6
1987/3/1,1.5,9.6,-3.0
1987/3/2,1.4,9.0,-5.0
1987/3/3,4.3,11.4,-4.5
1987/3/4,7.3,15.7,-2.6
1987/3/5,10.6,19.7,-0.5
1987/3/6,8.3,12.5,3.4
1987/3/7,1.9,6.0,-0.5
1987/3/8,2.6,8.0,-1.7
1987/3/9,5.5,10.2,0.5
1987/3/10,3.7,7.8,0.1
1987/3/11,2.5,6.4,0.1
1987/3/12,5.6,9.8,-0.9
1987/3/13,7.1,10.0,2.2
1987/3/14,11.4,15.1,8.4
1987/3/15,6.1,10.7,0.5
1987/3/16,5.1,12.8,-0.9
1987/3/17,4.5,8.8,0.1
1987/3/18,7.6,14.6,3.4
1987/3/19,7.9,11.3,1.5
1987/3/20,10.2,19.0,6.2
1987/3/21,7.0,9.6,1.8
1987/3/22,9.0,12.0,7.2
1987/3/23,10.0,12.7,7.6
1987/3/24,14.8,17.9,9.8
1987/3/25,10.1,18.2,4.1
1987/3/26,6.0,10.1,3.2
1987/3/27,6.5,11.2,-0.3
1987/3/28,7.4,11.4,2.0
1987/3/29,8.7,11.9,5.0
1987/3/30,11.1,17.7,2.6
1987/3/31,7.9,15.1,1.6
