ダウンロードした時刻：2019/10/10 16:03:54

,松江,松江,松江
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2011/12/1,8.5,9.4,7.7
2011/12/2,9.8,12.3,8.1
2011/12/3,10.7,12.9,9.1
2011/12/4,10.6,14.3,7.0
2011/12/5,9.1,14.1,5.1
2011/12/6,9.4,13.4,6.4
2011/12/7,11.2,14.0,9.6
2011/12/8,9.5,12.1,7.1
2011/12/9,4.1,8.7,2.2
2011/12/10,4.7,6.5,2.6
2011/12/11,8.0,9.9,5.2
2011/12/12,8.9,11.6,5.9
2011/12/13,9.1,13.8,4.1
2011/12/14,7.9,15.0,2.4
2011/12/15,9.0,11.8,5.5
2011/12/16,3.4,6.7,0.6
2011/12/17,3.3,5.0,0.9
2011/12/18,5.7,7.2,3.8
2011/12/19,6.2,11.2,2.2
2011/12/20,4.9,8.5,2.5
2011/12/21,6.9,10.8,3.8
2011/12/22,6.1,8.9,2.2
2011/12/23,2.6,5.4,0.3
2011/12/24,2.1,5.9,0.2
2011/12/25,1.4,3.0,0.3
2011/12/26,1.7,3.0,0.5
2011/12/27,3.3,6.0,1.2
2011/12/28,3.2,7.9,0.4
2011/12/29,4.3,10.0,0.3
2011/12/30,3.8,7.9,1.2
2011/12/31,4.2,10.1,0.4
2012/1/1,5.4,7.6,1.6
2012/1/2,4.2,6.3,1.2
2012/1/3,4.1,6.1,2.2
2012/1/4,3.0,5.8,0.3
2012/1/5,2.5,5.0,0.9
2012/1/6,4.0,9.3,1.8
2012/1/7,3.0,4.9,1.4
2012/1/8,4.9,9.3,0.8
2012/1/9,5.3,9.8,3.2
2012/1/10,5.9,10.2,3.5
2012/1/11,3.8,7.0,0.3
2012/1/12,3.1,6.8,0.2
2012/1/13,5.2,6.4,3.0
2012/1/14,5.5,9.1,3.6
2012/1/15,4.7,7.6,2.7
2012/1/16,5.1,6.9,3.9
2012/1/17,5.2,10.0,0.8
2012/1/18,5.5,12.3,-0.7
2012/1/19,6.4,7.4,5.1
2012/1/20,8.4,10.2,6.8
2012/1/21,7.1,9.7,5.1
2012/1/22,5.5,8.3,2.7
2012/1/23,2.7,6.0,0.3
2012/1/24,1.6,3.1,-0.2
2012/1/25,0.4,2.7,-1.4
2012/1/26,1.0,4.0,-1.5
2012/1/27,3.5,7.8,0.8
2012/1/28,4.2,8.0,1.4
2012/1/29,1.8,4.0,0.3
2012/1/30,1.5,4.7,0.0
2012/1/31,3.4,7.1,0.3
2012/2/1,2.8,5.7,-1.0
2012/2/2,-1.5,1.2,-3.4
2012/2/3,0.4,4.3,-2.5
2012/2/4,3.0,6.1,1.3
2012/2/5,4.0,8.9,0.3
2012/2/6,3.3,6.3,-0.5
2012/2/7,4.9,8.2,0.9
2012/2/8,-0.2,1.5,-1.7
2012/2/9,1.3,3.7,-0.3
2012/2/10,2.7,6.8,-0.5
2012/2/11,2.5,6.2,-0.5
2012/2/12,2.8,8.7,-1.5
2012/2/13,2.8,3.7,1.5
2012/2/14,4.7,8.1,3.1
2012/2/15,4.1,6.9,2.5
2012/2/16,3.7,7.4,1.9
2012/2/17,1.6,4.4,-2.0
2012/2/18,-0.1,3.3,-2.0
2012/2/19,0.3,2.4,-1.2
2012/2/20,2.8,7.9,-0.5
2012/2/21,5.1,10.5,0.2
2012/2/22,5.6,10.9,-0.4
2012/2/23,8.7,13.6,6.3
2012/2/24,7.1,10.6,4.5
2012/2/25,6.0,10.1,4.3
2012/2/26,3.4,5.3,1.2
2012/2/27,1.1,3.9,0.0
2012/2/28,2.8,6.9,-1.9
2012/2/29,5.2,10.5,1.6
2012/3/1,6.9,11.6,1.4
2012/3/2,7.7,8.5,6.8
2012/3/3,8.0,11.1,6.0
2012/3/4,5.9,7.1,5.1
2012/3/5,8.3,10.6,5.4
2012/3/6,10.5,15.1,9.0
2012/3/7,8.8,12.6,5.4
2012/3/8,7.7,11.7,3.3
2012/3/9,8.8,10.4,6.7
2012/3/10,5.6,8.2,0.4
2012/3/11,2.5,8.8,-1.2
2012/3/12,2.1,6.6,-0.1
2012/3/13,3.3,8.1,0.6
2012/3/14,6.0,12.7,-1.4
2012/3/15,6.9,9.4,1.8
2012/3/16,7.5,14.0,0.7
2012/3/17,11.8,17.8,8.9
2012/3/18,10.4,11.7,8.4
2012/3/19,5.2,8.4,0.8
2012/3/20,4.7,11.1,-0.8
2012/3/21,6.4,12.3,1.5
2012/3/22,7.4,13.9,1.8
2012/3/23,8.5,10.2,6.9
2012/3/24,7.8,9.5,5.1
2012/3/25,6.2,10.6,2.6
2012/3/26,4.1,8.6,1.6
2012/3/27,8.0,14.4,-0.4
2012/3/28,11.1,15.5,5.1
2012/3/29,10.8,19.5,2.2
2012/3/30,17.0,21.4,11.2
2012/3/31,8.3,16.1,3.8
