ダウンロードした時刻：2019/10/10 15:52:35

,敦賀,敦賀,敦賀
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1988/12/1,7.2,12.0,3.8
1988/12/2,7.1,11.7,2.1
1988/12/3,7.8,13.9,0.9
1988/12/4,10.0,12.9,7.8
1988/12/5,6.9,9.4,4.3
1988/12/6,6.5,10.8,4.7
1988/12/7,8.2,14.0,4.5
1988/12/8,11.4,15.6,6.5
1988/12/9,9.0,11.5,4.8
1988/12/10,4.8,7.7,1.9
1988/12/11,5.4,9.5,3.1
1988/12/12,6.6,12.2,1.9
1988/12/13,8.0,13.7,2.6
1988/12/14,8.9,12.1,6.7
1988/12/15,4.6,7.3,2.3
1988/12/16,2.2,4.6,0.1
1988/12/17,3.0,5.4,0.5
1988/12/18,4.9,9.3,1.4
1988/12/19,7.4,9.6,5.1
1988/12/20,9.4,14.1,5.7
1988/12/21,6.9,8.8,5.1
1988/12/22,6.2,8.3,4.7
1988/12/23,5.4,9.9,1.8
1988/12/24,6.8,9.2,1.8
1988/12/25,5.6,10.1,3.9
1988/12/26,5.8,7.8,4.1
1988/12/27,5.9,9.0,3.7
1988/12/28,4.3,7.0,3.0
1988/12/29,4.7,6.2,2.7
1988/12/30,6.0,9.5,2.1
1988/12/31,6.0,9.8,0.5
1989/1/1,6.8,8.9,4.9
1989/1/2,6.2,10.6,3.0
1989/1/3,7.5,10.4,2.4
1989/1/4,4.5,8.0,3.0
1989/1/5,5.1,6.8,1.8
1989/1/6,5.4,9.9,1.1
1989/1/7,10.4,12.8,4.0
1989/1/8,12.2,14.4,11.1
1989/1/9,10.9,11.9,10.1
1989/1/10,10.6,11.8,8.6
1989/1/11,9.6,13.4,4.5
1989/1/12,7.8,11.7,4.0
1989/1/13,4.3,7.1,1.3
1989/1/14,4.4,9.1,1.3
1989/1/15,3.6,5.5,2.2
1989/1/16,5.0,9.3,0.5
1989/1/17,5.6,11.4,2.2
1989/1/18,7.1,11.2,-0.1
1989/1/19,12.6,14.8,10.5
1989/1/20,14.0,16.6,10.0
1989/1/21,8.3,10.1,6.6
1989/1/22,6.1,8.6,4.6
1989/1/23,7.7,12.7,4.0
1989/1/24,6.8,9.1,5.6
1989/1/25,5.9,10.1,2.4
1989/1/26,6.6,8.5,2.5
1989/1/27,4.4,7.7,0.4
1989/1/28,1.2,3.2,-0.4
1989/1/29,3.3,5.1,-0.2
1989/1/30,5.4,11.1,0.6
1989/1/31,8.5,12.6,2.2
1989/2/1,5.7,8.6,2.8
1989/2/2,2.2,4.5,0.5
1989/2/3,2.6,4.9,0.6
1989/2/4,3.8,5.9,1.7
1989/2/5,5.4,9.5,0.9
1989/2/6,5.9,10.9,0.8
1989/2/7,6.3,10.2,1.7
1989/2/8,9.2,11.1,1.8
1989/2/9,9.3,11.1,7.3
1989/2/10,4.7,7.3,1.0
1989/2/11,3.4,6.7,0.9
1989/2/12,3.1,5.3,0.7
1989/2/13,3.7,7.9,0.8
1989/2/14,5.9,10.2,1.5
1989/2/15,8.9,13.7,0.6
1989/2/16,11.3,13.6,9.7
1989/2/17,9.7,12.1,8.3
1989/2/18,7.2,8.8,6.1
1989/2/19,5.9,8.9,2.2
1989/2/20,8.2,13.1,0.8
1989/2/21,7.7,8.9,6.5
1989/2/22,6.2,9.3,3.6
1989/2/23,5.3,8.1,2.6
1989/2/24,7.1,8.0,5.6
1989/2/25,8.6,12.0,6.8
1989/2/26,5.6,8.1,4.0
1989/2/27,6.7,13.1,-0.2
1989/2/28,13.0,16.2,9.2
1989/3/1,9.3,14.8,4.1
1989/3/2,8.1,13.6,0.7
1989/3/3,12.5,14.5,9.9
1989/3/4,11.7,17.4,7.3
1989/3/5,6.4,7.4,4.9
1989/3/6,6.9,11.4,4.5
1989/3/7,5.2,9.1,3.6
1989/3/8,4.3,8.6,2.3
1989/3/9,4.7,9.1,-0.2
1989/3/10,5.5,11.2,1.5
1989/3/11,7.9,13.1,2.2
1989/3/12,10.5,15.3,4.4
1989/3/13,10.9,12.5,8.7
1989/3/14,12.0,15.1,10.2
1989/3/15,9.1,12.6,6.8
1989/3/16,7.2,10.2,5.0
1989/3/17,5.5,7.7,3.1
1989/3/18,6.1,9.1,1.6
1989/3/19,7.6,11.1,5.6
1989/3/20,7.1,11.5,1.8
1989/3/21,7.4,11.1,5.2
1989/3/22,6.5,8.5,4.5
1989/3/23,7.3,11.8,5.0
1989/3/24,10.5,13.7,4.7
1989/3/25,8.7,13.2,6.8
1989/3/26,7.3,11.6,3.8
1989/3/27,8.2,14.2,3.0
1989/3/28,8.2,10.3,7.0
1989/3/29,7.8,12.3,3.7
1989/3/30,10.8,16.8,2.4
1989/3/31,13.5,15.0,11.1
