ダウンロードした時刻：2017/07/24 15:44:19

,岡山,岡山,岡山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1989/1/1,6.1,9.4,2.3
1989/1/2,4.5,10.2,-0.8
1989/1/3,6.6,11.6,0.9
1989/1/4,5.4,8.7,2.9
1989/1/5,4.0,9.3,-0.7
1989/1/6,4.8,9.2,-0.9
1989/1/7,8.6,12.0,5.0
1989/1/8,12.7,14.7,11.0
1989/1/9,11.1,12.9,8.5
1989/1/10,11.4,15.2,8.0
1989/1/11,7.5,9.6,4.4
1989/1/12,8.9,12.6,4.5
1989/1/13,6.9,10.0,4.1
1989/1/14,6.7,9.6,4.8
1989/1/15,4.7,8.3,1.5
1989/1/16,4.1,9.8,-1.2
1989/1/17,6.0,11.4,1.0
1989/1/18,5.7,8.6,1.9
1989/1/19,12.3,16.3,7.7
1989/1/20,12.9,14.5,9.5
1989/1/21,9.1,12.2,6.4
1989/1/22,6.4,9.0,2.8
1989/1/23,6.3,9.2,3.9
1989/1/24,7.0,10.2,4.4
1989/1/25,5.7,10.5,1.2
1989/1/26,4.0,5.5,1.8
1989/1/27,3.8,6.8,0.0
1989/1/28,1.4,6.1,-1.9
1989/1/29,3.3,7.3,0.5
1989/1/30,4.7,9.9,-1.4
1989/1/31,6.8,12.2,0.3
1989/2/1,6.7,10.6,1.7
1989/2/2,2.7,7.5,-0.6
1989/2/3,3.0,7.7,-1.6
1989/2/4,3.7,8.6,-0.1
1989/2/5,4.4,10.1,-1.4
1989/2/6,6.2,12.7,0.5
1989/2/7,6.2,10.9,1.1
1989/2/8,7.3,10.0,4.4
1989/2/9,9.7,13.1,6.5
1989/2/10,5.1,8.6,1.9
1989/2/11,4.2,7.8,-0.2
1989/2/12,4.8,10.2,0.3
1989/2/13,4.4,9.8,-0.3
1989/2/14,5.0,9.9,-0.1
1989/2/15,7.1,11.9,-0.3
1989/2/16,11.2,13.2,8.3
1989/2/17,10.3,12.2,8.7
1989/2/18,8.8,12.7,6.3
1989/2/19,7.2,11.2,3.3
1989/2/20,7.0,12.2,0.6
1989/2/21,8.3,8.8,7.9
1989/2/22,7.1,9.0,5.4
1989/2/23,5.2,7.6,3.4
1989/2/24,6.1,7.9,3.6
1989/2/25,9.4,11.5,7.5
1989/2/26,6.4,10.2,2.5
1989/2/27,5.9,11.3,-0.1
1989/2/28,9.3,13.7,3.7
1989/3/1,8.7,12.4,4.0
1989/3/2,7.8,12.3,0.2
1989/3/3,13.3,16.9,10.1
1989/3/4,11.7,15.7,7.7
1989/3/5,7.5,10.1,4.3
1989/3/6,6.5,11.9,1.6
1989/3/7,5.6,9.2,2.8
1989/3/8,5.0,8.4,1.8
1989/3/9,4.8,11.2,-1.2
1989/3/10,6.4,11.6,0.1
1989/3/11,7.9,13.6,1.3
1989/3/12,10.1,17.3,2.8
1989/3/13,9.9,11.1,8.3
1989/3/14,12.8,17.4,9.1
1989/3/15,10.1,15.8,4.9
1989/3/16,9.0,13.4,3.2
1989/3/17,7.2,10.3,4.8
1989/3/18,7.2,12.3,2.2
1989/3/19,7.8,14.7,0.7
1989/3/20,7.7,13.5,1.7
1989/3/21,8.1,14.0,1.8
1989/3/22,7.8,12.1,3.0
1989/3/23,9.5,13.4,5.1
1989/3/24,10.0,12.4,7.0
1989/3/25,10.4,13.4,7.5
1989/3/26,8.2,12.8,3.5
1989/3/27,8.1,11.1,5.3
1989/3/28,8.5,14.0,4.6
1989/3/29,8.7,15.1,2.1
1989/3/30,11.2,17.7,3.8
1989/3/31,12.2,17.3,9.5
1989/4/1,13.9,21.0,5.6
1989/4/2,13.2,17.6,7.2
1989/4/3,16.5,22.1,12.0
1989/4/4,13.2,17.1,9.5
1989/4/5,13.5,21.2,6.0
1989/4/6,13.8,19.6,7.7
1989/4/7,15.0,21.5,7.1
1989/4/8,14.6,18.0,12.0
1989/4/9,14.5,20.7,7.9
1989/4/10,13.9,17.5,11.2
1989/4/11,11.9,17.3,7.4
1989/4/12,11.3,16.9,5.2
1989/4/13,14.4,22.1,6.2
1989/4/14,14.9,19.7,8.4
1989/4/15,15.9,17.6,13.3
1989/4/16,16.5,21.2,12.4
1989/4/17,15.6,20.8,9.9
1989/4/18,18.1,25.4,10.2
1989/4/19,18.6,25.0,11.3
1989/4/20,19.5,25.7,13.3
1989/4/21,19.8,26.3,12.6
1989/4/22,17.0,20.3,15.6
1989/4/23,15.9,17.4,14.4
1989/4/24,14.3,16.0,11.1
1989/4/25,14.0,20.2,7.0
1989/4/26,15.1,22.5,8.4
1989/4/27,17.1,25.5,11.1
1989/4/28,12.6,17.4,9.2
1989/4/29,12.4,18.6,4.7
1989/4/30,13.1,18.0,7.9
1989/5/1,14.4,16.2,12.4
