ダウンロードした時刻：2017/07/24 15:41:36

,津,津,津
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1990/1/1,4.1,8.1,2.0
1990/1/2,6.0,8.6,2.3
1990/1/3,5.1,8.9,2.4
1990/1/4,3.6,6.9,1.6
1990/1/5,5.4,10.7,0.2
1990/1/6,5.4,11.5,0.9
1990/1/7,3.6,5.9,1.9
1990/1/8,4.3,8.4,0.8
1990/1/9,6.3,9.8,1.1
1990/1/10,9.2,14.4,5.5
1990/1/11,7.4,10.1,4.3
1990/1/12,6.5,9.2,2.8
1990/1/13,6.0,10.2,1.6
1990/1/14,4.5,9.2,-1.0
1990/1/15,6.2,8.8,3.9
1990/1/16,4.3,7.1,1.7
1990/1/17,5.8,10.0,2.2
1990/1/18,5.9,9.2,0.3
1990/1/19,8.3,11.6,6.4
1990/1/20,4.1,7.3,1.2
1990/1/21,4.2,8.9,1.1
1990/1/22,5.2,10.1,-0.5
1990/1/23,4.1,6.9,1.5
1990/1/24,1.1,5.4,-1.6
1990/1/25,1.2,5.1,-2.4
1990/1/26,1.4,6.7,-1.2
1990/1/27,2.2,6.1,-0.4
1990/1/28,3.5,7.5,-1.4
1990/1/29,4.6,8.9,2.1
1990/1/30,5.9,9.5,4.1
1990/1/31,2.2,4.2,0.6
1990/2/1,3.5,5.6,1.1
1990/2/2,5.0,9.3,1.6
1990/2/3,4.5,6.2,1.6
1990/2/4,7.2,10.4,4.1
1990/2/5,7.3,11.1,4.2
1990/2/6,5.6,7.9,1.3
1990/2/7,8.8,13.7,6.0
1990/2/8,7.1,10.4,5.5
1990/2/9,6.8,11.4,3.6
1990/2/10,6.7,9.9,0.6
1990/2/11,11.1,15.5,9.3
1990/2/12,7.8,13.2,4.9
1990/2/13,6.2,10.0,4.0
1990/2/14,5.6,7.9,3.6
1990/2/15,8.4,13.0,5.1
1990/2/16,7.6,10.9,6.0
1990/2/17,8.2,12.6,5.5
1990/2/18,8.2,11.5,4.0
1990/2/19,10.6,12.5,8.7
1990/2/20,13.9,18.4,10.4
1990/2/21,11.7,16.0,8.3
1990/2/22,10.7,14.0,5.6
1990/2/23,11.7,12.4,11.2
1990/2/24,13.0,16.0,10.5
1990/2/25,10.1,12.3,8.6
1990/2/26,9.2,10.8,7.7
1990/2/27,8.1,11.3,4.5
1990/2/28,8.1,11.5,4.5
1990/3/1,9.3,10.2,8.0
1990/3/2,10.0,11.5,9.2
1990/3/3,9.3,11.0,7.6
1990/3/4,8.3,12.0,5.8
1990/3/5,8.0,12.9,4.8
1990/3/6,8.4,13.2,5.0
1990/3/7,7.2,14.6,2.5
1990/3/8,4.5,7.7,0.8
1990/3/9,8.4,14.9,2.6
1990/3/10,11.2,16.9,4.4
1990/3/11,10.8,13.9,6.1
1990/3/12,10.1,16.7,4.5
1990/3/13,6.8,10.8,4.7
1990/3/14,8.1,11.8,3.2
1990/3/15,10.4,17.6,7.1
1990/3/16,9.8,14.4,6.6
1990/3/17,8.9,14.8,5.7
1990/3/18,8.5,14.9,3.3
1990/3/19,10.6,16.7,5.9
1990/3/20,12.3,17.1,8.0
1990/3/21,10.4,15.3,6.8
1990/3/22,9.4,15.1,3.0
1990/3/23,12.6,17.6,6.8
1990/3/24,12.6,15.9,9.9
1990/3/25,8.4,12.4,5.5
1990/3/26,8.1,14.0,4.5
1990/3/27,10.4,14.9,3.5
1990/3/28,10.5,12.8,9.0
1990/3/29,11.3,14.5,8.8
1990/3/30,11.1,12.7,10.0
1990/3/31,11.8,12.9,10.2
1990/4/1,15.6,19.5,11.7
1990/4/2,16.0,22.1,11.3
1990/4/3,14.8,19.2,8.1
1990/4/4,13.7,16.6,8.4
1990/4/5,8.4,12.1,6.4
1990/4/6,12.0,17.3,6.2
1990/4/7,8.9,11.8,5.5
1990/4/8,12.7,16.3,9.3
1990/4/9,14.9,20.9,9.1
1990/4/10,15.3,21.3,10.4
1990/4/11,15.3,19.7,10.3
1990/4/12,16.1,19.2,14.0
1990/4/13,15.8,17.1,15.0
1990/4/14,16.2,18.8,12.7
1990/4/15,13.1,19.5,10.0
1990/4/16,12.0,17.0,8.0
1990/4/17,11.9,16.1,8.7
1990/4/18,10.7,14.7,8.0
1990/4/19,11.5,17.1,5.8
1990/4/20,12.8,16.2,7.7
1990/4/21,13.9,16.8,12.6
1990/4/22,15.2,17.1,11.7
1990/4/23,15.6,19.8,11.4
1990/4/24,12.4,15.4,8.9
1990/4/25,12.3,18.0,5.2
1990/4/26,15.0,19.1,9.0
1990/4/27,17.7,22.9,12.9
1990/4/28,18.3,21.6,14.4
1990/4/29,16.5,22.3,11.9
1990/4/30,14.5,20.0,10.0
1990/5/1,14.3,19.9,10.6
