ダウンロードした時刻：2019/10/10 15:44:25

,金沢,金沢,金沢
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1991/12/1,12.0,16.5,8.0
1991/12/2,9.9,12.9,6.9
1991/12/3,11.0,16.3,6.0
1991/12/4,10.5,14.1,7.3
1991/12/5,10.7,15.7,6.2
1991/12/6,11.4,16.9,5.6
1991/12/7,11.7,16.8,9.8
1991/12/8,9.5,16.0,6.2
1991/12/9,5.1,7.6,3.6
1991/12/10,6.7,9.9,3.8
1991/12/11,10.8,15.4,2.2
1991/12/12,0.9,2.9,0.3
1991/12/13,4.5,7.6,0.7
1991/12/14,8.5,11.8,5.1
1991/12/15,9.7,13.2,6.1
1991/12/16,9.4,15.6,4.6
1991/12/17,11.7,17.6,5.1
1991/12/18,9.2,14.8,5.2
1991/12/19,5.5,8.5,3.5
1991/12/20,4.9,8.1,2.2
1991/12/21,7.4,13.4,1.6
1991/12/22,10.3,14.7,5.7
1991/12/23,12.1,16.8,8.1
1991/12/24,11.2,15.2,5.5
1991/12/25,4.9,5.9,3.9
1991/12/26,5.1,7.3,4.1
1991/12/27,4.6,6.8,2.6
1991/12/28,7.4,10.3,3.8
1991/12/29,2.4,5.4,0.0
1991/12/30,2.3,4.4,-0.3
1991/12/31,5.3,8.0,1.8
1992/1/1,6.8,10.1,5.2
1992/1/2,5.9,8.8,1.9
1992/1/3,6.2,9.3,4.3
1992/1/4,4.2,6.6,2.5
1992/1/5,6.4,9.2,2.7
1992/1/6,5.4,7.5,4.0
1992/1/7,9.2,14.5,5.3
1992/1/8,7.7,9.8,5.5
1992/1/9,6.7,8.0,4.9
1992/1/10,4.9,6.4,3.6
1992/1/11,5.3,9.1,2.7
1992/1/12,7.4,12.4,0.9
1992/1/13,9.1,12.0,6.9
1992/1/14,2.8,7.1,-0.6
1992/1/15,1.6,5.1,-0.9
1992/1/16,2.9,8.3,-2.4
1992/1/17,4.7,8.5,1.0
1992/1/18,2.0,4.0,0.5
1992/1/19,2.2,4.0,0.6
1992/1/20,3.2,4.2,1.1
1992/1/21,4.2,8.4,0.4
1992/1/22,4.4,7.3,2.4
1992/1/23,0.9,3.6,0.0
1992/1/24,2.5,5.1,-0.2
1992/1/25,5.5,8.8,3.6
1992/1/26,5.5,9.3,2.5
1992/1/27,7.3,10.0,1.4
1992/1/28,7.5,12.3,2.1
1992/1/29,9.2,10.7,6.4
1992/1/30,4.8,7.5,2.8
1992/1/31,2.7,3.7,0.6
1992/2/1,1.1,2.6,-0.8
1992/2/2,1.9,5.0,-0.7
1992/2/3,5.5,9.6,1.3
1992/2/4,5.7,12.2,1.8
1992/2/5,3.2,5.4,1.6
1992/2/6,4.9,10.4,-0.3
1992/2/7,4.3,8.6,1.6
1992/2/8,1.4,3.2,0.4
1992/2/9,2.1,5.4,0.0
1992/2/10,4.4,8.6,0.2
1992/2/11,2.3,4.3,-0.1
1992/2/12,5.1,11.2,-1.6
1992/2/13,5.5,9.5,3.4
1992/2/14,4.4,6.6,1.7
1992/2/15,7.7,11.1,5.0
1992/2/16,4.9,8.6,0.6
1992/2/17,3.3,6.1,0.5
1992/2/18,5.0,8.5,0.2
1992/2/19,2.9,6.0,0.4
1992/2/20,1.5,3.6,0.2
1992/2/21,0.6,2.8,-0.7
1992/2/22,1.6,3.4,-0.2
1992/2/23,4.2,7.4,0.7
1992/2/24,3.3,5.4,1.5
1992/2/25,2.4,4.3,0.7
1992/2/26,3.7,6.8,1.1
1992/2/27,9.4,13.5,0.5
1992/2/28,11.0,16.4,3.4
1992/2/29,15.9,18.3,13.0
1992/3/1,9.5,15.0,6.2
1992/3/2,4.6,7.1,2.1
1992/3/3,3.7,5.8,1.6
1992/3/4,4.3,8.2,-0.1
1992/3/5,5.3,6.4,4.3
1992/3/6,5.3,7.4,2.9
1992/3/7,4.2,6.9,1.5
1992/3/8,6.2,11.2,0.6
1992/3/9,8.5,13.6,1.8
1992/3/10,9.9,12.9,7.7
1992/3/11,7.5,10.3,4.1
1992/3/12,9.4,15.4,2.7
1992/3/13,11.0,15.5,5.6
1992/3/14,10.7,15.5,3.7
1992/3/15,10.7,13.5,8.9
1992/3/16,7.0,9.7,3.5
1992/3/17,5.1,7.6,3.1
1992/3/18,4.5,6.7,2.3
1992/3/19,7.5,9.9,5.1
1992/3/20,7.3,11.1,4.3
1992/3/21,2.6,6.7,0.4
1992/3/22,4.0,6.7,1.6
1992/3/23,4.3,6.8,1.0
1992/3/24,7.7,9.3,5.7
1992/3/25,9.6,13.0,6.1
1992/3/26,9.1,11.7,5.7
1992/3/27,7.9,10.4,5.3
1992/3/28,9.1,13.0,4.7
1992/3/29,10.9,14.7,8.7
1992/3/30,10.4,11.4,9.2
1992/3/31,9.6,13.1,4.4
