ダウンロードした時刻：2017/07/24 15:47:23

,熊本,熊本,熊本
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2004/1/1,7.8,13.4,4.2
2004/1/2,7.8,13.3,3.4
2004/1/3,6.4,12.1,1.6
2004/1/4,6.4,13.8,0.7
2004/1/5,6.4,13.1,1.0
2004/1/6,7.6,15.4,0.6
2004/1/7,7.9,14.2,1.3
2004/1/8,6.1,12.6,0.9
2004/1/9,6.3,10.4,0.2
2004/1/10,8.5,13.9,3.5
2004/1/11,7.7,12.5,3.2
2004/1/12,6.1,14.1,-0.9
2004/1/13,5.3,7.6,3.1
2004/1/14,3.3,8.6,-2.6
2004/1/15,4.5,11.5,-1.1
2004/1/16,5.2,6.3,4.4
2004/1/17,6.7,11.6,3.7
2004/1/18,6.1,13.1,-0.2
2004/1/19,6.1,8.2,4.3
2004/1/20,5.0,9.0,0.9
2004/1/21,2.5,5.0,-1.3
2004/1/22,-1.8,2.1,-4.3
2004/1/23,0.5,5.5,-4.3
2004/1/24,2.2,6.4,-1.7
2004/1/25,2.1,5.5,-0.3
2004/1/26,2.1,6.8,-2.7
2004/1/27,3.0,7.2,-0.2
2004/1/28,3.1,10.2,-3.7
2004/1/29,5.5,12.1,0.0
2004/1/30,6.0,13.0,-0.9
2004/1/31,6.1,13.8,-0.9
2004/2/1,7.8,13.0,1.3
2004/2/2,9.2,10.9,6.3
2004/2/3,5.7,9.0,2.7
2004/2/4,4.2,8.4,1.4
2004/2/5,2.6,6.8,-0.4
2004/2/6,1.7,7.0,-2.5
2004/2/7,2.6,6.9,-0.2
2004/2/8,4.7,10.8,-0.6
2004/2/9,6.2,10.7,1.7
2004/2/10,5.0,12.4,-2.4
2004/2/11,6.5,14.4,-1.1
2004/2/12,8.1,15.6,1.8
2004/2/13,7.2,14.5,-0.5
2004/2/14,10.1,18.1,3.2
2004/2/15,7.6,14.0,2.3
2004/2/16,7.1,15.6,-0.2
2004/2/17,8.3,15.2,1.1
2004/2/18,9.5,18.9,1.3
2004/2/19,10.5,15.7,4.3
2004/2/20,14.5,22.4,8.2
2004/2/21,16.0,24.5,7.7
2004/2/22,14.2,22.9,9.6
2004/2/23,8.4,12.5,3.6
2004/2/24,8.3,15.3,1.2
2004/2/25,12.2,18.1,7.4
2004/2/26,10.5,14.6,5.5
2004/2/27,7.3,13.4,0.7
2004/2/28,9.2,15.6,1.6
2004/2/29,15.9,20.3,12.3
2004/3/1,10.0,14.1,6.9
2004/3/2,7.4,12.3,3.7
2004/3/3,5.8,10.0,1.3
2004/3/4,4.4,8.6,0.5
2004/3/5,6.5,13.5,-2.3
2004/3/6,4.9,8.4,1.2
2004/3/7,3.0,7.6,-0.2
2004/3/8,4.9,11.5,-2.8
2004/3/9,9.1,16.4,2.0
2004/3/10,13.8,21.2,4.4
2004/3/11,16.0,17.8,13.1
2004/3/12,9.1,13.1,4.7
2004/3/13,10.2,19.8,1.6
2004/3/14,10.1,15.2,4.0
2004/3/15,13.0,21.0,5.0
2004/3/16,14.6,22.4,5.8
2004/3/17,17.6,22.4,11.5
2004/3/18,12.8,16.5,8.2
2004/3/19,11.2,18.5,4.2
2004/3/20,11.0,13.6,7.5
2004/3/21,10.0,13.0,7.4
2004/3/22,10.4,14.4,7.8
2004/3/23,12.2,18.7,5.1
2004/3/24,15.0,21.2,9.4
2004/3/25,10.7,13.7,9.0
2004/3/26,12.8,20.0,7.1
2004/3/27,13.5,19.6,7.2
2004/3/28,16.1,23.6,9.3
2004/3/29,17.0,24.9,8.6
2004/3/30,16.5,20.7,13.8
2004/3/31,13.5,19.2,8.2
2004/4/1,11.7,17.9,4.7
2004/4/2,14.5,18.7,10.0
2004/4/3,13.5,20.4,6.3
2004/4/4,10.3,15.4,6.2
2004/4/5,10.6,18.3,2.7
2004/4/6,14.2,22.1,5.2
2004/4/7,16.7,22.3,10.7
2004/4/8,15.0,20.8,11.0
2004/4/9,14.8,23.1,7.0
2004/4/10,16.8,24.9,8.1
2004/4/11,18.9,24.7,14.2
2004/4/12,19.6,26.5,13.0
2004/4/13,18.2,24.2,16.3
2004/4/14,18.5,23.5,14.5
2004/4/15,19.5,27.6,10.4
2004/4/16,20.1,26.6,14.2
2004/4/17,19.9,28.4,10.7
2004/4/18,18.4,26.1,13.7
2004/4/19,18.5,24.1,15.5
2004/4/20,18.4,23.3,15.2
2004/4/21,19.4,27.8,13.0
2004/4/22,21.2,28.9,13.4
2004/4/23,20.8,25.9,13.1
2004/4/24,14.5,20.5,9.0
2004/4/25,15.1,23.2,5.7
2004/4/26,17.0,24.3,9.6
2004/4/27,15.4,20.6,10.9
2004/4/28,14.7,21.2,9.5
2004/4/29,16.2,26.3,6.0
2004/4/30,18.6,24.5,11.2
2004/5/1,19.6,23.3,16.9
