ダウンロードした時刻：2019/10/10 15:56:02

,銚子,銚子,銚子
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1985/12/1,11.1,14.8,4.5
1985/12/2,12.6,17.4,6.1
1985/12/3,11.2,13.4,6.6
1985/12/4,12.7,16.6,7.1
1985/12/5,12.7,15.0,8.4
1985/12/6,11.8,15.8,8.6
1985/12/7,11.0,12.0,9.4
1985/12/8,11.2,12.6,9.6
1985/12/9,8.6,13.0,1.9
1985/12/10,4.7,8.1,1.9
1985/12/11,5.8,9.1,2.8
1985/12/12,7.5,11.0,2.9
1985/12/13,6.5,11.0,2.0
1985/12/14,8.9,13.3,2.9
1985/12/15,5.8,9.7,3.2
1985/12/16,3.4,7.0,-0.5
1985/12/17,3.5,7.5,-0.9
1985/12/18,4.1,8.4,-0.9
1985/12/19,6.0,11.4,1.1
1985/12/20,4.8,8.6,2.1
1985/12/21,5.0,8.2,0.2
1985/12/22,5.9,9.0,4.4
1985/12/23,9.0,12.0,4.8
1985/12/24,5.7,10.5,1.1
1985/12/25,5.3,9.2,1.0
1985/12/26,8.2,9.8,3.5
1985/12/27,8.0,13.0,1.8
1985/12/28,4.8,8.0,0.3
1985/12/29,8.7,12.9,0.9
1985/12/30,13.1,16.3,6.4
1985/12/31,12.6,15.5,9.1
1986/1/1,9.0,11.0,6.8
1986/1/2,7.0,9.6,4.0
1986/1/3,5.6,9.5,0.5
1986/1/4,7.4,14.1,4.0
1986/1/5,5.1,8.5,0.3
1986/1/6,3.4,6.7,0.3
1986/1/7,4.2,9.1,-0.6
1986/1/8,7.3,11.3,2.6
1986/1/9,4.4,8.3,0.6
1986/1/10,2.8,8.0,-1.2
1986/1/11,2.4,7.3,-1.5
1986/1/12,2.5,7.2,-1.6
1986/1/13,4.3,9.4,-0.9
1986/1/14,3.3,7.4,0.1
1986/1/15,5.7,10.3,-0.6
1986/1/16,6.8,7.9,5.5
1986/1/17,7.8,10.4,4.7
1986/1/18,6.0,9.2,1.3
1986/1/19,4.9,6.9,0.2
1986/1/20,5.9,7.4,3.7
1986/1/21,4.4,6.7,2.6
1986/1/22,2.8,7.1,-0.4
1986/1/23,2.8,6.7,-2.3
1986/1/24,3.7,6.7,0.5
1986/1/25,3.1,6.4,-0.7
1986/1/26,2.3,4.3,-0.3
1986/1/27,2.1,7.2,-2.7
1986/1/28,3.6,7.2,-0.3
1986/1/29,4.0,6.6,-1.2
1986/1/30,5.9,7.7,1.8
1986/1/31,5.9,8.4,1.3
1986/2/1,4.1,6.0,2.6
1986/2/2,5.7,7.1,3.7
1986/2/3,7.2,14.0,2.3
1986/2/4,3.4,5.3,2.3
1986/2/5,4.1,7.1,1.0
1986/2/6,3.1,5.0,-0.2
1986/2/7,2.7,5.5,-0.6
1986/2/8,1.8,4.0,-0.3
1986/2/9,2.8,7.4,-2.7
1986/2/10,2.6,4.8,-0.2
1986/2/11,3.3,4.3,2.1
1986/2/12,3.6,5.5,1.7
1986/2/13,5.7,9.7,-0.1
1986/2/14,7.6,10.6,3.1
1986/2/15,6.6,8.8,4.0
1986/2/16,2.3,5.3,-1.0
1986/2/17,1.7,5.2,-3.6
1986/2/18,3.9,5.5,3.0
1986/2/19,5.1,7.9,3.7
1986/2/20,4.3,6.9,0.1
1986/2/21,5.2,8.8,1.3
1986/2/22,5.2,6.4,4.3
1986/2/23,7.7,11.3,4.8
1986/2/24,4.9,7.2,2.2
1986/2/25,2.5,6.7,-1.3
1986/2/26,3.9,8.6,-0.4
1986/2/27,5.6,8.1,1.6
1986/2/28,2.8,7.6,-0.1
1986/3/1,4.1,7.8,-0.6
1986/3/2,3.6,6.6,1.3
1986/3/3,5.6,12.1,0.5
1986/3/4,3.2,4.7,1.4
1986/3/5,5.4,9.0,3.3
1986/3/6,4.2,5.6,3.1
1986/3/7,5.5,8.0,2.5
1986/3/8,7.2,9.7,4.9
1986/3/9,11.2,16.0,6.1
1986/3/10,12.7,16.3,10.5
1986/3/11,7.6,11.7,4.2
1986/3/12,6.4,8.6,4.0
1986/3/13,8.4,13.3,2.3
1986/3/14,6.1,8.0,5.0
1986/3/15,6.5,7.8,4.6
1986/3/16,7.9,11.2,5.0
1986/3/17,7.0,12.0,3.4
1986/3/18,6.5,10.3,0.5
1986/3/19,10.3,13.7,7.4
1986/3/20,8.8,14.2,4.9
1986/3/21,6.9,10.7,3.0
1986/3/22,6.9,7.7,5.3
1986/3/23,5.9,7.7,1.1
1986/3/24,6.6,10.0,1.6
1986/3/25,6.4,9.7,1.3
1986/3/26,8.1,11.1,3.2
1986/3/27,11.2,15.3,3.3
1986/3/28,9.0,12.8,7.4
1986/3/29,6.3,7.6,5.3
1986/3/30,9.7,12.8,6.0
1986/3/31,9.2,13.3,7.0
