ダウンロードした時刻：2019/10/10 16:21:20

,佐賀,佐賀,佐賀
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1989/12/1,6.2,12.7,1.3
1989/12/2,8.4,15.0,2.5
1989/12/3,11.1,17.1,4.2
1989/12/4,13.0,20.0,8.8
1989/12/5,11.4,18.1,7.0
1989/12/6,10.7,17.6,5.6
1989/12/7,10.0,16.2,5.7
1989/12/8,7.3,10.5,3.9
1989/12/9,7.2,12.2,3.2
1989/12/10,6.8,14.0,0.9
1989/12/11,7.3,12.1,3.4
1989/12/12,10.5,15.5,7.2
1989/12/13,10.0,15.0,4.4
1989/12/14,7.4,10.4,5.4
1989/12/15,7.0,12.0,3.6
1989/12/16,7.3,13.6,2.6
1989/12/17,8.6,14.5,3.2
1989/12/18,9.1,15.5,4.7
1989/12/19,7.9,12.2,4.3
1989/12/20,7.7,13.8,2.0
1989/12/21,9.9,14.9,6.1
1989/12/22,9.5,13.9,6.8
1989/12/23,10.1,15.2,5.5
1989/12/24,9.2,12.0,7.4
1989/12/25,8.8,10.3,7.0
1989/12/26,7.8,11.0,5.3
1989/12/27,5.0,8.8,1.5
1989/12/28,4.8,9.3,0.0
1989/12/29,5.7,9.4,3.7
1989/12/30,5.4,7.3,4.1
1989/12/31,4.0,7.8,1.9
1990/1/1,4.6,9.8,-1.2
1990/1/2,6.1,9.7,4.4
1990/1/3,4.1,5.6,2.0
1990/1/4,3.3,9.6,-0.5
1990/1/5,3.6,7.1,-1.1
1990/1/6,5.4,11.7,0.7
1990/1/7,3.9,10.1,-1.5
1990/1/8,6.7,12.9,0.0
1990/1/9,9.7,11.4,7.0
1990/1/10,11.9,15.6,9.5
1990/1/11,9.7,14.4,4.9
1990/1/12,9.0,10.7,7.7
1990/1/13,5.1,8.2,0.9
1990/1/14,4.0,10.5,0.3
1990/1/15,2.1,6.4,-0.6
1990/1/16,3.8,8.1,0.6
1990/1/17,3.7,10.0,-1.4
1990/1/18,8.1,12.5,1.7
1990/1/19,8.5,11.6,5.0
1990/1/20,3.8,7.2,0.8
1990/1/21,2.7,8.4,-1.3
1990/1/22,3.3,8.1,-0.6
1990/1/23,0.5,3.4,-2.1
1990/1/24,-0.9,3.8,-3.5
1990/1/25,-0.5,3.0,-2.9
1990/1/26,-0.2,5.3,-4.3
1990/1/27,1.9,6.8,-1.8
1990/1/28,4.3,9.3,-1.7
1990/1/29,12.7,19.5,6.8
1990/1/30,9.9,13.3,7.9
1990/1/31,6.7,7.9,5.9
1990/2/1,6.3,7.8,4.1
1990/2/2,6.5,12.5,1.2
1990/2/3,7.9,11.0,5.7
1990/2/4,9.0,13.2,6.0
1990/2/5,9.2,14.0,4.9
1990/2/6,9.4,12.8,6.8
1990/2/7,10.7,15.9,5.2
1990/2/8,8.9,10.9,7.6
1990/2/9,10.0,15.8,6.2
1990/2/10,12.4,16.7,6.7
1990/2/11,10.1,15.1,5.3
1990/2/12,8.1,13.5,4.5
1990/2/13,7.8,13.9,1.7
1990/2/14,7.4,10.0,5.5
1990/2/15,10.1,16.0,4.7
1990/2/16,9.6,13.6,6.3
1990/2/17,9.6,16.1,3.4
1990/2/18,11.0,15.1,5.8
1990/2/19,12.7,14.6,11.1
1990/2/20,10.9,15.8,6.7
1990/2/21,10.9,17.0,4.4
1990/2/22,13.1,15.4,10.0
1990/2/23,14.1,16.3,12.2
1990/2/24,10.8,12.2,9.8
1990/2/25,10.7,14.8,8.2
1990/2/26,10.5,14.2,8.7
1990/2/27,9.9,14.7,6.0
1990/2/28,8.9,11.5,6.5
1990/3/1,8.6,10.0,7.2
1990/3/2,10.6,13.3,8.6
1990/3/3,8.6,12.8,4.8
1990/3/4,8.4,14.0,3.2
1990/3/5,8.0,14.5,4.5
1990/3/6,7.8,13.8,2.3
1990/3/7,7.5,13.0,3.8
1990/3/8,7.1,13.7,2.5
1990/3/9,8.3,15.2,1.7
1990/3/10,9.9,18.0,2.5
1990/3/11,11.6,16.4,5.9
1990/3/12,9.9,14.6,5.8
1990/3/13,9.1,15.7,2.9
1990/3/14,11.1,14.8,6.1
1990/3/15,13.0,17.3,8.0
1990/3/16,9.8,16.5,4.8
1990/3/17,9.8,16.2,3.7
1990/3/18,9.2,13.3,5.0
1990/3/19,8.7,15.9,2.2
1990/3/20,11.5,18.0,4.9
1990/3/21,12.7,20.8,5.6
1990/3/22,14.5,20.8,8.0
1990/3/23,15.3,19.5,10.4
1990/3/24,14.4,17.1,11.2
1990/3/25,10.8,14.9,6.9
1990/3/26,10.7,18.0,5.2
1990/3/27,12.7,17.4,5.4
1990/3/28,13.6,15.5,11.4
1990/3/29,14.9,18.6,12.2
1990/3/30,14.2,19.2,8.7
1990/3/31,14.8,19.1,11.6
