ダウンロードした時刻：2019/10/10 15:33:18

,室蘭,室蘭,室蘭
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2001/12/1,0.5,2.5,-1.4
2001/12/2,-1.0,0.7,-2.2
2001/12/3,0.1,2.6,-2.5
2001/12/4,-1.0,0.6,-2.4
2001/12/5,-1.3,-0.2,-2.3
2001/12/6,-0.9,1.0,-2.8
2001/12/7,-2.9,-1.4,-4.9
2001/12/8,-2.7,-1.1,-4.6
2001/12/9,-2.8,-1.5,-3.9
2001/12/10,-1.0,1.2,-3.0
2001/12/11,-2.5,-1.0,-3.7
2001/12/12,-1.2,0.8,-3.5
2001/12/13,2.2,5.8,-2.2
2001/12/14,-4.5,-1.6,-6.1
2001/12/15,-4.2,-2.4,-6.9
2001/12/16,-2.7,-1.5,-3.6
2001/12/17,-2.9,-1.3,-4.3
2001/12/18,-3.4,-2.2,-4.2
2001/12/19,-4.1,-1.9,-5.7
2001/12/20,-4.3,-2.8,-5.8
2001/12/21,-3.4,-1.6,-5.2
2001/12/22,-2.4,0.1,-4.3
2001/12/23,-1.9,1.0,-5.5
2001/12/24,-0.3,1.0,-1.7
2001/12/25,-1.1,1.0,-3.6
2001/12/26,-0.8,1.8,-2.7
2001/12/27,-2.2,-1.1,-3.7
2001/12/28,-4.2,-3.0,-5.8
2001/12/29,-1.0,3.8,-3.8
2001/12/30,0.9,3.9,-3.5
2001/12/31,-3.7,-2.4,-5.2
2002/1/1,-2.6,-1.6,-4.1
2002/1/2,-4.0,-2.3,-5.7
2002/1/3,-3.2,-1.3,-6.1
2002/1/4,-1.3,0.9,-2.5
2002/1/5,-1.0,1.9,-2.3
2002/1/6,-0.4,2.7,-3.0
2002/1/7,0.4,3.9,-2.3
2002/1/8,3.2,5.9,0.2
2002/1/9,0.1,1.6,-1.8
2002/1/10,-1.0,0.5,-2.5
2002/1/11,-0.8,0.8,-2.0
2002/1/12,-0.9,0.8,-1.9
2002/1/13,-1.8,-0.1,-3.8
2002/1/14,-2.6,-0.5,-4.9
2002/1/15,0.1,2.4,-2.5
2002/1/16,-0.5,0.8,-2.8
2002/1/17,-1.7,-0.2,-3.9
2002/1/18,-3.0,-0.6,-5.2
2002/1/19,-3.7,-1.3,-6.7
2002/1/20,-3.9,-0.1,-8.0
2002/1/21,2.0,5.1,-0.3
2002/1/22,3.9,6.4,1.3
2002/1/23,-0.8,1.8,-2.1
2002/1/24,-2.0,-0.4,-2.7
2002/1/25,-1.6,0.8,-3.0
2002/1/26,-1.3,0.7,-3.0
2002/1/27,-1.3,0.8,-2.3
2002/1/28,-1.0,0.0,-2.3
2002/1/29,-1.2,1.0,-2.5
2002/1/30,-2.0,0.6,-4.3
2002/1/31,-2.1,0.6,-4.6
2002/2/1,-2.3,-0.8,-3.7
2002/2/2,-0.2,2.0,-3.1
2002/2/3,-0.4,1.5,-2.1
2002/2/4,0.4,3.0,-3.6
2002/2/5,3.4,6.1,1.7
2002/2/6,2.0,5.3,-1.1
2002/2/7,0.9,2.3,-0.4
2002/2/8,2.3,5.2,1.0
2002/2/9,-4.6,1.4,-6.3
2002/2/10,-5.3,-3.1,-7.0
2002/2/11,-5.4,-3.3,-7.1
2002/2/12,-5.1,-3.2,-7.1
2002/2/13,-2.9,-0.5,-5.2
2002/2/14,-3.0,-0.4,-4.9
2002/2/15,-2.1,0.6,-5.2
2002/2/16,-0.2,2.4,-2.9
2002/2/17,1.0,4.1,-1.7
2002/2/18,0.8,4.4,-2.7
2002/2/19,0.3,3.1,-2.3
2002/2/20,1.2,3.3,0.4
2002/2/21,1.1,4.0,-0.4
2002/2/22,0.4,2.2,-0.6
2002/2/23,0.6,3.2,-2.1
2002/2/24,-0.6,2.0,-2.3
2002/2/25,2.4,5.9,-0.5
2002/2/26,3.5,7.5,0.5
2002/2/27,3.5,9.3,-0.1
2002/2/28,0.6,3.2,-0.8
2002/3/1,2.6,7.0,-1.1
2002/3/2,-3.4,2.7,-7.9
2002/3/3,-4.1,-1.8,-6.4
2002/3/4,-0.6,1.7,-3.3
2002/3/5,3.1,6.2,0.7
2002/3/6,0.5,2.4,-1.2
2002/3/7,-1.6,-0.7,-3.4
2002/3/8,-0.8,0.8,-4.1
2002/3/9,4.6,8.4,-0.6
2002/3/10,4.0,6.7,1.1
2002/3/11,1.7,4.4,-0.2
2002/3/12,0.8,4.3,-1.5
2002/3/13,3.1,6.6,-1.4
2002/3/14,7.1,10.8,3.5
2002/3/15,5.0,8.2,1.5
2002/3/16,2.7,5.6,0.8
2002/3/17,3.4,6.7,1.5
2002/3/18,2.2,6.3,-1.2
2002/3/19,2.5,6.7,-0.8
2002/3/20,4.4,8.2,0.5
2002/3/21,4.8,8.5,2.1
2002/3/22,4.2,7.1,1.5
2002/3/23,3.9,7.5,1.2
2002/3/24,0.8,3.8,-0.5
2002/3/25,2.7,6.8,-1.1
2002/3/26,5.6,8.6,3.2
2002/3/27,4.1,7.0,1.1
2002/3/28,3.9,6.9,0.7
2002/3/29,5.4,9.8,2.3
2002/3/30,5.6,10.8,3.1
2002/3/31,5.6,10.1,1.8
