ダウンロードした時刻：2019/10/10 16:21:59

,大分,大分,大分
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1981/12/1,8.1,14.8,3.2
1981/12/2,3.6,4.8,1.4
1981/12/3,6.3,10.1,1.7
1981/12/4,5.5,11.6,-0.7
1981/12/5,8.4,14.3,3.3
1981/12/6,9.0,14.5,4.1
1981/12/7,6.6,11.9,1.3
1981/12/8,7.5,12.1,2.3
1981/12/9,8.2,13.5,2.2
1981/12/10,8.2,12.4,2.9
1981/12/11,8.3,15.9,0.5
1981/12/12,9.9,16.1,3.9
1981/12/13,8.9,12.0,5.8
1981/12/14,5.6,8.9,2.8
1981/12/15,5.4,7.7,2.8
1981/12/16,5.8,10.0,0.8
1981/12/17,6.4,11.5,2.8
1981/12/18,7.6,12.2,2.2
1981/12/19,8.4,11.2,5.9
1981/12/20,6.5,11.2,2.4
1981/12/21,5.8,12.7,0.0
1981/12/22,7.5,15.4,0.6
1981/12/23,10.4,16.4,4.9
1981/12/24,5.8,8.6,1.0
1981/12/25,4.0,11.0,-1.6
1981/12/26,6.8,14.1,0.0
1981/12/27,9.7,15.3,4.9
1981/12/28,9.1,15.7,3.9
1981/12/29,10.1,14.4,3.8
1981/12/30,7.9,11.2,2.7
1981/12/31,7.7,11.0,3.4
1982/1/1,6.9,9.8,3.2
1982/1/2,5.1,10.3,0.6
1982/1/3,6.1,11.8,-1.3
1982/1/4,11.3,13.5,7.9
1982/1/5,9.4,12.4,6.1
1982/1/6,5.2,10.2,0.6
1982/1/7,6.7,9.3,4.5
1982/1/8,3.9,10.3,-1.4
1982/1/9,8.0,14.4,1.5
1982/1/10,6.3,13.3,1.4
1982/1/11,8.4,14.7,0.0
1982/1/12,11.3,16.3,5.5
1982/1/13,4.2,7.0,1.2
1982/1/14,3.3,8.0,-1.2
1982/1/15,2.4,9.2,-3.3
1982/1/16,2.3,7.0,-0.9
1982/1/17,1.9,6.9,-1.6
1982/1/18,2.2,7.0,-3.1
1982/1/19,1.5,4.0,-0.6
1982/1/20,4.2,8.3,1.2
1982/1/21,6.5,12.2,0.1
1982/1/22,6.2,13.7,-0.6
1982/1/23,8.0,11.4,2.8
1982/1/24,6.2,9.8,1.6
1982/1/25,7.4,9.8,5.2
1982/1/26,4.7,9.3,0.8
1982/1/27,6.8,11.1,2.0
1982/1/28,1.9,5.0,0.0
1982/1/29,0.7,3.4,-2.3
1982/1/30,2.2,7.4,-1.6
1982/1/31,2.2,6.4,-3.5
1982/2/1,5.4,7.6,3.1
1982/2/2,4.4,8.4,-1.4
1982/2/3,3.9,9.0,-3.0
1982/2/4,6.4,8.3,4.8
1982/2/5,6.5,8.9,4.3
1982/2/6,4.2,7.1,2.6
1982/2/7,4.3,8.0,2.0
1982/2/8,4.3,8.6,0.0
1982/2/9,3.1,9.8,-3.2
1982/2/10,6.2,10.1,1.3
1982/2/11,4.8,10.1,-1.2
1982/2/12,7.2,10.3,4.9
1982/2/13,7.2,11.2,0.6
1982/2/14,5.0,8.0,0.1
1982/2/15,3.2,8.9,-2.1
1982/2/16,4.4,10.3,-2.0
1982/2/17,6.2,9.1,3.3
1982/2/18,6.7,12.3,0.7
1982/2/19,10.0,15.7,5.7
1982/2/20,11.5,12.5,10.0
1982/2/21,9.9,11.8,8.2
1982/2/22,9.3,13.9,3.8
1982/2/23,8.1,11.3,4.3
1982/2/24,4.9,8.1,3.5
1982/2/25,5.4,9.5,-0.5
1982/2/26,4.9,9.1,0.8
1982/2/27,5.6,12.5,-1.1
1982/2/28,5.4,8.0,2.4
1982/3/1,7.6,11.0,5.0
1982/3/2,6.1,9.1,4.7
1982/3/3,5.2,11.1,-1.2
1982/3/4,8.3,15.0,0.5
1982/3/5,12.4,15.5,9.0
1982/3/6,10.1,14.4,7.5
1982/3/7,6.1,9.0,4.5
1982/3/8,6.1,11.0,1.8
1982/3/9,6.9,14.7,-0.7
1982/3/10,7.7,15.3,0.9
1982/3/11,8.8,17.0,0.8
1982/3/12,8.2,10.7,4.2
1982/3/13,12.0,16.7,7.6
1982/3/14,9.9,13.5,4.6
1982/3/15,15.1,19.9,11.7
1982/3/16,14.7,20.1,10.3
1982/3/17,10.8,14.2,6.8
1982/3/18,12.2,16.0,7.0
1982/3/19,8.9,9.8,6.9
1982/3/20,9.7,10.5,8.3
1982/3/21,11.3,15.3,7.0
1982/3/22,10.8,17.2,4.3
1982/3/23,13.8,19.7,7.5
1982/3/24,11.6,15.6,7.1
1982/3/25,7.8,11.4,5.5
1982/3/26,6.1,11.0,0.7
1982/3/27,7.7,10.8,4.7
1982/3/28,9.1,15.2,4.1
1982/3/29,9.5,15.2,2.4
1982/3/30,14.9,21.9,7.0
1982/3/31,13.5,17.8,8.8
