ダウンロードした時刻：2019/10/10 16:18:52

,下関,下関,下関
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1980/12/1,13.7,17.0,10.7
1980/12/2,13.3,15.6,11.6
1980/12/3,10.9,13.7,8.4
1980/12/4,7.9,9.2,5.7
1980/12/5,7.1,9.2,5.0
1980/12/6,8.7,13.1,5.0
1980/12/7,10.2,11.3,8.2
1980/12/8,9.3,11.5,7.5
1980/12/9,6.6,8.6,5.1
1980/12/10,8.3,11.0,5.3
1980/12/11,12.3,15.9,7.8
1980/12/12,7.3,14.3,2.9
1980/12/13,3.5,4.6,1.8
1980/12/14,6.9,8.8,3.7
1980/12/15,4.8,6.9,2.6
1980/12/16,6.1,8.2,1.8
1980/12/17,7.3,9.4,4.9
1980/12/18,8.7,10.1,4.8
1980/12/19,7.8,10.1,6.4
1980/12/20,4.9,8.0,3.8
1980/12/21,6.2,8.7,4.4
1980/12/22,6.5,9.5,3.4
1980/12/23,6.5,8.1,3.6
1980/12/24,6.4,8.5,2.5
1980/12/25,7.8,10.4,5.1
1980/12/26,4.6,8.2,1.1
1980/12/27,2.5,3.8,0.4
1980/12/28,1.4,2.4,-0.4
1980/12/29,1.2,2.9,-2.0
1980/12/30,3.4,4.8,1.5
1980/12/31,4.0,6.9,1.4
1981/1/1,5.0,9.5,0.8
1981/1/2,3.5,5.2,1.6
1981/1/3,2.7,3.6,1.4
1981/1/4,2.9,4.2,1.9
1981/1/5,3.1,4.1,1.7
1981/1/6,3.4,4.7,2.0
1981/1/7,5.4,7.9,2.8
1981/1/8,5.4,9.1,1.0
1981/1/9,7.3,8.8,5.4
1981/1/10,4.8,8.4,1.7
1981/1/11,2.5,4.9,0.2
1981/1/12,5.1,6.7,3.6
1981/1/13,3.8,6.4,3.0
1981/1/14,3.4,5.8,1.9
1981/1/15,4.0,7.8,2.1
1981/1/16,1.9,3.9,0.4
1981/1/17,3.5,6.5,0.7
1981/1/18,4.5,6.7,2.4
1981/1/19,4.9,6.8,3.3
1981/1/20,4.7,6.7,2.1
1981/1/21,4.4,6.6,2.2
1981/1/22,3.1,5.9,0.8
1981/1/23,3.3,6.6,-1.1
1981/1/24,8.0,11.3,4.5
1981/1/25,6.4,8.2,3.9
1981/1/26,4.2,5.9,0.9
1981/1/27,3.4,6.1,1.0
1981/1/28,4.4,7.7,1.0
1981/1/29,4.8,7.3,2.6
1981/1/30,4.7,8.6,0.8
1981/1/31,5.0,8.0,2.8
1981/2/1,6.1,7.6,3.5
1981/2/2,6.1,8.4,4.3
1981/2/3,5.2,8.4,3.4
1981/2/4,4.0,6.4,2.8
1981/2/5,5.1,9.0,0.8
1981/2/6,5.9,9.9,3.5
1981/2/7,6.3,7.0,4.6
1981/2/8,6.4,8.0,4.8
1981/2/9,7.2,11.0,3.8
1981/2/10,6.8,8.3,5.5
1981/2/11,6.4,8.6,5.1
1981/2/12,5.8,7.2,4.0
1981/2/13,8.1,9.6,6.8
1981/2/14,9.7,12.8,7.3
1981/2/15,9.3,12.5,5.9
1981/2/16,10.4,15.1,8.0
1981/2/17,5.1,8.7,3.2
1981/2/18,7.2,10.7,2.7
1981/2/19,7.8,9.7,5.2
1981/2/20,6.1,8.2,3.4
1981/2/21,5.9,8.5,4.4
1981/2/22,5.7,7.6,2.6
1981/2/23,8.2,9.8,6.7
1981/2/24,7.6,9.2,5.0
1981/2/25,0.8,5.4,-1.2
1981/2/26,-3.2,0.1,-5.4
1981/2/27,-1.5,0.4,-3.5
1981/2/28,2.7,7.0,-1.7
1981/3/1,1.9,3.5,0.7
1981/3/2,4.9,8.6,0.4
1981/3/3,4.8,5.8,3.7
1981/3/4,8.6,11.1,5.1
1981/3/5,8.4,10.3,4.4
1981/3/6,5.9,8.7,2.9
1981/3/7,8.6,14.1,2.6
1981/3/8,10.0,14.1,6.1
1981/3/9,8.6,12.1,5.3
1981/3/10,5.9,8.7,3.0
1981/3/11,6.1,9.9,2.2
1981/3/12,8.6,10.6,5.7
1981/3/13,11.8,14.1,9.1
1981/3/14,11.9,13.3,10.6
1981/3/15,8.9,11.4,7.6
1981/3/16,8.1,9.9,6.5
1981/3/17,10.8,14.1,7.7
1981/3/18,11.2,16.7,7.4
1981/3/19,11.0,13.4,8.3
1981/3/20,14.0,18.5,9.0
1981/3/21,11.9,13.8,10.7
1981/3/22,12.0,14.5,10.4
1981/3/23,12.4,16.2,10.2
1981/3/24,10.5,13.0,9.5
1981/3/25,13.3,15.9,12.2
1981/3/26,9.4,12.4,8.2
1981/3/27,8.4,10.7,6.9
1981/3/28,9.9,13.0,6.9
1981/3/29,11.1,13.2,9.3
1981/3/30,11.7,15.8,9.8
1981/3/31,11.1,14.7,9.2
