ダウンロードした時刻：2019/10/10 16:13:25

,和歌山,和歌山,和歌山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2010/12/1,12.1,17.5,8.8
2010/12/2,13.6,20.2,7.1
2010/12/3,14.6,19.3,9.9
2010/12/4,10.0,12.9,6.3
2010/12/5,10.2,17.8,4.4
2010/12/6,11.6,18.1,5.9
2010/12/7,10.7,13.1,8.6
2010/12/8,9.2,12.5,7.3
2010/12/9,9.0,10.5,5.2
2010/12/10,9.0,12.7,6.7
2010/12/11,12.2,17.9,6.6
2010/12/12,10.2,13.3,7.1
2010/12/13,11.7,19.8,8.5
2010/12/14,14.0,16.7,12.0
2010/12/15,7.3,12.0,4.4
2010/12/16,5.5,7.1,4.2
2010/12/17,5.9,8.6,4.1
2010/12/18,7.7,11.6,3.9
2010/12/19,7.7,13.9,2.7
2010/12/20,10.2,15.8,6.1
2010/12/21,9.3,12.0,5.5
2010/12/22,12.1,15.1,9.1
2010/12/23,11.0,13.4,7.2
2010/12/24,7.7,10.8,4.4
2010/12/25,3.8,5.4,1.8
2010/12/26,5.7,7.9,3.1
2010/12/27,5.0,7.7,2.5
2010/12/28,8.5,15.7,2.3
2010/12/29,6.6,9.4,3.7
2010/12/30,4.9,9.4,1.9
2010/12/31,3.8,5.2,3.0
2011/1/1,4.7,6.9,3.1
2011/1/2,6.3,9.6,2.1
2011/1/3,4.5,9.6,0.5
2011/1/4,5.9,9.5,2.5
2011/1/5,5.7,9.1,1.0
2011/1/6,6.0,8.1,3.2
2011/1/7,3.6,6.8,0.5
2011/1/8,3.6,8.9,-0.8
2011/1/9,4.7,9.6,0.5
2011/1/10,3.2,5.8,0.2
2011/1/11,3.3,8.1,-1.6
2011/1/12,5.4,8.1,3.5
2011/1/13,4.9,7.5,2.7
2011/1/14,4.2,8.0,-0.2
2011/1/15,3.0,6.4,-0.3
2011/1/16,0.9,3.8,-1.1
2011/1/17,4.1,6.9,1.2
2011/1/18,5.1,8.3,1.3
2011/1/19,5.1,7.8,2.8
2011/1/20,4.2,6.7,0.7
2011/1/21,4.3,8.1,0.1
2011/1/22,4.9,9.3,0.5
2011/1/23,5.4,8.1,2.7
2011/1/24,4.9,8.5,1.9
2011/1/25,5.1,8.2,3.2
2011/1/26,4.3,6.9,2.1
2011/1/27,4.1,7.4,1.8
2011/1/28,4.1,6.8,2.3
2011/1/29,3.3,7.6,-0.4
2011/1/30,1.3,4.4,-0.5
2011/1/31,1.8,5.1,-0.8
2011/2/1,4.4,8.5,1.5
2011/2/2,5.3,11.1,0.5
2011/2/3,5.9,11.8,0.3
2011/2/4,6.8,13.1,0.8
2011/2/5,6.8,12.2,2.4
2011/2/6,7.7,13.1,1.2
2011/2/7,8.1,12.3,4.8
2011/2/8,6.8,12.0,2.1
2011/2/9,7.5,10.6,5.6
2011/2/10,5.5,8.3,2.9
2011/2/11,2.1,4.8,0.4
2011/2/12,3.4,7.5,0.0
2011/2/13,3.6,6.5,1.6
2011/2/14,1.8,5.1,0.3
2011/2/15,4.4,7.5,1.3
2011/2/16,5.2,12.2,-0.6
2011/2/17,10.4,16.5,4.3
2011/2/18,8.6,17.4,4.8
2011/2/19,6.2,9.6,3.4
2011/2/20,6.7,11.7,1.8
2011/2/21,7.5,12.7,2.6
2011/2/22,8.4,15.2,2.2
2011/2/23,9.5,14.9,4.0
2011/2/24,12.4,16.0,9.5
2011/2/25,13.5,19.0,8.7
2011/2/26,8.3,12.2,5.1
2011/2/27,12.3,18.6,5.3
2011/2/28,12.5,17.2,8.6
2011/3/1,8.1,8.8,6.9
2011/3/2,7.3,10.1,3.7
2011/3/3,4.0,7.6,2.2
2011/3/4,3.9,7.4,1.4
2011/3/5,5.7,11.1,0.9
2011/3/6,7.7,12.8,2.8
2011/3/7,7.5,11.3,5.1
2011/3/8,7.6,11.4,4.5
2011/3/9,6.7,12.2,2.2
2011/3/10,5.7,9.9,2.2
2011/3/11,5.7,10.1,0.9
2011/3/12,7.6,12.8,1.1
2011/3/13,11.2,16.5,5.5
2011/3/14,13.9,19.2,9.0
2011/3/15,13.1,17.9,9.5
2011/3/16,6.1,9.6,2.7
2011/3/17,3.9,8.9,1.4
2011/3/18,6.0,9.6,2.4
2011/3/19,11.7,17.1,6.1
2011/3/20,13.9,18.6,7.4
2011/3/21,12.4,17.5,9.4
2011/3/22,9.9,14.0,6.0
2011/3/23,6.8,10.0,4.2
2011/3/24,7.0,11.1,2.4
2011/3/25,6.6,14.5,1.7
2011/3/26,6.1,9.4,4.2
2011/3/27,6.0,11.0,1.0
2011/3/28,7.8,13.7,1.6
2011/3/29,9.7,16.1,3.3
2011/3/30,10.2,15.1,4.6
2011/3/31,11.5,17.1,4.8
