ダウンロードした時刻：2019/10/10 15:44:58

,金沢,金沢,金沢
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2017/12/1,7.2,10.7,5.0
2017/12/2,6.7,11.0,3.8
2017/12/3,10.2,14.3,5.9
2017/12/4,9.2,14.5,6.8
2017/12/5,5.9,9.6,3.5
2017/12/6,4.1,7.3,0.5
2017/12/7,7.4,11.8,3.9
2017/12/8,4.7,9.0,2.5
2017/12/9,4.7,8.8,0.6
2017/12/10,9.7,12.4,6.4
2017/12/11,6.6,12.0,1.5
2017/12/12,3.5,5.6,1.3
2017/12/13,3.4,5.0,1.3
2017/12/14,2.5,4.0,0.7
2017/12/15,5.0,9.0,2.4
2017/12/16,6.3,8.2,4.4
2017/12/17,1.2,5.6,0.0
2017/12/18,3.0,5.0,0.0
2017/12/19,4.0,6.6,1.1
2017/12/20,4.6,8.8,1.2
2017/12/21,5.5,8.2,3.7
2017/12/22,8.1,12.1,4.2
2017/12/23,8.4,12.1,5.2
2017/12/24,9.3,14.7,4.9
2017/12/25,7.5,11.8,3.6
2017/12/26,4.3,8.2,0.7
2017/12/27,2.3,3.7,0.7
2017/12/28,2.9,4.6,1.3
2017/12/29,4.6,8.0,1.9
2017/12/30,5.3,8.7,2.0
2017/12/31,6.1,11.8,1.2
2018/1/1,5.4,8.2,2.2
2018/1/2,3.9,8.4,0.8
2018/1/3,2.3,4.9,0.4
2018/1/4,1.3,3.5,0.3
2018/1/5,2.7,5.8,0.6
2018/1/6,3.9,6.8,2.0
2018/1/7,3.9,6.9,1.7
2018/1/8,5.4,12.2,1.5
2018/1/9,7.1,13.3,2.9
2018/1/10,2.4,5.4,0.6
2018/1/11,0.4,3.5,-1.1
2018/1/12,-0.7,2.0,-3.1
2018/1/13,0.1,2.1,-3.1
2018/1/14,1.2,4.9,-1.9
2018/1/15,4.1,9.3,-3.5
2018/1/16,6.9,12.0,1.9
2018/1/17,5.9,6.9,4.0
2018/1/18,6.8,10.6,3.0
2018/1/19,5.0,8.2,1.7
2018/1/20,5.3,9.5,0.2
2018/1/21,4.7,9.1,1.3
2018/1/22,2.1,3.7,0.7
2018/1/23,3.7,8.1,0.1
2018/1/24,-1.0,1.8,-4.3
2018/1/25,-1.5,0.3,-3.9
2018/1/26,-0.9,0.5,-3.1
2018/1/27,0.5,3.0,-1.8
2018/1/28,2.4,5.8,-0.8
2018/1/29,2.3,4.3,-0.3
2018/1/30,0.4,3.1,-1.3
2018/1/31,1.9,3.5,0.5
2018/2/1,3.0,5.9,1.3
2018/2/2,4.2,7.5,2.1
2018/2/3,3.8,6.8,0.6
2018/2/4,1.5,2.9,-0.3
2018/2/5,-0.1,2.6,-1.8
2018/2/6,-1.3,0.4,-2.2
2018/2/7,-0.2,2.3,-1.8
2018/2/8,0.7,3.6,-1.2
2018/2/9,2.4,6.6,-1.7
2018/2/10,3.9,8.5,-0.1
2018/2/11,2.6,5.4,-1.5
2018/2/12,0.4,2.3,-1.4
2018/2/13,1.3,3.9,-0.5
2018/2/14,6.0,9.5,0.8
2018/2/15,4.1,9.6,2.0
2018/2/16,3.8,6.6,0.6
2018/2/17,2.4,6.3,-1.6
2018/2/18,0.0,2.2,-1.6
2018/2/19,2.3,6.0,-1.3
2018/2/20,4.3,8.6,1.0
2018/2/21,2.6,5.0,0.6
2018/2/22,2.7,6.9,-0.6
2018/2/23,4.2,8.6,0.0
2018/2/24,4.4,8.3,0.1
2018/2/25,3.5,7.8,-0.7
2018/2/26,5.6,9.7,3.6
2018/2/27,7.1,12.0,0.9
2018/2/28,7.8,11.3,4.2
2018/3/1,8.4,11.0,3.5
2018/3/2,4.4,7.4,0.8
2018/3/3,7.0,14.4,-0.5
2018/3/4,12.2,21.2,3.6
2018/3/5,9.2,18.9,3.7
2018/3/6,4.2,8.2,1.5
2018/3/7,3.9,7.6,-0.1
2018/3/8,7.0,9.2,3.7
2018/3/9,6.0,11.0,3.3
2018/3/10,4.1,7.0,2.0
2018/3/11,5.2,10.8,-0.4
2018/3/12,5.6,9.5,1.9
2018/3/13,11.4,19.6,2.6
2018/3/14,14.2,19.3,6.0
2018/3/15,16.0,22.7,8.3
2018/3/16,6.0,15.5,1.4
2018/3/17,4.4,8.9,0.6
2018/3/18,9.6,17.5,2.1
2018/3/19,9.1,10.8,7.7
2018/3/20,5.6,7.9,4.6
2018/3/21,5.2,6.7,3.7
2018/3/22,7.2,9.4,5.7
2018/3/23,7.4,10.6,5.5
2018/3/24,8.8,13.6,2.5
2018/3/25,11.9,15.9,7.6
2018/3/26,13.3,19.0,7.3
2018/3/27,13.5,18.8,7.2
2018/3/28,15.7,22.3,8.8
2018/3/29,13.8,20.6,8.9
2018/3/30,9.2,14.6,5.1
2018/3/31,10.1,16.1,3.2
