ダウンロードした時刻：2019/10/10 15:35:03

,新庄,新庄,新庄
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1980/12/1,7.4,10.7,1.4
1980/12/2,6.3,12.2,-2.8
1980/12/3,8.3,10.9,5.3
1980/12/4,3.5,9.9,0.0
1980/12/5,0.3,1.5,-0.2
1980/12/6,0.5,1.5,-0.2
1980/12/7,1.3,2.8,0.2
1980/12/8,0.3,2.7,-3.4
1980/12/9,-0.6,2.1,-4.3
1980/12/10,1.6,4.0,-0.1
1980/12/11,0.4,5.6,-2.2
1980/12/12,2.7,7.3,-2.9
1980/12/13,-0.4,2.2,-1.3
1980/12/14,-0.2,1.5,-1.3
1980/12/15,0.7,2.3,-1.2
1980/12/16,1.3,3.5,-2.3
1980/12/17,0.3,2.7,-2.8
1980/12/18,0.5,1.3,-0.2
1980/12/19,-1.7,0.2,-3.5
1980/12/20,-3.0,-0.9,-5.9
1980/12/21,-2.0,0.7,-6.7
1980/12/22,-0.1,1.8,-1.8
1980/12/23,0.5,3.2,-2.1
1980/12/24,1.0,3.5,0.0
1980/12/25,2.0,5.8,-1.7
1980/12/26,0.6,1.8,-0.6
1980/12/27,-0.5,0.8,-3.0
1980/12/28,-0.7,0.9,-1.5
1980/12/29,0.2,2.1,-1.5
1980/12/30,0.8,2.4,-0.8
1980/12/31,-0.2,1.9,-2.9
1981/1/1,-0.7,1.7,-4.4
1981/1/2,1.3,3.0,-2.6
1981/1/3,1.6,3.1,0.0
1981/1/4,-0.1,2.7,-2.2
1981/1/5,-0.8,0.1,-2.3
1981/1/6,-2.9,-1.0,-4.1
1981/1/7,-3.4,-2.1,-4.8
1981/1/8,-1.2,0.6,-3.5
1981/1/9,0.1,2.0,-1.0
1981/1/10,-0.9,0.0,-2.1
1981/1/11,-2.6,-1.3,-4.7
1981/1/12,-3.7,-2.6,-4.6
1981/1/13,-4.8,-3.2,-7.8
1981/1/14,-8.1,-3.1,-14.3
1981/1/15,-5.5,-3.9,-9.7
1981/1/16,-4.8,-1.6,-8.9
1981/1/17,-3.7,-1.1,-10.1
1981/1/18,-1.0,0.9,-4.9
1981/1/19,-1.7,0.1,-3.7
1981/1/20,-3.1,-0.8,-5.2
1981/1/21,-4.6,-3.2,-8.0
1981/1/22,-4.0,-1.7,-7.6
1981/1/23,-1.5,0.8,-3.2
1981/1/24,0.4,2.9,-2.0
1981/1/25,-2.3,0.0,-5.0
1981/1/26,-4.2,-1.9,-6.7
1981/1/27,-4.2,-1.6,-5.2
1981/1/28,-3.1,-1.3,-5.2
1981/1/29,-2.3,-1.0,-4.7
1981/1/30,-1.9,0.2,-4.2
1981/1/31,0.0,2.0,-2.0
1981/2/1,-1.8,0.6,-5.9
1981/2/2,-0.1,1.6,-2.1
1981/2/3,-1.9,2.7,-8.1
1981/2/4,-1.4,1.4,-5.8
1981/2/5,-1.7,-0.1,-4.6
1981/2/6,0.2,2.2,-1.7
1981/2/7,-0.9,1.0,-4.0
1981/2/8,-1.1,1.0,-2.9
1981/2/9,-1.6,-0.1,-3.1
1981/2/10,0.2,2.3,-1.9
1981/2/11,-2.3,-0.6,-3.6
1981/2/12,0.5,3.0,-3.1
1981/2/13,1.5,4.4,0.0
1981/2/14,1.7,6.5,-0.5
1981/2/15,0.8,4.9,-2.3
1981/2/16,3.1,7.7,-2.2
1981/2/17,-0.7,1.2,-1.9
1981/2/18,1.3,5.3,-3.2
1981/2/19,-0.7,2.0,-3.2
1981/2/20,-1.6,-0.1,-3.5
1981/2/21,-2.9,-0.2,-4.7
1981/2/22,-3.3,0.7,-8.6
1981/2/23,-4.8,-1.9,-10.1
1981/2/24,-0.7,1.0,-2.8
1981/2/25,-1.9,1.9,-3.5
1981/2/26,-4.6,-1.3,-10.4
1981/2/27,-5.0,-1.2,-12.5
1981/2/28,-4.5,-2.2,-6.5
1981/3/1,-3.8,0.2,-7.3
1981/3/2,-2.3,2.0,-9.7
1981/3/3,0.1,4.9,-4.0
1981/3/4,0.8,5.4,-6.7
1981/3/5,-0.3,2.0,-4.0
1981/3/6,-2.7,0.8,-6.0
1981/3/7,0.3,5.8,-6.0
1981/3/8,-0.9,1.9,-3.8
1981/3/9,-1.5,1.1,-5.7
1981/3/10,-1.0,2.2,-3.6
1981/3/11,-2.4,0.9,-7.2
1981/3/12,-3.9,3.9,-11.9
1981/3/13,2.3,9.2,-6.2
1981/3/14,3.6,6.1,1.6
1981/3/15,1.9,6.3,0.3
1981/3/16,-0.1,1.2,-1.3
1981/3/17,0.2,2.5,-2.7
1981/3/18,1.8,6.9,-3.7
1981/3/19,0.4,10.4,-6.9
1981/3/20,3.1,11.8,-2.1
1981/3/21,3.6,8.9,-2.1
1981/3/22,4.0,9.4,0.3
1981/3/23,2.6,4.8,0.3
1981/3/24,2.2,6.6,-3.1
1981/3/25,1.8,3.2,0.9
1981/3/26,4.4,10.1,0.5
1981/3/27,1.6,3.1,0.1
1981/3/28,1.3,4.1,-3.3
1981/3/29,-0.1,3.8,-6.8
1981/3/30,0.4,4.9,-4.1
1981/3/31,-0.6,7.1,-7.4
