ダウンロードした時刻：2019/10/10 16:04:00

,松江,松江,松江
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2016/12/1,13.0,14.9,9.2
2016/12/2,10.7,14.7,6.6
2016/12/3,10.0,17.1,4.5
2016/12/4,10.1,15.2,4.9
2016/12/5,11.7,15.5,7.8
2016/12/6,9.5,14.0,5.4
2016/12/7,7.7,11.2,3.4
2016/12/8,8.7,12.5,5.3
2016/12/9,10.3,13.6,7.4
2016/12/10,7.6,10.1,5.6
2016/12/11,6.0,9.0,3.5
2016/12/12,6.4,11.1,1.1
2016/12/13,9.6,11.2,7.7
2016/12/14,6.0,10.9,3.4
2016/12/15,4.7,8.4,2.6
2016/12/16,2.7,6.5,0.7
2016/12/17,7.7,12.1,0.9
2016/12/18,8.6,14.7,2.9
2016/12/19,9.4,14.9,3.7
2016/12/20,11.2,15.6,8.4
2016/12/21,11.6,16.3,6.7
2016/12/22,16.1,22.6,10.4
2016/12/23,8.7,10.8,5.5
2016/12/24,5.7,9.4,3.8
2016/12/25,7.1,11.6,2.6
2016/12/26,8.4,11.4,5.3
2016/12/27,7.7,11.7,2.8
2016/12/28,3.9,7.7,1.2
2016/12/29,4.0,6.3,0.8
2016/12/30,5.6,10.2,2.5
2016/12/31,5.5,11.8,1.3
2017/1/1,7.1,13.0,3.0
2017/1/2,7.2,12.6,1.7
2017/1/3,10.1,14.3,7.1
2017/1/4,9.4,14.0,4.7
2017/1/5,7.2,8.4,6.1
2017/1/6,6.4,9.4,1.4
2017/1/7,5.2,10.3,-1.2
2017/1/8,7.4,9.1,6.5
2017/1/9,8.3,12.3,5.6
2017/1/10,7.4,11.5,3.7
2017/1/11,5.9,8.1,4.1
2017/1/12,6.6,8.6,4.1
2017/1/13,4.2,7.3,1.1
2017/1/14,0.9,4.6,-2.0
2017/1/15,1.8,5.9,-1.7
2017/1/16,3.3,7.0,1.0
2017/1/17,3.3,7.4,0.5
2017/1/18,3.4,8.4,-1.1
2017/1/19,5.2,9.4,2.0
2017/1/20,4.2,6.2,1.4
2017/1/21,4.7,8.3,1.5
2017/1/22,3.0,5.1,-0.1
2017/1/23,0.2,1.0,-0.7
2017/1/24,0.9,2.9,-0.1
2017/1/25,1.4,5.2,-1.6
2017/1/26,2.3,9.1,-2.4
2017/1/27,4.9,8.8,-0.5
2017/1/28,2.9,10.2,-2.4
2017/1/29,3.3,6.9,-0.8
2017/1/30,6.3,9.8,3.7
2017/1/31,2.9,6.2,-1.0
2017/2/1,3.5,9.4,-1.4
2017/2/2,6.2,9.6,3.2
2017/2/3,7.5,11.8,2.4
2017/2/4,6.5,14.6,-0.5
2017/2/5,7.1,9.1,5.8
2017/2/6,5.5,8.2,1.8
2017/2/7,5.0,7.3,1.1
2017/2/8,4.7,9.8,-0.2
2017/2/9,4.0,6.8,0.9
2017/2/10,1.3,3.8,-0.8
2017/2/11,0.5,2.0,-0.5
2017/2/12,1.2,3.8,-0.5
2017/2/13,1.8,5.8,-0.7
2017/2/14,3.6,6.9,-0.8
2017/2/15,4.6,10.4,0.3
2017/2/16,7.2,14.3,-0.1
2017/2/17,10.4,13.2,7.2
2017/2/18,6.0,10.7,1.7
2017/2/19,5.8,10.9,1.2
2017/2/20,8.0,12.7,2.9
2017/2/21,4.2,7.6,0.4
2017/2/22,6.1,12.9,-0.8
2017/2/23,8.1,12.2,4.9
2017/2/24,4.9,10.3,1.7
2017/2/25,4.7,8.6,1.6
2017/2/26,5.0,11.6,-0.8
2017/2/27,5.8,9.0,1.6
2017/2/28,4.8,11.3,0.4
2017/3/1,5.4,12.3,-0.4
2017/3/2,6.5,10.9,1.4
2017/3/3,7.2,11.6,2.9
2017/3/4,7.8,15.9,1.5
2017/3/5,8.2,14.1,2.6
2017/3/6,7.4,10.9,4.3
2017/3/7,3.6,7.5,1.0
2017/3/8,3.3,7.2,0.7
2017/3/9,5.4,8.8,1.9
2017/3/10,8.2,12.4,3.1
2017/3/11,5.9,12.4,0.7
2017/3/12,7.3,15.4,0.6
2017/3/13,8.7,14.7,5.2
2017/3/14,8.0,11.3,6.4
2017/3/15,6.5,8.1,4.7
2017/3/16,6.8,12.0,2.6
2017/3/17,6.4,14.1,0.2
2017/3/18,7.0,13.2,1.0
2017/3/19,9.2,17.5,1.8
2017/3/20,9.9,16.4,4.8
2017/3/21,8.1,10.8,6.7
2017/3/22,8.3,13.8,3.2
2017/3/23,9.1,15.3,4.3
2017/3/24,7.6,11.6,4.1
2017/3/25,7.3,12.7,3.2
2017/3/26,8.2,13.9,4.0
2017/3/27,7.2,12.6,4.8
2017/3/28,7.5,13.1,3.9
2017/3/29,10.1,16.2,4.0
2017/3/30,12.2,18.2,7.1
2017/3/31,8.5,10.9,6.7
