ダウンロードした時刻：2019/10/10 16:09:05

,広島,広島,広島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1982/12/1,12.3,16.6,7.6
1982/12/2,9.9,15.6,5.0
1982/12/3,10.6,15.5,7.3
1982/12/4,8.7,14.7,4.0
1982/12/5,8.5,12.1,6.7
1982/12/6,5.6,8.2,2.2
1982/12/7,4.9,10.4,0.4
1982/12/8,6.0,11.6,1.3
1982/12/9,7.8,13.1,4.3
1982/12/10,9.1,14.6,3.9
1982/12/11,12.0,16.4,8.4
1982/12/12,6.0,11.3,2.9
1982/12/13,5.0,9.2,1.7
1982/12/14,6.3,10.8,2.4
1982/12/15,5.1,10.1,1.0
1982/12/16,6.4,10.0,2.8
1982/12/17,6.2,11.0,2.3
1982/12/18,3.9,6.6,1.9
1982/12/19,4.6,9.4,1.4
1982/12/20,5.1,11.3,-0.3
1982/12/21,6.1,10.3,1.7
1982/12/22,8.5,11.3,5.7
1982/12/23,9.6,11.7,7.6
1982/12/24,9.3,13.1,3.4
1982/12/25,9.6,12.7,7.4
1982/12/26,6.9,10.3,5.2
1982/12/27,5.9,9.9,3.5
1982/12/28,4.6,10.2,0.7
1982/12/29,6.9,12.1,0.5
1982/12/30,8.4,13.6,5.7
1982/12/31,5.7,10.4,1.3
1983/1/1,6.3,10.9,3.1
1983/1/2,4.5,8.1,1.6
1983/1/3,5.8,9.9,1.9
1983/1/4,4.6,9.8,0.1
1983/1/5,6.4,9.0,4.2
1983/1/6,10.5,14.6,7.5
1983/1/7,10.1,12.7,6.4
1983/1/8,8.3,12.5,4.6
1983/1/9,4.5,8.2,2.9
1983/1/10,2.1,4.0,1.2
1983/1/11,3.4,7.1,-0.7
1983/1/12,5.5,8.3,2.8
1983/1/13,5.0,7.9,3.1
1983/1/14,4.3,8.9,0.2
1983/1/15,5.1,10.0,0.8
1983/1/16,5.3,11.1,0.2
1983/1/17,4.4,7.7,1.6
1983/1/18,6.7,10.9,3.9
1983/1/19,4.3,8.4,1.3
1983/1/20,1.3,4.1,-0.4
1983/1/21,1.0,3.7,-1.5
1983/1/22,0.0,4.5,-2.2
1983/1/23,2.2,6.9,-1.4
1983/1/24,4.2,9.6,0.6
1983/1/25,3.8,9.9,-0.8
1983/1/26,5.0,11.4,-0.4
1983/1/27,6.0,10.7,1.3
1983/1/28,7.1,13.1,2.9
1983/1/29,6.9,13.7,0.2
1983/1/30,7.8,15.3,4.8
1983/1/31,4.9,8.9,1.9
1983/2/1,5.5,9.7,0.7
1983/2/2,8.8,11.1,6.6
1983/2/3,6.9,10.6,2.8
1983/2/4,4.4,10.0,-0.4
1983/2/5,6.2,11.7,1.3
1983/2/6,7.7,12.8,1.3
1983/2/7,6.8,10.7,3.6
1983/2/8,5.4,9.0,2.2
1983/2/9,4.7,8.1,1.1
1983/2/10,2.4,5.4,-0.8
1983/2/11,3.1,8.7,-1.6
1983/2/12,1.9,4.5,0.6
1983/2/13,0.7,4.6,-1.0
1983/2/14,2.4,6.6,-2.6
1983/2/15,6.9,13.1,2.4
1983/2/16,5.9,10.9,0.5
1983/2/17,6.3,8.3,4.8
1983/2/18,2.3,5.7,-1.0
1983/2/19,1.5,5.2,-1.4
1983/2/20,1.0,5.6,-1.9
1983/2/21,1.7,7.4,-2.4
1983/2/22,2.5,7.7,-2.5
1983/2/23,3.8,9.5,-1.0
1983/2/24,6.3,12.1,3.2
1983/2/25,5.6,11.1,1.5
1983/2/26,5.6,11.4,1.2
1983/2/27,5.0,11.6,-0.3
1983/2/28,5.6,12.2,0.0
1983/3/1,5.2,7.1,1.6
1983/3/2,10.6,15.0,6.6
1983/3/3,9.5,12.5,6.9
1983/3/4,7.6,12.6,4.8
1983/3/5,5.1,9.8,1.4
1983/3/6,4.8,11.7,-0.6
1983/3/7,4.2,10.4,1.1
1983/3/8,4.0,8.2,0.7
1983/3/9,4.9,10.1,-0.6
1983/3/10,5.4,9.5,2.0
1983/3/11,7.1,13.1,1.4
1983/3/12,7.7,10.7,4.6
1983/3/13,8.9,13.3,5.5
1983/3/14,5.6,9.1,2.7
1983/3/15,6.1,12.0,0.0
1983/3/16,7.4,8.4,6.4
1983/3/17,6.7,9.4,3.8
1983/3/18,5.0,8.9,1.3
1983/3/19,6.2,13.1,-0.3
1983/3/20,9.1,14.9,2.3
1983/3/21,11.1,14.3,9.6
1983/3/22,13.3,18.6,8.8
1983/3/23,12.8,14.5,11.2
1983/3/24,11.2,14.1,7.0
1983/3/25,9.2,15.4,4.2
1983/3/26,7.1,9.9,4.6
1983/3/27,9.6,13.9,4.4
1983/3/28,12.8,18.1,9.3
1983/3/29,12.0,15.0,9.7
1983/3/30,11.7,14.4,10.4
1983/3/31,11.2,13.6,9.2
