ダウンロードした時刻：2019/10/10 15:33:55

,江差,江差,江差
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1991/12/1,7.8,10.6,2.0
1991/12/2,3.6,6.9,-0.2
1991/12/3,6.0,9.6,2.7
1991/12/4,4.8,8.6,2.0
1991/12/5,7.3,9.8,5.2
1991/12/6,11.0,12.3,9.5
1991/12/7,1.0,10.3,-2.7
1991/12/8,-2.4,-0.8,-4.1
1991/12/9,-2.1,-1.0,-3.7
1991/12/10,-2.3,-0.2,-4.5
1991/12/11,-1.9,-0.6,-3.5
1991/12/12,-3.0,-0.7,-6.0
1991/12/13,-2.6,0.4,-5.7
1991/12/14,2.0,3.3,0.1
1991/12/15,2.5,4.5,-0.9
1991/12/16,3.8,11.4,-2.0
1991/12/17,10.9,13.6,7.5
1991/12/18,3.9,7.5,-0.1
1991/12/19,-1.4,0.4,-3.1
1991/12/20,1.5,2.9,-0.8
1991/12/21,3.0,4.1,1.7
1991/12/22,0.2,3.3,-2.8
1991/12/23,2.7,6.4,-3.0
1991/12/24,3.9,8.3,-2.3
1991/12/25,-2.3,-1.1,-3.9
1991/12/26,-1.1,0.6,-3.3
1991/12/27,-0.7,0.7,-2.3
1991/12/28,1.3,3.4,-2.2
1991/12/29,2.3,4.3,-0.4
1991/12/30,-1.4,0.8,-3.2
1991/12/31,0.1,1.2,-1.7
1992/1/1,0.8,2.6,-2.2
1992/1/2,2.2,3.6,0.6
1992/1/3,1.6,3.9,0.1
1992/1/4,0.2,1.6,-1.9
1992/1/5,0.7,2.6,-0.4
1992/1/6,-0.7,0.5,-4.6
1992/1/7,-0.1,5.1,-6.3
1992/1/8,1.7,4.2,0.1
1992/1/9,1.4,3.1,-1.3
1992/1/10,0.8,2.7,-1.0
1992/1/11,3.7,6.7,1.9
1992/1/12,7.3,8.5,4.3
1992/1/13,1.9,4.4,-1.2
1992/1/14,-1.4,0.1,-3.4
1992/1/15,-0.4,1.6,-3.6
1992/1/16,2.7,4.7,1.2
1992/1/17,3.0,5.5,0.4
1992/1/18,1.1,3.9,-1.5
1992/1/19,0.2,2.9,-4.6
1992/1/20,-0.1,1.5,-1.1
1992/1/21,2.2,5.7,0.5
1992/1/22,1.9,4.6,-1.9
1992/1/23,-2.4,0.0,-4.8
1992/1/24,-3.8,-2.2,-6.0
1992/1/25,-0.4,1.0,-2.7
1992/1/26,0.3,2.3,-0.6
1992/1/27,1.3,4.3,-2.0
1992/1/28,-2.4,-1.1,-4.1
1992/1/29,-1.8,-0.3,-3.6
1992/1/30,-2.3,-1.4,-4.3
1992/1/31,-2.5,-0.7,-4.9
1992/2/1,-3.3,-0.9,-5.7
1992/2/2,-0.6,2.3,-6.9
1992/2/3,2.4,5.4,0.2
1992/2/4,0.1,2.1,-2.4
1992/2/5,-2.1,0.7,-6.0
1992/2/6,-0.8,1.1,-6.7
1992/2/7,0.6,3.6,-2.7
1992/2/8,-3.1,-1.2,-5.1
1992/2/9,-1.8,1.1,-4.7
1992/2/10,1.1,3.5,-3.3
1992/2/11,-3.5,-0.2,-6.4
1992/2/12,1.3,3.8,-0.3
1992/2/13,-0.9,1.4,-2.5
1992/2/14,-0.2,2.5,-2.1
1992/2/15,4.1,6.2,1.7
1992/2/16,0.1,4.4,-5.5
1992/2/17,-2.0,-0.3,-4.0
1992/2/18,0.5,2.5,-0.9
1992/2/19,-4.2,1.4,-6.3
1992/2/20,-4.6,-2.7,-6.5
1992/2/21,-2.6,-1.5,-4.6
1992/2/22,-1.7,1.1,-5.1
1992/2/23,0.5,1.8,-1.8
1992/2/24,0.6,4.3,-3.7
1992/2/25,-0.7,4.0,-6.1
1992/2/26,0.4,1.7,-1.1
1992/2/27,1.0,2.6,-0.6
1992/2/28,4.1,9.2,-2.3
1992/2/29,6.5,9.1,4.0
1992/3/1,1.4,4.1,-2.4
1992/3/2,-0.8,0.8,-2.3
1992/3/3,-0.6,0.4,-2.1
1992/3/4,-0.3,0.5,-1.1
1992/3/5,-0.4,2.9,-4.0
1992/3/6,-1.3,1.2,-2.9
1992/3/7,-0.2,3.1,-6.9
1992/3/8,3.3,5.9,-1.0
1992/3/9,2.0,6.2,-2.2
1992/3/10,3.7,6.7,-0.6
1992/3/11,2.8,4.9,1.5
1992/3/12,3.4,6.9,-0.6
1992/3/13,4.7,7.8,0.8
1992/3/14,5.4,8.2,2.7
1992/3/15,6.3,10.1,1.8
1992/3/16,2.1,5.5,-2.6
1992/3/17,-0.2,3.4,-4.2
1992/3/18,0.9,3.9,-1.1
1992/3/19,3.5,7.4,0.2
1992/3/20,1.0,3.9,-0.1
1992/3/21,0.6,2.4,-0.9
1992/3/22,0.8,3.0,-1.8
1992/3/23,3.2,5.5,-0.4
1992/3/24,3.9,9.3,-2.2
1992/3/25,4.6,5.8,3.9
1992/3/26,5.6,7.8,4.5
1992/3/27,6.5,9.4,4.5
1992/3/28,6.0,10.5,1.5
1992/3/29,7.8,15.4,1.1
1992/3/30,6.9,8.4,5.7
1992/3/31,6.5,8.7,3.2
