ダウンロードした時刻：2017/07/24 15:40:44

,岐阜,岐阜,岐阜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1984/1/1,3.6,7.9,-1.3
1984/1/2,3.4,8.4,0.5
1984/1/3,1.7,3.4,-0.6
1984/1/4,3.3,8.7,0.0
1984/1/5,0.3,3.6,-3.1
1984/1/6,0.2,6.0,-5.8
1984/1/7,3.2,8.8,-0.8
1984/1/8,2.2,8.7,-3.1
1984/1/9,2.8,8.4,-2.7
1984/1/10,4.8,8.6,-0.4
1984/1/11,2.9,7.3,0.9
1984/1/12,2.0,7.4,-2.6
1984/1/13,3.0,7.1,-0.5
1984/1/14,4.0,9.8,-0.8
1984/1/15,3.2,6.6,-0.7
1984/1/16,1.9,4.9,-0.8
1984/1/17,0.4,4.9,-2.0
1984/1/18,1.3,5.9,-3.1
1984/1/19,2.0,3.5,0.2
1984/1/20,1.3,6.9,-3.4
1984/1/21,1.8,5.5,-1.7
1984/1/22,3.5,8.5,0.5
1984/1/23,2.9,8.2,-0.2
1984/1/24,2.0,7.3,-2.4
1984/1/25,1.4,6.2,-1.1
1984/1/26,-1.2,0.5,-2.2
1984/1/27,-1.3,2.1,-5.5
1984/1/28,0.1,3.5,-2.3
1984/1/29,-0.2,3.9,-4.0
1984/1/30,0.7,5.7,-4.1
1984/1/31,1.5,2.8,-0.1
1984/2/1,3.0,7.9,-1.2
1984/2/2,2.5,7.3,-0.6
1984/2/3,0.4,5.2,-2.4
1984/2/4,-0.9,2.9,-4.5
1984/2/5,1.1,5.0,-2.4
1984/2/6,0.5,5.3,-3.2
1984/2/7,-2.4,0.4,-4.0
1984/2/8,-2.1,0.7,-5.1
1984/2/9,-0.9,2.2,-3.0
1984/2/10,0.3,4.2,-3.0
1984/2/11,1.0,5.9,-3.6
1984/2/12,1.3,6.1,-4.4
1984/2/13,4.7,9.8,1.2
1984/2/14,3.5,8.0,0.4
1984/2/15,2.1,6.7,0.0
1984/2/16,1.6,6.7,-1.9
1984/2/17,0.4,2.3,-0.8
1984/2/18,2.0,5.6,-0.3
1984/2/19,1.9,6.5,-2.0
1984/2/20,2.6,8.5,-3.5
1984/2/21,5.0,11.9,-1.2
1984/2/22,5.6,11.9,-1.1
1984/2/23,5.1,7.3,3.3
1984/2/24,6.5,11.1,2.5
1984/2/25,6.1,11.1,0.5
1984/2/26,5.6,8.9,3.6
1984/2/27,1.4,4.5,-1.6
1984/2/28,0.5,4.6,-2.3
1984/2/29,0.1,4.1,-2.5
1984/3/1,1.2,5.6,-2.1
1984/3/2,3.0,9.0,-1.9
1984/3/3,2.1,5.5,-1.0
1984/3/4,2.4,7.2,-0.5
1984/3/5,2.6,8.2,-1.5
1984/3/6,3.4,9.0,-1.0
1984/3/7,2.9,7.8,-1.8
1984/3/8,3.2,8.8,-1.2
1984/3/9,4.4,9.5,-0.6
1984/3/10,2.1,4.3,0.5
1984/3/11,1.9,6.1,-0.4
1984/3/12,2.1,7.0,-2.9
1984/3/13,3.9,8.0,-0.3
1984/3/14,3.0,5.1,1.6
1984/3/15,5.4,9.6,0.3
1984/3/16,6.7,8.4,4.6
1984/3/17,5.2,9.4,2.6
1984/3/18,5.6,11.2,2.3
1984/3/19,2.5,4.2,0.6
1984/3/20,5.3,10.6,1.8
1984/3/21,3.7,9.3,-0.1
1984/3/22,3.0,7.7,-0.9
1984/3/23,4.8,11.5,-1.7
1984/3/24,3.7,5.6,2.1
1984/3/25,7.5,13.5,2.3
1984/3/26,6.1,11.0,2.2
1984/3/27,7.7,15.7,-0.8
1984/3/28,7.6,13.1,3.0
1984/3/29,8.8,16.3,0.4
1984/3/30,12.4,18.8,5.0
1984/3/31,11.0,17.3,8.0
1984/4/1,8.7,12.7,5.9
1984/4/2,9.5,15.5,5.0
1984/4/3,9.4,10.3,7.3
1984/4/4,12.3,17.3,8.8
1984/4/5,12.1,14.3,10.8
1984/4/6,10.2,15.0,4.8
1984/4/7,8.2,15.5,3.5
1984/4/8,7.6,13.2,1.4
1984/4/9,9.4,14.0,3.2
1984/4/10,9.6,10.8,7.8
1984/4/11,12.9,20.4,9.1
1984/4/12,11.4,17.1,7.6
1984/4/13,11.3,18.5,4.9
1984/4/14,12.4,20.3,4.3
1984/4/15,13.1,18.6,10.9
1984/4/16,11.3,12.4,10.2
1984/4/17,16.1,22.5,11.0
1984/4/18,18.3,22.7,14.8
1984/4/19,16.3,18.7,10.8
1984/4/20,12.4,17.1,9.0
1984/4/21,11.9,14.3,8.1
1984/4/22,12.0,15.7,9.1
1984/4/23,12.7,19.9,7.0
1984/4/24,13.9,20.5,5.8
1984/4/25,16.1,20.3,12.1
1984/4/26,17.1,22.4,11.6
1984/4/27,17.7,24.0,11.8
1984/4/28,16.9,23.2,11.6
1984/4/29,17.1,22.2,13.3
1984/4/30,15.9,20.0,12.9
1984/5/1,13.2,15.0,9.5
