ダウンロードした時刻：2019/10/10 16:09:03

,広島,広島,広島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1980/12/1,10.4,16.5,5.8
1980/12/2,9.1,11.9,5.6
1980/12/3,11.3,13.3,9.6
1980/12/4,6.5,11.2,3.8
1980/12/5,6.4,9.3,4.5
1980/12/6,7.4,12.1,2.3
1980/12/7,7.9,12.0,5.2
1980/12/8,6.5,9.6,3.7
1980/12/9,4.5,8.5,1.0
1980/12/10,5.7,9.4,2.8
1980/12/11,6.6,10.7,2.2
1980/12/12,6.9,13.2,2.7
1980/12/13,1.4,3.9,-0.2
1980/12/14,3.0,7.1,-1.0
1980/12/15,4.0,6.3,1.6
1980/12/16,4.7,7.9,1.4
1980/12/17,5.8,10.3,2.2
1980/12/18,5.6,11.5,0.1
1980/12/19,7.1,10.3,5.2
1980/12/20,3.8,6.6,0.8
1980/12/21,3.4,7.8,0.8
1980/12/22,3.8,9.2,-0.7
1980/12/23,4.4,7.5,1.5
1980/12/24,3.7,7.5,0.1
1980/12/25,6.3,9.7,2.2
1980/12/26,3.4,7.0,-0.3
1980/12/27,-0.1,3.7,-2.3
1980/12/28,-0.7,1.2,-2.3
1980/12/29,-1.4,0.7,-3.4
1980/12/30,-0.1,5.5,-4.4
1980/12/31,0.7,6.6,-3.5
1981/1/1,2.7,7.3,-3.0
1981/1/2,2.9,6.8,1.1
1981/1/3,1.2,3.0,0.2
1981/1/4,1.8,5.2,-1.2
1981/1/5,2.0,3.6,0.7
1981/1/6,1.9,4.4,0.1
1981/1/7,2.2,8.6,-2.4
1981/1/8,2.1,7.3,-2.8
1981/1/9,3.9,10.2,-1.5
1981/1/10,3.3,6.1,0.5
1981/1/11,-0.6,1.4,-2.5
1981/1/12,1.5,3.8,-0.4
1981/1/13,1.0,3.2,-1.4
1981/1/14,2.1,6.1,-1.0
1981/1/15,-0.2,2.1,-2.9
1981/1/16,1.5,4.2,-0.7
1981/1/17,1.6,5.8,-1.6
1981/1/18,1.4,6.3,-2.3
1981/1/19,2.6,6.3,-0.7
1981/1/20,2.3,7.0,-1.4
1981/1/21,2.1,7.7,-1.2
1981/1/22,1.2,3.9,-1.1
1981/1/23,1.8,6.8,-2.6
1981/1/24,3.1,5.0,0.2
1981/1/25,5.2,10.2,0.9
1981/1/26,2.4,6.3,-0.2
1981/1/27,2.0,7.0,-1.8
1981/1/28,2.5,7.4,-1.9
1981/1/29,2.5,9.1,-1.9
1981/1/30,2.8,7.8,-1.4
1981/1/31,3.5,8.0,-1.5
1981/2/1,3.6,8.3,1.1
1981/2/2,4.1,9.0,1.3
1981/2/3,2.9,7.8,0.0
1981/2/4,2.0,6.0,-1.2
1981/2/5,3.4,7.7,0.4
1981/2/6,3.5,8.4,-0.9
1981/2/7,4.1,9.4,-0.6
1981/2/8,4.5,10.6,-0.6
1981/2/9,2.6,6.7,-0.3
1981/2/10,4.1,8.0,0.4
1981/2/11,5.2,10.1,0.5
1981/2/12,2.8,5.9,-1.5
1981/2/13,6.4,8.2,4.1
1981/2/14,9.0,13.1,5.2
1981/2/15,6.9,11.1,2.4
1981/2/16,10.2,16.3,6.5
1981/2/17,4.3,7.3,1.7
1981/2/18,5.1,9.4,0.5
1981/2/19,6.2,9.7,3.4
1981/2/20,4.2,6.6,0.4
1981/2/21,5.2,9.5,1.9
1981/2/22,4.3,8.0,0.2
1981/2/23,6.3,10.2,3.2
1981/2/24,6.1,11.0,2.9
1981/2/25,-0.3,3.5,-3.0
1981/2/26,-5.8,-2.9,-7.4
1981/2/27,-3.1,1.4,-7.5
1981/2/28,-0.2,5.4,-6.2
1981/3/1,0.9,1.9,-0.5
1981/3/2,4.3,8.7,0.9
1981/3/3,2.8,3.9,0.4
1981/3/4,6.2,11.4,3.3
1981/3/5,5.5,12.1,0.9
1981/3/6,3.3,8.9,-0.6
1981/3/7,5.7,11.5,-2.3
1981/3/8,7.8,13.7,1.6
1981/3/9,7.5,13.4,3.6
1981/3/10,4.8,8.7,1.0
1981/3/11,4.4,10.1,-0.8
1981/3/12,6.7,12.9,0.3
1981/3/13,11.1,15.6,8.0
1981/3/14,11.1,12.4,10.2
1981/3/15,9.1,12.7,5.9
1981/3/16,6.8,10.9,3.6
1981/3/17,7.6,14.6,0.6
1981/3/18,9.1,15.9,2.7
1981/3/19,10.3,14.6,4.7
1981/3/20,14.0,17.8,9.2
1981/3/21,11.6,14.0,10.1
1981/3/22,12.1,16.1,9.5
1981/3/23,12.3,18.5,7.7
1981/3/24,8.6,11.3,5.2
1981/3/25,12.1,15.8,9.4
1981/3/26,9.9,13.8,7.1
1981/3/27,8.3,12.4,6.2
1981/3/28,8.2,12.1,5.5
1981/3/29,9.4,12.1,6.1
1981/3/30,10.4,14.1,8.1
1981/3/31,9.6,14.0,6.9
