ダウンロードした時刻：2019/10/10 16:15:55

,高松,高松,高松
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1982/12/1,13.7,16.1,11.0
1982/12/2,11.4,17.1,7.5
1982/12/3,10.9,15.1,7.5
1982/12/4,9.2,15.4,4.1
1982/12/5,9.5,12.2,5.6
1982/12/6,6.1,9.4,2.0
1982/12/7,5.0,10.9,-0.2
1982/12/8,6.5,12.0,1.9
1982/12/9,7.8,13.9,2.1
1982/12/10,8.0,14.4,1.7
1982/12/11,12.1,16.1,5.2
1982/12/12,7.7,12.8,4.0
1982/12/13,6.1,9.4,1.1
1982/12/14,8.3,11.7,4.3
1982/12/15,7.6,10.9,3.8
1982/12/16,7.2,11.4,2.4
1982/12/17,6.7,10.1,4.2
1982/12/18,4.9,7.8,3.0
1982/12/19,4.3,9.3,0.5
1982/12/20,4.6,12.4,-1.2
1982/12/21,6.4,11.1,0.6
1982/12/22,7.4,9.6,5.2
1982/12/23,10.4,11.8,5.7
1982/12/24,9.8,13.5,6.3
1982/12/25,10.8,13.4,7.8
1982/12/26,7.4,8.8,5.4
1982/12/27,6.5,9.8,3.9
1982/12/28,5.2,10.5,0.5
1982/12/29,5.3,12.7,-0.8
1982/12/30,8.4,13.6,2.5
1982/12/31,5.8,10.3,1.5
1983/1/1,3.9,9.5,-1.2
1983/1/2,5.6,9.7,-0.4
1983/1/3,6.4,9.6,2.2
1983/1/4,4.9,9.8,1.3
1983/1/5,7.2,9.8,1.1
1983/1/6,9.2,12.8,6.3
1983/1/7,8.3,12.1,3.9
1983/1/8,9.6,12.4,5.2
1983/1/9,5.4,7.7,3.2
1983/1/10,3.0,4.8,1.5
1983/1/11,4.0,7.7,0.7
1983/1/12,5.9,9.6,2.2
1983/1/13,6.4,8.6,4.3
1983/1/14,5.9,9.2,2.7
1983/1/15,5.4,8.7,1.9
1983/1/16,5.5,12.0,-1.7
1983/1/17,6.0,9.8,0.7
1983/1/18,7.4,9.9,5.4
1983/1/19,4.6,8.5,2.7
1983/1/20,2.5,5.2,0.6
1983/1/21,2.3,6.0,-1.3
1983/1/22,1.6,5.2,-1.1
1983/1/23,1.5,6.8,-3.7
1983/1/24,6.3,10.7,-0.7
1983/1/25,4.0,11.2,-2.3
1983/1/26,6.0,12.8,-1.1
1983/1/27,6.5,12.2,0.0
1983/1/28,7.8,13.9,2.4
1983/1/29,9.9,15.6,1.9
1983/1/30,8.8,17.7,4.1
1983/1/31,4.5,8.4,-0.1
1983/2/1,4.8,10.2,-2.7
1983/2/2,9.4,11.7,8.0
1983/2/3,7.1,10.0,2.1
1983/2/4,3.7,8.6,-0.2
1983/2/5,5.3,11.7,-1.7
1983/2/6,9.8,13.7,4.3
1983/2/7,8.0,11.4,5.3
1983/2/8,6.2,8.8,3.1
1983/2/9,6.0,8.6,3.6
1983/2/10,3.5,7.0,-0.8
1983/2/11,3.6,8.8,-1.1
1983/2/12,2.6,7.0,0.5
1983/2/13,1.5,4.7,-0.9
1983/2/14,1.4,6.3,-3.5
1983/2/15,6.2,13.8,-1.6
1983/2/16,5.0,9.6,-1.1
1983/2/17,6.0,7.6,4.1
1983/2/18,4.1,7.2,1.2
1983/2/19,3.3,6.3,1.2
1983/2/20,2.3,5.5,-0.4
1983/2/21,2.5,7.1,-2.9
1983/2/22,3.0,9.7,-3.3
1983/2/23,4.3,10.0,-3.5
1983/2/24,6.3,9.4,3.9
1983/2/25,6.4,11.2,2.0
1983/2/26,5.0,9.4,0.8
1983/2/27,4.4,11.0,-1.1
1983/2/28,4.9,12.0,-2.4
1983/3/1,5.3,9.3,-1.5
1983/3/2,11.7,15.8,7.7
1983/3/3,10.4,14.1,8.2
1983/3/4,8.3,12.1,4.9
1983/3/5,5.7,9.1,2.7
1983/3/6,5.1,11.1,-0.6
1983/3/7,4.4,10.8,0.6
1983/3/8,3.8,7.8,0.6
1983/3/9,4.5,9.4,-2.7
1983/3/10,7.1,8.3,4.5
1983/3/11,8.6,14.1,3.3
1983/3/12,8.2,11.2,2.3
1983/3/13,9.7,12.6,7.0
1983/3/14,6.0,9.3,2.4
1983/3/15,6.2,11.8,-0.6
1983/3/16,7.3,8.6,5.6
1983/3/17,7.8,10.8,6.1
1983/3/18,5.8,9.4,2.3
1983/3/19,5.7,11.6,-0.8
1983/3/20,8.4,14.1,0.5
1983/3/21,10.5,15.3,6.6
1983/3/22,12.1,17.0,7.3
1983/3/23,12.7,15.5,8.7
1983/3/24,11.6,15.2,8.3
1983/3/25,8.4,12.9,3.5
1983/3/26,7.8,10.1,3.1
1983/3/27,10.2,14.6,6.4
1983/3/28,11.7,16.3,9.0
1983/3/29,9.9,11.3,8.5
1983/3/30,10.6,13.0,9.3
1983/3/31,11.2,13.0,9.4
