ダウンロードした時刻：2019/10/10 16:06:30

,舞鶴,舞鶴,舞鶴
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2002/12/1,9.2,15.2,5.3
2002/12/2,9.6,14.4,5.5
2002/12/3,9.9,14.6,5.9
2002/12/4,12.0,15.8,8.1
2002/12/5,12.9,17.1,10.2
2002/12/6,9.6,11.8,7.9
2002/12/7,8.2,10.0,7.0
2002/12/8,7.2,10.0,5.7
2002/12/9,6.6,11.3,4.0
2002/12/10,3.0,6.7,0.4
2002/12/11,2.2,6.5,-0.4
2002/12/12,3.8,9.1,-0.3
2002/12/13,2.5,4.0,1.0
2002/12/14,3.5,8.9,0.6
2002/12/15,4.6,12.2,-0.9
2002/12/16,9.2,15.1,1.6
2002/12/17,8.3,12.4,5.2
2002/12/18,6.7,11.2,4.1
2002/12/19,8.2,10.7,5.9
2002/12/20,7.9,9.6,6.7
2002/12/21,6.8,10.2,4.8
2002/12/22,9.4,10.5,6.8
2002/12/23,7.1,9.3,5.8
2002/12/24,7.0,12.1,3.7
2002/12/25,6.5,11.4,1.9
2002/12/26,1.7,4.3,0.2
2002/12/27,2.3,5.2,0.3
2002/12/28,3.3,8.3,0.2
2002/12/29,2.9,5.5,0.5
2002/12/30,4.4,9.3,1.7
2002/12/31,4.1,9.2,1.2
2003/1/1,4.8,9.3,2.0
2003/1/2,2.7,4.5,0.6
2003/1/3,2.8,5.1,0.3
2003/1/4,2.8,6.5,-0.4
2003/1/5,0.2,4.6,-1.6
2003/1/6,0.0,1.9,-1.8
2003/1/7,0.7,5.4,-2.0
2003/1/8,1.7,7.8,-1.0
2003/1/9,1.6,7.0,-2.4
2003/1/10,4.9,9.3,1.4
2003/1/11,4.8,8.6,3.1
2003/1/12,3.9,9.2,0.1
2003/1/13,4.4,11.3,-1.0
2003/1/14,5.7,13.5,1.0
2003/1/15,0.4,2.9,-2.2
2003/1/16,1.0,4.5,-2.7
2003/1/17,4.6,12.3,-1.3
2003/1/18,5.0,8.1,2.3
2003/1/19,5.6,8.8,3.2
2003/1/20,3.7,6.4,0.3
2003/1/21,1.4,2.8,0.5
2003/1/22,2.7,6.0,0.4
2003/1/23,4.2,7.8,2.0
2003/1/24,2.5,3.7,0.5
2003/1/25,4.8,6.2,1.6
2003/1/26,4.8,8.4,1.9
2003/1/27,8.6,10.9,3.8
2003/1/28,3.5,8.4,-1.0
2003/1/29,-2.0,1.1,-5.3
2003/1/30,-1.6,3.0,-4.4
2003/1/31,0.1,2.4,-2.4
2003/2/1,2.0,4.3,0.2
2003/2/2,2.1,4.0,0.7
2003/2/3,1.5,5.1,-0.6
2003/2/4,2.8,8.1,-0.5
2003/2/5,2.7,6.4,-0.4
2003/2/6,1.8,5.4,-1.4
2003/2/7,3.4,12.8,-2.7
2003/2/8,5.3,10.8,-0.8
2003/2/9,8.4,11.0,4.5
2003/2/10,7.3,14.1,2.7
2003/2/11,7.0,8.6,5.9
2003/2/12,3.3,6.0,0.9
2003/2/13,3.0,6.4,-0.2
2003/2/14,3.9,11.0,0.3
2003/2/15,4.6,11.8,-0.5
2003/2/16,6.0,8.6,4.2
2003/2/17,5.8,9.7,0.1
2003/2/18,3.0,9.0,-1.5
2003/2/19,4.4,9.6,-0.1
2003/2/20,4.5,6.3,2.2
2003/2/21,4.7,8.2,1.0
2003/2/22,3.8,5.5,1.5
2003/2/23,5.8,7.5,3.9
2003/2/24,5.0,7.5,3.0
2003/2/25,3.9,8.9,0.3
2003/2/26,4.9,10.5,-0.7
2003/2/27,5.7,7.9,4.0
2003/2/28,4.3,9.2,0.1
2003/3/1,7.8,9.8,1.7
2003/3/2,8.3,12.6,4.8
2003/3/3,6.5,10.5,1.3
2003/3/4,1.2,4.7,-0.5
2003/3/5,2.4,6.0,-0.3
2003/3/6,4.0,8.8,-0.6
2003/3/7,7.4,10.4,4.8
2003/3/8,4.8,7.3,3.7
2003/3/9,3.2,4.7,1.4
2003/3/10,3.9,5.8,2.0
2003/3/11,3.7,6.5,1.0
2003/3/12,4.4,7.4,1.9
2003/3/13,4.0,9.4,-0.8
2003/3/14,4.8,11.0,-0.9
2003/3/15,5.0,8.6,2.1
2003/3/16,4.4,8.9,0.8
2003/3/17,7.4,10.0,5.6
2003/3/18,5.6,9.2,-0.1
2003/3/19,3.6,10.1,-1.5
2003/3/20,6.0,10.7,1.0
2003/3/21,5.1,10.6,0.3
2003/3/22,4.7,9.3,1.5
2003/3/23,5.8,14.4,-1.1
2003/3/24,10.7,20.7,2.0
2003/3/25,11.2,16.0,9.0
2003/3/26,10.6,16.9,6.3
2003/3/27,11.9,19.9,4.9
2003/3/28,9.3,13.7,6.2
2003/3/29,7.9,11.3,2.0
2003/3/30,8.8,19.4,-0.2
2003/3/31,10.3,15.5,3.8
