ダウンロードした時刻：2019/10/10 15:45:11

,富山,富山,富山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1988/12/1,6.4,11.1,3.8
1988/12/2,5.5,9.9,2.0
1988/12/3,4.8,10.2,-0.3
1988/12/4,9.5,16.0,4.4
1988/12/5,4.9,8.9,2.4
1988/12/6,5.7,10.3,2.0
1988/12/7,8.6,15.7,3.2
1988/12/8,10.8,18.2,5.5
1988/12/9,9.4,14.1,3.9
1988/12/10,2.7,5.6,1.1
1988/12/11,4.8,7.3,2.0
1988/12/12,7.6,13.4,3.4
1988/12/13,7.7,14.1,3.2
1988/12/14,8.3,15.4,4.4
1988/12/15,2.3,6.1,0.2
1988/12/16,0.0,1.1,-0.8
1988/12/17,0.9,1.8,-0.3
1988/12/18,3.6,6.0,1.3
1988/12/19,4.5,6.6,2.6
1988/12/20,6.6,9.9,4.2
1988/12/21,3.9,5.6,1.9
1988/12/22,1.7,3.4,0.1
1988/12/23,2.2,7.7,-0.7
1988/12/24,5.1,9.3,-0.6
1988/12/25,2.6,6.4,0.5
1988/12/26,2.1,4.2,0.7
1988/12/27,4.3,9.7,1.2
1988/12/28,2.2,4.1,0.0
1988/12/29,2.2,5.1,-0.3
1988/12/30,3.3,8.2,0.1
1988/12/31,4.4,8.9,-0.5
1989/1/1,4.8,10.1,1.7
1989/1/2,3.3,8.9,-0.4
1989/1/3,5.9,9.1,0.7
1989/1/4,1.7,4.8,0.4
1989/1/5,2.0,6.5,-0.1
1989/1/6,3.7,8.9,-1.4
1989/1/7,9.0,14.6,2.3
1989/1/8,9.0,10.1,8.1
1989/1/9,9.1,10.8,7.7
1989/1/10,9.2,11.4,7.6
1989/1/11,9.4,12.3,6.4
1989/1/12,5.7,8.7,2.6
1989/1/13,2.2,4.6,-0.1
1989/1/14,1.4,3.8,-0.6
1989/1/15,0.0,0.8,-0.7
1989/1/16,3.4,8.3,-0.9
1989/1/17,3.6,6.5,0.1
1989/1/18,5.1,9.3,-1.5
1989/1/19,12.8,15.6,8.6
1989/1/20,10.5,12.3,7.5
1989/1/21,5.7,9.8,2.6
1989/1/22,4.0,5.8,1.9
1989/1/23,4.5,7.4,1.2
1989/1/24,5.1,7.2,3.3
1989/1/25,4.0,8.1,0.7
1989/1/26,6.3,11.7,-0.7
1989/1/27,2.9,8.5,-0.4
1989/1/28,-2.2,-0.4,-3.5
1989/1/29,-0.4,4.0,-4.6
1989/1/30,3.5,7.5,0.1
1989/1/31,6.8,13.5,-0.6
1989/2/1,4.4,9.0,0.6
1989/2/2,0.6,3.5,-1.3
1989/2/3,-0.3,1.7,-1.5
1989/2/4,1.5,4.9,-1.4
1989/2/5,3.9,8.9,0.8
1989/2/6,4.9,11.6,-0.1
1989/2/7,3.8,8.1,0.2
1989/2/8,6.4,11.6,-0.1
1989/2/9,6.9,8.1,5.2
1989/2/10,3.6,5.3,0.9
1989/2/11,1.9,6.1,-0.7
1989/2/12,2.2,6.2,0.4
1989/2/13,3.0,7.2,-0.8
1989/2/14,3.7,8.6,-0.4
1989/2/15,8.4,14.7,-1.3
1989/2/16,10.3,12.9,8.2
1989/2/17,7.0,9.2,5.4
1989/2/18,5.2,6.4,4.5
1989/2/19,4.7,7.8,1.3
1989/2/20,7.1,14.3,-0.7
1989/2/21,5.1,8.2,3.9
1989/2/22,3.4,5.8,0.0
1989/2/23,3.1,6.2,-0.7
1989/2/24,2.4,3.8,0.3
1989/2/25,4.2,5.0,3.2
1989/2/26,3.1,5.9,0.3
1989/2/27,3.8,8.2,-1.5
1989/2/28,13.6,17.1,5.2
1989/3/1,8.9,15.0,4.0
1989/3/2,5.3,10.1,0.3
1989/3/3,14.0,17.3,2.6
1989/3/4,13.2,20.7,5.5
1989/3/5,3.8,5.8,0.5
1989/3/6,4.3,7.4,0.5
1989/3/7,4.9,7.1,2.9
1989/3/8,2.7,4.7,0.3
1989/3/9,3.9,9.4,-0.7
1989/3/10,5.7,11.4,1.5
1989/3/11,7.8,12.7,2.9
1989/3/12,9.9,15.7,4.4
1989/3/13,11.8,15.7,7.7
1989/3/14,11.5,16.4,8.6
1989/3/15,7.0,11.4,5.0
1989/3/16,5.9,10.1,2.6
1989/3/17,2.7,5.6,0.4
1989/3/18,3.8,8.7,0.5
1989/3/19,5.0,10.1,1.0
1989/3/20,5.2,9.2,1.1
1989/3/21,5.5,8.7,2.7
1989/3/22,5.0,7.4,3.8
1989/3/23,5.7,8.5,4.0
1989/3/24,7.8,11.6,2.8
1989/3/25,7.3,11.0,3.9
1989/3/26,5.4,8.8,1.0
1989/3/27,5.8,9.7,1.3
1989/3/28,6.4,9.2,4.0
1989/3/29,6.9,12.6,3.0
1989/3/30,9.6,16.1,1.7
1989/3/31,14.0,16.8,11.0
