ダウンロードした時刻：2017/07/24 15:46:11

,徳島,徳島,徳島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2008/1/1,3.8,7.0,1.1
2008/1/2,5.3,9.4,2.0
2008/1/3,7.9,12.2,4.5
2008/1/4,8.3,12.3,3.7
2008/1/5,7.6,13.0,2.2
2008/1/6,7.1,12.1,2.5
2008/1/7,6.5,9.7,3.3
2008/1/8,9.9,15.0,4.2
2008/1/9,9.5,14.0,6.4
2008/1/10,8.5,12.4,3.7
2008/1/11,9.1,13.7,5.2
2008/1/12,9.7,11.3,7.5
2008/1/13,6.0,8.1,4.4
2008/1/14,5.0,7.5,3.4
2008/1/15,5.3,9.5,1.8
2008/1/16,6.8,11.1,4.4
2008/1/17,5.0,7.5,2.8
2008/1/18,4.3,7.8,1.7
2008/1/19,5.1,8.1,2.8
2008/1/20,2.9,5.4,0.9
2008/1/21,4.3,6.7,0.9
2008/1/22,4.4,6.8,1.8
2008/1/23,6.2,9.1,3.7
2008/1/24,5.1,7.8,2.4
2008/1/25,4.1,7.8,2.2
2008/1/26,4.2,7.8,1.1
2008/1/27,4.0,7.4,1.0
2008/1/28,2.4,5.3,0.7
2008/1/29,4.9,8.1,2.0
2008/1/30,7.9,10.5,5.3
2008/1/31,5.8,9.5,3.0
2008/2/1,5.0,8.3,3.0
2008/2/2,3.9,6.9,1.8
2008/2/3,4.0,6.6,1.5
2008/2/4,6.0,10.3,2.6
2008/2/5,6.2,9.7,3.7
2008/2/6,5.1,9.5,2.4
2008/2/7,5.0,8.5,2.7
2008/2/8,5.2,9.4,2.0
2008/2/9,3.3,4.8,1.9
2008/2/10,7.2,11.6,3.7
2008/2/11,7.2,12.1,2.8
2008/2/12,5.9,8.8,3.2
2008/2/13,3.2,6.7,1.5
2008/2/14,4.2,8.1,1.0
2008/2/15,4.8,9.3,1.4
2008/2/16,4.3,8.3,1.2
2008/2/17,3.2,7.5,0.2
2008/2/18,4.5,8.9,1.1
2008/2/19,5.9,11.0,1.8
2008/2/20,7.9,13.2,2.7
2008/2/21,7.0,11.4,2.9
2008/2/22,8.5,13.4,2.6
2008/2/23,7.9,13.4,1.8
2008/2/24,2.9,6.3,0.5
2008/2/25,4.1,8.0,0.4
2008/2/26,9.2,14.9,3.7
2008/2/27,5.4,7.7,3.5
2008/2/28,6.2,10.4,2.6
2008/2/29,6.9,13.0,0.7
2008/3/1,8.8,13.2,4.8
2008/3/2,7.6,12.1,2.9
2008/3/3,7.7,12.6,4.4
2008/3/4,7.1,10.9,4.1
2008/3/5,6.0,10.1,3.1
2008/3/6,6.6,12.6,2.7
2008/3/7,8.1,12.8,4.9
2008/3/8,7.6,12.9,3.6
2008/3/9,9.1,16.6,2.7
2008/3/10,12.7,17.0,8.6
2008/3/11,11.1,16.4,5.0
2008/3/12,13.0,17.9,6.2
2008/3/13,13.8,17.3,8.2
2008/3/14,14.5,19.4,10.1
2008/3/15,10.7,15.6,6.6
2008/3/16,11.7,16.7,5.9
2008/3/17,12.3,16.9,9.3
2008/3/18,13.4,17.7,6.5
2008/3/19,12.0,15.6,9.8
2008/3/20,10.4,12.0,9.4
2008/3/21,11.8,17.0,8.2
2008/3/22,11.4,16.1,6.7
2008/3/23,13.3,17.7,8.7
2008/3/24,14.4,17.9,10.0
2008/3/25,12.5,17.4,7.3
2008/3/26,11.3,15.2,7.8
2008/3/27,10.3,14.4,6.0
2008/3/28,11.1,15.4,8.6
2008/3/29,10.6,14.6,6.6
2008/3/30,8.1,9.4,7.5
2008/3/31,9.7,13.7,7.5
2008/4/1,11.8,16.3,7.6
2008/4/2,12.1,16.6,8.2
2008/4/3,14.3,18.9,9.1
2008/4/4,13.3,18.3,8.3
2008/4/5,14.2,18.8,9.0
2008/4/6,14.7,20.8,8.7
2008/4/7,12.6,16.0,10.6
2008/4/8,15.1,20.5,12.3
2008/4/9,14.7,19.4,10.1
2008/4/10,14.7,16.3,13.4
2008/4/11,15.4,18.9,12.1
2008/4/12,14.2,18.7,10.1
2008/4/13,13.7,18.7,10.2
2008/4/14,15.8,20.8,12.4
2008/4/15,14.8,19.7,9.4
2008/4/16,14.7,16.9,12.8
2008/4/17,15.0,16.4,13.8
2008/4/18,16.5,20.0,14.2
2008/4/19,16.2,20.6,14.1
2008/4/20,16.6,22.4,13.4
2008/4/21,18.1,24.5,11.5
2008/4/22,17.7,22.4,13.5
2008/4/23,18.5,24.6,13.3
2008/4/24,15.9,18.4,12.5
2008/4/25,14.2,18.4,9.8
2008/4/26,15.6,21.7,8.0
2008/4/27,16.3,20.3,12.5
2008/4/28,16.4,20.0,12.5
2008/4/29,17.8,23.7,11.1
2008/4/30,19.8,26.0,13.8
2008/5/1,18.2,21.0,15.6
