ダウンロードした時刻：2019/10/10 15:46:59

,高田,高田,高田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1994/12/1,9.0,18.1,1.8
1994/12/2,12.4,18.7,5.3
1994/12/3,6.1,10.3,4.1
1994/12/4,5.6,9.3,3.1
1994/12/5,4.7,7.7,2.0
1994/12/6,6.0,9.7,3.1
1994/12/7,10.0,16.1,6.0
1994/12/8,8.8,14.0,2.6
1994/12/9,9.3,13.2,3.8
1994/12/10,6.4,11.3,1.1
1994/12/11,4.3,8.6,0.1
1994/12/12,8.2,12.1,4.0
1994/12/13,7.3,10.8,4.7
1994/12/14,4.7,9.1,1.8
1994/12/15,3.8,7.8,1.4
1994/12/16,0.6,3.6,-1.1
1994/12/17,1.3,5.9,-4.5
1994/12/18,0.6,1.4,0.2
1994/12/19,1.5,3.4,0.3
1994/12/20,2.4,6.6,-1.8
1994/12/21,2.9,7.0,1.7
1994/12/22,3.5,8.3,0.6
1994/12/23,5.7,13.5,0.8
1994/12/24,8.2,15.9,4.5
1994/12/25,6.8,12.2,1.2
1994/12/26,4.3,9.3,-1.6
1994/12/27,7.2,9.1,5.6
1994/12/28,5.4,11.0,3.6
1994/12/29,2.7,5.1,0.6
1994/12/30,3.4,8.0,-0.5
1994/12/31,2.8,5.4,0.5
1995/1/1,2.0,4.0,0.6
1995/1/2,1.8,4.8,0.1
1995/1/3,3.8,9.4,-0.2
1995/1/4,4.5,7.2,2.8
1995/1/5,4.9,8.1,1.1
1995/1/6,0.8,2.4,0.1
1995/1/7,4.6,8.9,1.2
1995/1/8,4.3,10.5,-1.7
1995/1/9,8.1,16.9,-1.7
1995/1/10,1.5,5.1,-1.7
1995/1/11,0.4,1.8,-0.3
1995/1/12,1.3,3.5,0.3
1995/1/13,0.4,2.0,-0.9
1995/1/14,-0.6,0.5,-1.7
1995/1/15,0.6,1.8,-1.1
1995/1/16,1.0,3.8,-0.6
1995/1/17,-0.7,1.5,-2.9
1995/1/18,1.5,6.7,-3.8
1995/1/19,0.0,3.5,-3.2
1995/1/20,1.2,5.7,-3.2
1995/1/21,3.5,7.6,1.1
1995/1/22,4.3,6.6,2.5
1995/1/23,3.8,6.5,2.3
1995/1/24,2.4,5.4,0.5
1995/1/25,2.2,5.3,-1.3
1995/1/26,1.8,4.9,-1.4
1995/1/27,-0.5,2.4,-4.3
1995/1/28,1.4,6.7,-3.6
1995/1/29,1.1,5.2,-1.4
1995/1/30,-0.7,1.8,-1.9
1995/1/31,0.3,3.2,-2.4
1995/2/1,0.4,1.6,-0.7
1995/2/2,0.6,1.4,0.2
1995/2/3,0.8,2.8,0.2
1995/2/4,0.5,4.7,-2.5
1995/2/5,1.3,6.8,-3.0
1995/2/6,0.5,3.0,-0.8
1995/2/7,0.6,4.2,-1.5
1995/2/8,4.3,9.9,0.5
1995/2/9,3.6,7.0,1.2
1995/2/10,1.7,4.4,0.3
1995/2/11,1.4,6.7,-2.5
1995/2/12,3.2,10.5,-3.5
1995/2/13,3.0,4.6,1.8
1995/2/14,2.1,5.2,-0.4
1995/2/15,2.2,4.8,0.6
1995/2/16,2.8,5.0,1.1
1995/2/17,1.4,3.6,0.1
1995/2/18,1.7,3.9,0.4
1995/2/19,3.4,8.0,0.2
1995/2/20,1.9,4.6,0.7
1995/2/21,1.9,4.2,0.2
1995/2/22,2.0,5.7,0.5
1995/2/23,2.8,8.4,-0.1
1995/2/24,1.8,3.5,0.3
1995/2/25,2.4,5.9,-0.7
1995/2/26,3.6,10.2,-2.0
1995/2/27,4.6,8.3,1.3
1995/2/28,3.3,8.3,-0.9
1995/3/1,3.9,6.7,2.1
1995/3/2,1.5,3.3,0.5
1995/3/3,2.1,6.5,-3.5
1995/3/4,1.5,3.4,0.5
1995/3/5,2.1,6.3,0.3
1995/3/6,3.2,8.4,0.0
1995/3/7,5.3,10.5,0.2
1995/3/8,6.2,11.5,0.0
1995/3/9,6.6,10.9,2.2
1995/3/10,5.8,9.4,0.9
1995/3/11,5.7,9.7,2.0
1995/3/12,6.1,11.2,1.5
1995/3/13,4.1,5.3,2.7
1995/3/14,4.7,8.7,2.2
1995/3/15,5.4,11.1,-0.3
1995/3/16,9.0,13.1,0.7
1995/3/17,12.0,19.8,3.0
1995/3/18,2.8,4.4,0.2
1995/3/19,4.3,10.7,0.3
1995/3/20,7.4,14.6,0.1
1995/3/21,11.6,18.3,7.0
1995/3/22,7.2,12.7,3.6
1995/3/23,6.6,12.0,3.7
1995/3/24,7.4,13.1,2.9
1995/3/25,3.1,6.3,1.3
1995/3/26,3.0,7.6,-0.1
1995/3/27,6.6,14.7,-0.1
1995/3/28,4.1,8.7,1.5
1995/3/29,8.3,14.2,1.3
1995/3/30,12.1,15.6,9.4
1995/3/31,9.2,12.0,6.7
