ダウンロードした時刻：2019/10/10 16:24:04

,熊本,熊本,熊本
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2001/12/1,9.4,16.7,3.7
2001/12/2,11.3,18.5,5.9
2001/12/3,11.7,17.6,5.7
2001/12/4,13.6,18.5,10.8
2001/12/5,12.8,17.5,10.2
2001/12/6,9.7,11.8,5.1
2001/12/7,6.5,12.4,1.4
2001/12/8,7.9,14.6,2.3
2001/12/9,9.4,15.4,4.0
2001/12/10,10.3,14.6,7.8
2001/12/11,9.8,14.6,6.9
2001/12/12,10.8,15.3,5.9
2001/12/13,11.7,15.0,8.1
2001/12/14,6.7,8.9,4.9
2001/12/15,6.1,9.9,1.0
2001/12/16,4.3,8.8,-1.4
2001/12/17,4.6,6.1,2.9
2001/12/18,6.2,12.6,2.1
2001/12/19,6.0,12.6,1.4
2001/12/20,6.2,13.5,0.1
2001/12/21,6.7,10.2,4.6
2001/12/22,5.0,9.4,1.6
2001/12/23,4.6,9.3,1.3
2001/12/24,6.2,10.1,2.1
2001/12/25,4.0,6.0,1.9
2001/12/26,4.7,11.2,-0.6
2001/12/27,5.5,11.1,0.6
2001/12/28,4.8,9.6,0.4
2001/12/29,4.7,10.6,-1.3
2001/12/30,7.0,10.4,1.5
2001/12/31,4.5,11.0,-0.9
2002/1/1,6.2,11.5,1.7
2002/1/2,2.5,5.4,0.4
2002/1/3,3.3,7.7,-1.0
2002/1/4,7.8,14.0,-0.4
2002/1/5,9.3,13.4,1.8
2002/1/6,4.5,11.6,-1.3
2002/1/7,6.4,15.1,-0.1
2002/1/8,4.9,7.5,3.8
2002/1/9,5.1,10.0,1.4
2002/1/10,7.0,13.7,-1.0
2002/1/11,10.1,16.5,4.7
2002/1/12,8.5,16.9,1.4
2002/1/13,10.6,14.9,5.9
2002/1/14,12.1,14.3,9.6
2002/1/15,14.9,18.7,11.4
2002/1/16,15.5,18.8,12.8
2002/1/17,11.2,14.7,6.3
2002/1/18,7.8,10.1,5.8
2002/1/19,8.3,13.2,5.0
2002/1/20,7.2,11.3,2.8
2002/1/21,8.1,10.3,5.3
2002/1/22,4.9,7.5,3.0
2002/1/23,4.6,8.3,2.7
2002/1/24,4.9,8.8,0.9
2002/1/25,4.8,10.3,-0.7
2002/1/26,8.5,14.0,5.7
2002/1/27,8.3,11.8,6.5
2002/1/28,6.1,9.5,3.2
2002/1/29,4.3,7.1,2.4
2002/1/30,5.9,10.2,3.1
2002/1/31,4.3,9.1,0.9
2002/2/1,3.8,11.1,-2.4
2002/2/2,4.9,6.7,2.8
2002/2/3,7.7,14.0,1.3
2002/2/4,7.1,13.3,1.6
2002/2/5,8.7,13.2,5.5
2002/2/6,8.3,15.9,1.5
2002/2/7,8.2,15.4,3.6
2002/2/8,8.3,16.3,-0.9
2002/2/9,8.7,14.0,4.7
2002/2/10,5.7,9.1,3.7
2002/2/11,5.4,8.5,3.7
2002/2/12,5.4,10.0,1.0
2002/2/13,5.0,10.7,-0.9
2002/2/14,6.5,12.1,0.8
2002/2/15,6.5,13.1,0.2
2002/2/16,7.2,14.5,-0.1
2002/2/17,8.1,10.6,5.0
2002/2/18,7.4,11.5,3.4
2002/2/19,5.0,8.3,1.8
2002/2/20,5.3,13.8,-2.0
2002/2/21,9.4,16.4,0.0
2002/2/22,13.0,17.4,7.7
2002/2/23,10.6,16.1,5.0
2002/2/24,11.2,17.2,6.7
2002/2/25,9.8,16.9,3.2
2002/2/26,9.7,13.0,5.2
2002/2/27,10.6,11.5,8.7
2002/2/28,12.0,13.2,11.1
2002/3/1,11.7,16.9,7.6
2002/3/2,9.6,12.3,7.1
2002/3/3,10.9,17.4,5.6
2002/3/4,11.1,17.7,4.1
2002/3/5,13.7,19.6,9.7
2002/3/6,9.9,13.2,7.1
2002/3/7,7.2,12.2,3.7
2002/3/8,6.9,14.4,-0.2
2002/3/9,8.7,17.0,0.4
2002/3/10,12.9,19.1,5.6
2002/3/11,13.3,19.1,8.0
2002/3/12,11.5,18.7,4.0
2002/3/13,14.2,22.6,5.7
2002/3/14,15.0,21.0,9.8
2002/3/15,15.6,19.7,12.2
2002/3/16,13.7,19.9,9.5
2002/3/17,13.6,19.6,7.2
2002/3/18,13.6,18.4,8.2
2002/3/19,11.5,18.9,3.5
2002/3/20,14.6,22.7,6.6
2002/3/21,13.3,18.4,9.4
2002/3/22,9.5,10.7,7.9
2002/3/23,10.9,15.0,6.4
2002/3/24,10.3,12.2,7.9
2002/3/25,11.0,14.5,6.4
2002/3/26,15.8,21.9,9.7
2002/3/27,14.9,18.9,9.3
2002/3/28,14.4,22.1,5.0
2002/3/29,15.7,18.0,13.2
2002/3/30,15.6,23.0,9.6
2002/3/31,14.5,20.7,8.7
