ダウンロードした時刻：2017/07/24 15:47:32

,鹿児島,鹿児島,鹿児島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1985/1/1,4.7,10.4,-0.4
1985/1/2,7.4,13.3,-0.9
1985/1/3,11.3,14.1,9.3
1985/1/4,8.2,12.3,3.7
1985/1/5,4.7,11.4,0.4
1985/1/6,5.2,10.8,-0.5
1985/1/7,7.1,10.6,4.8
1985/1/8,6.1,8.6,3.4
1985/1/9,6.5,12.3,0.4
1985/1/10,5.8,9.8,1.6
1985/1/11,4.4,11.1,-1.1
1985/1/12,7.1,14.3,0.3
1985/1/13,5.1,9.4,0.7
1985/1/14,1.0,4.5,-1.5
1985/1/15,3.6,8.7,-2.1
1985/1/16,6.3,12.5,1.6
1985/1/17,4.9,10.9,-1.5
1985/1/18,6.7,8.1,4.3
1985/1/19,8.5,16.0,1.3
1985/1/20,9.3,13.1,5.0
1985/1/21,6.4,14.2,0.4
1985/1/22,7.8,13.4,0.7
1985/1/23,11.2,16.4,6.6
1985/1/24,7.4,10.0,5.3
1985/1/25,5.8,11.6,1.2
1985/1/26,5.3,11.5,-0.9
1985/1/27,9.2,14.8,2.5
1985/1/28,7.5,11.3,3.7
1985/1/29,4.6,7.9,2.2
1985/1/30,1.4,5.4,-1.6
1985/1/31,3.0,9.6,-2.3
1985/2/1,8.1,15.3,0.9
1985/2/2,8.7,14.2,4.5
1985/2/3,9.3,16.1,3.4
1985/2/4,9.0,13.5,3.6
1985/2/5,12.8,16.7,10.0
1985/2/6,12.0,13.8,10.3
1985/2/7,12.2,18.4,7.2
1985/2/8,13.1,14.5,9.9
1985/2/9,14.9,19.1,11.3
1985/2/10,9.9,12.0,5.9
1985/2/11,8.3,13.9,4.2
1985/2/12,7.5,11.8,4.8
1985/2/13,7.4,13.2,2.3
1985/2/14,6.5,12.7,1.4
1985/2/15,6.3,10.7,-0.6
1985/2/16,11.1,16.2,7.3
1985/2/17,9.7,15.4,4.6
1985/2/18,12.5,15.3,9.5
1985/2/19,13.3,16.9,8.2
1985/2/20,8.4,11.4,6.2
1985/2/21,5.3,7.6,2.7
1985/2/22,4.6,7.1,2.6
1985/2/23,5.6,9.1,3.8
1985/2/24,5.0,8.8,1.1
1985/2/25,6.0,10.0,0.0
1985/2/26,9.1,10.7,6.3
1985/2/27,11.9,13.5,9.9
1985/2/28,14.5,16.8,12.8
1985/3/1,13.9,19.5,10.7
1985/3/2,13.3,15.0,10.5
1985/3/3,14.2,18.6,10.7
1985/3/4,12.2,14.3,9.3
1985/3/5,8.3,10.2,5.9
1985/3/6,9.7,17.3,3.0
1985/3/7,13.4,18.3,5.4
1985/3/8,17.5,20.3,15.5
1985/3/9,11.9,15.5,7.8
1985/3/10,10.4,13.9,4.5
1985/3/11,10.4,12.5,8.0
1985/3/12,9.4,14.4,6.0
1985/3/13,11.5,15.0,5.5
1985/3/14,11.6,14.9,9.5
1985/3/15,12.3,15.9,9.4
1985/3/16,15.5,19.5,11.4
1985/3/17,15.1,18.3,11.5
1985/3/18,13.8,16.7,9.7
1985/3/19,13.7,16.3,10.6
1985/3/20,11.4,13.0,9.9
1985/3/21,13.9,19.3,10.5
1985/3/22,14.5,18.4,9.5
1985/3/23,13.1,14.7,11.5
1985/3/24,16.1,21.8,10.3
1985/3/25,18.0,20.6,12.6
1985/3/26,19.1,21.8,17.0
1985/3/27,18.4,21.3,16.0
1985/3/28,16.7,22.9,12.6
1985/3/29,13.4,18.4,9.2
1985/3/30,9.9,14.9,5.8
1985/3/31,9.8,15.0,5.5
1985/4/1,10.2,16.5,1.5
1985/4/2,14.5,19.5,8.1
1985/4/3,16.8,18.8,15.4
1985/4/4,15.1,18.9,12.2
1985/4/5,14.2,20.3,8.6
1985/4/6,15.4,21.3,8.2
1985/4/7,15.7,17.6,14.3
1985/4/8,19.0,24.4,15.6
1985/4/9,19.6,26.2,12.9
1985/4/10,19.0,24.1,14.3
1985/4/11,18.5,19.6,17.3
1985/4/12,14.3,17.6,12.7
1985/4/13,16.3,20.3,12.1
1985/4/14,16.9,21.1,14.5
1985/4/15,17.8,24.1,13.9
1985/4/16,16.1,21.2,11.3
1985/4/17,15.4,21.3,9.2
1985/4/18,15.3,20.9,11.1
1985/4/19,16.6,23.1,9.0
1985/4/20,18.7,25.4,14.6
1985/4/21,18.9,24.1,13.7
1985/4/22,19.2,22.1,16.2
1985/4/23,19.5,25.0,15.3
1985/4/24,19.5,26.5,15.2
1985/4/25,19.1,26.0,13.2
1985/4/26,19.1,24.4,14.5
1985/4/27,16.5,22.9,11.1
1985/4/28,15.1,22.3,7.2
1985/4/29,17.0,25.1,9.2
1985/4/30,18.8,25.1,11.6
1985/5/1,20.7,25.2,17.0
