ダウンロードした時刻：2019/10/10 16:23:12

,福江,福江,福江
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1999/12/1,10.2,13.1,5.2
1999/12/2,12.7,14.8,10.0
1999/12/3,11.7,16.6,7.0
1999/12/4,13.1,20.1,6.3
1999/12/5,13.2,15.6,12.2
1999/12/6,10.1,12.9,8.1
1999/12/7,8.5,11.9,3.5
1999/12/8,8.4,15.2,2.0
1999/12/9,12.2,16.2,5.5
1999/12/10,10.1,17.0,4.1
1999/12/11,10.3,14.2,4.1
1999/12/12,7.9,12.5,2.6
1999/12/13,11.8,15.2,4.7
1999/12/14,10.1,13.2,5.6
1999/12/15,9.4,14.1,4.0
1999/12/16,9.5,16.6,2.3
1999/12/17,10.3,13.1,8.6
1999/12/18,6.9,8.7,5.7
1999/12/19,5.0,7.0,2.9
1999/12/20,3.4,4.9,1.1
1999/12/21,4.6,5.7,2.5
1999/12/22,5.6,8.0,4.0
1999/12/23,6.8,10.3,5.1
1999/12/24,8.7,12.7,4.5
1999/12/25,8.1,9.0,6.6
1999/12/26,6.2,9.8,0.4
1999/12/27,5.4,13.1,-0.1
1999/12/28,8.6,16.2,2.6
1999/12/29,9.3,16.5,3.9
1999/12/30,8.0,14.4,1.3
1999/12/31,9.8,16.4,3.4
2000/1/1,12.5,15.4,9.2
2000/1/2,13.7,18.1,10.3
2000/1/3,9.8,13.1,5.0
2000/1/4,7.8,15.0,2.0
2000/1/5,11.3,16.4,4.4
2000/1/6,13.0,18.1,9.5
2000/1/7,6.6,10.4,5.5
2000/1/8,7.5,9.7,5.7
2000/1/9,9.0,11.7,4.9
2000/1/10,11.1,12.9,7.7
2000/1/11,10.3,12.8,7.8
2000/1/12,11.1,12.8,8.1
2000/1/13,10.9,13.4,7.8
2000/1/14,7.7,8.7,6.5
2000/1/15,8.3,11.4,4.0
2000/1/16,10.3,15.2,6.6
2000/1/17,9.5,11.1,8.5
2000/1/18,9.1,10.4,7.0
2000/1/19,5.8,9.6,2.1
2000/1/20,2.7,4.3,1.4
2000/1/21,3.2,5.8,1.6
2000/1/22,8.4,12.0,4.4
2000/1/23,13.4,15.7,10.5
2000/1/24,9.9,11.2,7.1
2000/1/25,5.7,7.4,3.6
2000/1/26,2.7,4.3,0.5
2000/1/27,2.8,6.3,0.9
2000/1/28,4.6,9.0,1.4
2000/1/29,6.6,12.6,-0.3
2000/1/30,6.5,8.8,3.6
2000/1/31,2.9,4.3,2.1
2000/2/1,3.9,5.2,2.2
2000/2/2,5.2,7.0,3.8
2000/2/3,6.0,8.2,3.1
2000/2/4,6.7,10.1,4.1
2000/2/5,8.6,12.4,1.6
2000/2/6,9.0,11.1,6.8
2000/2/7,7.0,8.9,4.8
2000/2/8,2.8,6.9,-0.3
2000/2/9,3.8,6.9,1.3
2000/2/10,5.5,10.1,1.7
2000/2/11,7.3,10.8,3.0
2000/2/12,6.7,12.1,1.1
2000/2/13,8.5,13.9,2.5
2000/2/14,8.8,12.1,5.0
2000/2/15,3.7,5.5,1.7
2000/2/16,3.9,5.7,2.1
2000/2/17,5.7,8.3,3.8
2000/2/18,6.6,9.9,4.5
2000/2/19,6.7,8.8,4.7
2000/2/20,9.0,12.1,6.5
2000/2/21,5.9,8.8,2.9
2000/2/22,6.0,10.6,0.3
2000/2/23,7.5,11.9,0.5
2000/2/24,6.7,9.6,3.3
2000/2/25,5.5,9.4,2.6
2000/2/26,6.2,10.1,1.3
2000/2/27,6.1,9.2,1.9
2000/2/28,6.4,10.5,0.4
2000/2/29,5.7,9.9,0.0
2000/3/1,5.4,12.6,-1.4
2000/3/2,7.9,15.4,1.6
2000/3/3,11.0,15.0,2.8
2000/3/4,14.2,16.8,10.7
2000/3/5,12.1,16.6,7.3
2000/3/6,10.4,15.4,6.6
2000/3/7,8.1,10.8,6.1
2000/3/8,6.9,9.6,5.0
2000/3/9,6.3,9.4,4.0
2000/3/10,8.6,12.2,4.7
2000/3/11,7.6,8.9,5.6
2000/3/12,10.2,14.0,6.0
2000/3/13,10.6,16.0,3.3
2000/3/14,9.4,16.3,2.6
2000/3/15,11.1,16.4,2.0
2000/3/16,11.0,17.0,8.6
2000/3/17,9.5,14.0,3.3
2000/3/18,10.8,16.7,1.4
2000/3/19,12.4,15.7,10.1
2000/3/20,10.4,14.7,4.7
2000/3/21,11.2,17.2,3.2
2000/3/22,13.0,16.3,9.2
2000/3/23,13.0,16.0,8.7
2000/3/24,9.9,13.3,7.3
2000/3/25,9.9,12.6,7.1
2000/3/26,13.3,17.5,8.7
2000/3/27,14.5,18.9,7.6
2000/3/28,14.0,17.7,9.8
2000/3/29,10.5,13.2,9.0
2000/3/30,11.2,15.3,7.2
2000/3/31,13.8,19.1,6.6
