ダウンロードした時刻：2019/10/10 16:01:54

,大島,大島,大島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1993/12/1,15.8,17.9,8.1
1993/12/2,13.9,17.7,10.5
1993/12/3,17.8,20.1,16.0
1993/12/4,13.9,16.9,9.4
1993/12/5,10.6,12.6,8.6
1993/12/6,9.1,10.8,8.3
1993/12/7,8.8,11.8,5.9
1993/12/8,8.7,10.3,8.0
1993/12/9,9.9,15.0,5.0
1993/12/10,13.1,17.5,8.5
1993/12/11,12.8,17.2,4.6
1993/12/12,8.9,11.8,5.1
1993/12/13,13.6,16.4,5.5
1993/12/14,12.3,15.5,8.3
1993/12/15,7.2,8.7,5.1
1993/12/16,6.4,8.4,4.7
1993/12/17,9.2,11.9,6.9
1993/12/18,6.0,10.0,2.6
1993/12/19,7.6,9.5,2.7
1993/12/20,7.9,8.7,7.5
1993/12/21,11.9,15.2,8.6
1993/12/22,6.5,8.6,5.5
1993/12/23,4.7,8.8,0.1
1993/12/24,6.0,12.0,0.6
1993/12/25,7.3,13.3,3.0
1993/12/26,9.6,14.7,3.8
1993/12/27,10.9,14.3,6.9
1993/12/28,9.6,13.5,6.4
1993/12/29,7.6,10.9,4.6
1993/12/30,8.8,11.7,6.2
1993/12/31,12.5,17.0,8.5
1994/1/1,8.2,11.1,5.6
1994/1/2,7.0,10.8,3.1
1994/1/3,12.1,14.7,9.5
1994/1/4,9.8,14.4,4.4
1994/1/5,9.1,11.8,4.6
1994/1/6,9.7,13.7,4.1
1994/1/7,9.4,13.8,5.3
1994/1/8,6.2,8.6,4.0
1994/1/9,7.4,12.5,3.7
1994/1/10,9.6,12.7,7.2
1994/1/11,7.9,9.1,7.2
1994/1/12,9.0,12.9,6.9
1994/1/13,8.4,10.0,6.6
1994/1/14,6.5,8.7,4.7
1994/1/15,6.5,9.7,3.7
1994/1/16,8.2,11.9,4.0
1994/1/17,14.7,17.2,11.0
1994/1/18,12.4,16.8,8.0
1994/1/19,6.3,9.8,3.7
1994/1/20,4.9,8.8,1.1
1994/1/21,5.5,9.3,0.5
1994/1/22,5.1,9.0,0.8
1994/1/23,6.3,9.0,4.5
1994/1/24,4.0,8.2,-1.5
1994/1/25,8.9,12.1,4.3
1994/1/26,12.1,14.7,7.8
1994/1/27,10.9,14.4,5.8
1994/1/28,5.1,7.0,3.7
1994/1/29,4.4,8.3,1.6
1994/1/30,3.0,6.9,-0.1
1994/1/31,4.8,8.6,1.5
1994/2/1,8.6,11.1,6.1
1994/2/2,6.8,9.7,3.9
1994/2/3,5.5,8.3,-0.2
1994/2/4,4.0,10.6,-2.3
1994/2/5,7.3,11.6,3.9
1994/2/6,7.8,13.1,4.1
1994/2/7,8.2,12.8,4.3
1994/2/8,10.2,14.2,5.1
1994/2/9,10.0,13.6,6.7
1994/2/10,7.2,10.6,3.0
1994/2/11,3.9,9.4,-1.9
1994/2/12,2.5,6.2,0.4
1994/2/13,3.5,8.1,-1.6
1994/2/14,5.0,9.9,-2.0
1994/2/15,5.8,10.2,1.0
1994/2/16,7.2,12.0,3.5
1994/2/17,7.5,12.0,4.8
1994/2/18,7.8,11.9,4.4
1994/2/19,10.1,15.1,4.3
1994/2/20,9.9,13.9,3.7
1994/2/21,11.5,14.4,8.1
1994/2/22,7.4,10.1,5.2
1994/2/23,7.2,10.8,4.2
1994/2/24,5.0,9.0,0.9
1994/2/25,5.8,11.1,-0.3
1994/2/26,6.9,9.9,4.4
1994/2/27,6.7,11.1,2.3
1994/2/28,6.7,11.9,2.7
1994/3/1,6.8,12.6,1.6
1994/3/2,7.3,10.4,5.4
1994/3/3,6.7,9.2,5.1
1994/3/4,8.0,11.7,4.5
1994/3/5,8.1,11.9,4.8
1994/3/6,6.7,11.8,2.7
1994/3/7,8.0,9.8,3.8
1994/3/8,10.8,16.6,7.7
1994/3/9,14.4,16.6,10.5
1994/3/10,8.1,11.6,5.0
1994/3/11,8.0,11.7,4.2
1994/3/12,7.9,12.1,3.6
1994/3/13,7.4,8.6,5.7
1994/3/14,6.5,9.8,4.8
1994/3/15,5.7,10.7,2.9
1994/3/16,7.6,11.9,2.8
1994/3/17,9.6,14.9,3.0
1994/3/18,7.1,9.6,4.8
1994/3/19,9.2,12.0,7.1
1994/3/20,9.0,11.0,5.7
1994/3/21,7.8,11.6,5.9
1994/3/22,6.8,9.2,5.0
1994/3/23,7.1,9.0,5.5
1994/3/24,11.6,14.9,8.7
1994/3/25,8.6,11.4,6.6
1994/3/26,8.9,11.8,6.1
1994/3/27,8.2,12.2,4.9
1994/3/28,11.9,15.1,6.7
1994/3/29,13.6,17.5,8.8
1994/3/30,9.3,14.0,6.7
1994/3/31,10.2,15.1,4.9
