ダウンロードした時刻：2019/10/10 15:40:00

,仙台,仙台,仙台
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1999/12/1,6.6,10.1,2.2
1999/12/2,7.7,13.4,5.0
1999/12/3,4.8,7.1,2.4
1999/12/4,6.8,11.7,1.1
1999/12/5,7.9,11.6,3.6
1999/12/6,5.3,9.0,3.7
1999/12/7,2.6,7.2,0.5
1999/12/8,4.5,8.8,1.3
1999/12/9,6.4,13.3,0.4
1999/12/10,9.1,13.6,4.9
1999/12/11,5.9,10.5,2.1
1999/12/12,3.0,5.2,1.7
1999/12/13,2.9,8.3,0.1
1999/12/14,2.6,6.5,-1.6
1999/12/15,0.1,2.8,-2.0
1999/12/16,2.0,6.9,-2.9
1999/12/17,2.3,4.4,1.1
1999/12/18,3.0,6.6,0.2
1999/12/19,1.5,5.0,-0.7
1999/12/20,1.0,4.6,-1.0
1999/12/21,2.0,7.6,-2.0
1999/12/22,2.8,6.7,-0.8
1999/12/23,1.9,6.2,-1.6
1999/12/24,4.2,10.2,-1.1
1999/12/25,4.9,11.2,-1.3
1999/12/26,4.1,7.4,0.5
1999/12/27,3.4,5.7,-0.5
1999/12/28,7.6,13.6,0.4
1999/12/29,6.8,10.3,3.3
1999/12/30,3.8,6.5,0.9
1999/12/31,4.3,9.2,-0.2
2000/1/1,3.7,6.8,1.0
2000/1/2,4.0,6.7,2.1
2000/1/3,4.2,8.3,1.4
2000/1/4,6.3,8.8,4.0
2000/1/5,5.6,8.9,1.7
2000/1/6,4.6,6.2,3.3
2000/1/7,7.8,13.9,3.0
2000/1/8,6.4,11.7,1.2
2000/1/9,5.3,7.4,3.7
2000/1/10,6.3,13.8,1.9
2000/1/11,2.9,4.8,0.5
2000/1/12,2.6,5.8,0.4
2000/1/13,3.2,6.1,0.2
2000/1/14,8.2,13.1,4.7
2000/1/15,5.4,9.2,2.1
2000/1/16,4.0,7.3,0.4
2000/1/17,5.0,9.9,0.7
2000/1/18,2.8,7.0,0.0
2000/1/19,3.5,7.5,-2.2
2000/1/20,4.6,9.6,1.0
2000/1/21,-0.2,2.6,-1.8
2000/1/22,0.5,3.8,-2.8
2000/1/23,3.7,9.2,-1.3
2000/1/24,3.8,7.2,0.3
2000/1/25,-0.2,2.0,-2.1
2000/1/26,-2.3,1.4,-4.3
2000/1/27,-2.0,2.5,-6.1
2000/1/28,1.1,6.3,-4.6
2000/1/29,3.9,9.2,-0.9
2000/1/30,4.5,12.0,-0.9
2000/1/31,0.9,4.6,-1.7
2000/2/1,2.1,6.1,-3.2
2000/2/2,3.6,8.7,-1.1
2000/2/3,4.3,9.1,1.0
2000/2/4,3.4,7.9,-0.3
2000/2/5,3.5,7.2,-1.2
2000/2/6,3.0,5.4,0.2
2000/2/7,4.2,9.4,0.6
2000/2/8,3.8,7.5,1.5
2000/2/9,2.2,5.7,0.1
2000/2/10,2.1,5.7,-1.6
2000/2/11,2.4,5.8,0.0
2000/2/12,4.3,9.0,0.3
2000/2/13,2.2,6.3,-1.2
2000/2/14,2.5,6.7,-2.1
2000/2/15,0.9,5.3,-2.7
2000/2/16,-2.4,0.1,-4.2
2000/2/17,-0.4,3.6,-3.2
2000/2/18,0.1,4.3,-3.8
2000/2/19,1.9,5.6,-2.5
2000/2/20,3.0,5.6,0.8
2000/2/21,0.7,4.1,-1.7
2000/2/22,0.3,3.6,-2.3
2000/2/23,1.4,5.0,-1.5
2000/2/24,0.2,4.3,-3.1
2000/2/25,-0.8,2.9,-4.6
2000/2/26,0.8,3.9,-2.2
2000/2/27,1.1,5.0,-1.0
2000/2/28,1.8,6.3,-1.3
2000/2/29,-0.3,3.3,-4.1
2000/3/1,0.9,5.1,-3.4
2000/3/2,5.7,11.4,-1.4
2000/3/3,6.4,11.5,1.4
2000/3/4,7.2,13.3,1.6
2000/3/5,7.9,11.7,2.6
2000/3/6,3.4,7.0,-0.3
2000/3/7,2.9,7.8,-0.5
2000/3/8,1.4,6.0,-0.7
2000/3/9,-0.7,2.9,-3.2
2000/3/10,0.2,4.4,-3.6
2000/3/11,4.0,7.7,-1.8
2000/3/12,4.8,10.3,0.5
2000/3/13,2.5,9.2,-2.2
2000/3/14,2.2,5.3,-0.3
2000/3/15,3.7,8.3,-1.7
2000/3/16,1.2,2.9,0.2
2000/3/17,3.7,7.7,0.5
2000/3/18,5.5,10.9,-1.0
2000/3/19,10.9,17.2,3.9
2000/3/20,5.8,9.9,1.2
2000/3/21,4.4,8.1,0.7
2000/3/22,4.2,10.4,1.2
2000/3/23,5.3,9.4,-0.1
2000/3/24,7.1,11.9,3.6
2000/3/25,2.9,6.4,0.4
2000/3/26,1.2,3.6,-0.1
2000/3/27,4.1,9.1,-0.3
2000/3/28,5.6,10.9,0.3
2000/3/29,12.3,18.6,7.4
2000/3/30,8.8,11.6,6.3
2000/3/31,8.2,12.1,3.5
