ダウンロードした時刻：2019/10/10 15:40:36

,福島,福島,福島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1989/12/1,6.6,8.7,2.0
1989/12/2,8.7,14.2,2.1
1989/12/3,8.9,14.1,4.3
1989/12/4,10.0,18.5,1.3
1989/12/5,6.9,10.7,2.5
1989/12/6,5.5,9.7,0.8
1989/12/7,5.9,11.7,-0.7
1989/12/8,6.1,8.3,3.1
1989/12/9,1.5,4.0,-0.1
1989/12/10,3.4,5.4,0.0
1989/12/11,5.9,11.3,-0.6
1989/12/12,3.7,6.2,1.8
1989/12/13,3.2,6.3,0.4
1989/12/14,0.8,1.8,-0.3
1989/12/15,5.7,9.1,1.6
1989/12/16,7.2,11.9,4.7
1989/12/17,6.3,10.4,4.0
1989/12/18,4.6,7.8,0.6
1989/12/19,0.5,1.7,-0.6
1989/12/20,2.9,5.8,0.5
1989/12/21,3.9,6.7,1.5
1989/12/22,5.1,10.2,-0.2
1989/12/23,5.4,9.3,-0.1
1989/12/24,1.4,5.2,-2.1
1989/12/25,5.0,8.9,1.6
1989/12/26,6.0,9.6,2.6
1989/12/27,6.8,10.2,3.5
1989/12/28,4.2,6.8,1.1
1989/12/29,4.6,6.9,3.3
1989/12/30,2.9,6.9,0.9
1989/12/31,1.6,5.6,-1.1
1990/1/1,1.8,5.3,-1.3
1990/1/2,2.2,7.0,-2.2
1990/1/3,2.5,7.0,-0.8
1990/1/4,1.7,4.7,-0.6
1990/1/5,3.3,7.7,-1.3
1990/1/6,4.4,10.6,-0.5
1990/1/7,1.5,2.7,-0.4
1990/1/8,3.2,8.0,-0.9
1990/1/9,0.8,7.9,-4.0
1990/1/10,3.1,12.4,-1.4
1990/1/11,5.9,12.6,2.9
1990/1/12,3.5,9.0,-1.0
1990/1/13,1.9,6.8,-1.7
1990/1/14,1.1,5.0,-3.7
1990/1/15,1.5,4.0,0.3
1990/1/16,-1.1,0.3,-2.8
1990/1/17,-0.4,3.3,-5.3
1990/1/18,3.3,9.3,-4.8
1990/1/19,4.4,8.0,1.9
1990/1/20,-0.7,2.0,-3.7
1990/1/21,-1.5,5.2,-6.7
1990/1/22,1.8,6.9,-3.0
1990/1/23,-1.4,0.8,-4.2
1990/1/24,-2.9,-0.1,-5.2
1990/1/25,-2.5,1.6,-4.2
1990/1/26,-2.9,0.3,-4.2
1990/1/27,-2.1,1.1,-4.5
1990/1/28,-0.5,3.4,-3.3
1990/1/29,-3.4,-1.8,-6.1
1990/1/30,1.3,6.2,-3.0
1990/1/31,-0.3,2.1,-2.3
1990/2/1,-1.8,-0.5,-3.2
1990/2/2,-1.7,4.8,-8.9
1990/2/3,1.6,7.2,-5.3
1990/2/4,3.2,5.1,1.4
1990/2/5,1.4,3.8,0.6
1990/2/6,2.1,5.4,-0.6
1990/2/7,3.2,11.1,-2.7
1990/2/8,3.2,6.9,0.7
1990/2/9,1.2,5.6,-2.9
1990/2/10,3.1,8.2,-3.5
1990/2/11,8.5,11.2,4.5
1990/2/12,6.1,10.2,1.7
1990/2/13,2.6,5.2,0.5
1990/2/14,3.0,6.6,0.2
1990/2/15,1.8,3.0,0.3
1990/2/16,3.7,4.6,2.4
1990/2/17,5.6,8.4,3.4
1990/2/18,5.4,9.5,2.2
1990/2/19,4.3,5.5,3.3
1990/2/20,8.5,13.8,4.1
1990/2/21,9.0,12.2,6.6
1990/2/22,8.9,16.1,3.9
1990/2/23,6.4,7.4,4.8
1990/2/24,8.7,12.4,6.4
1990/2/25,7.7,10.7,4.5
1990/2/26,7.0,9.3,4.2
1990/2/27,5.9,8.7,2.8
1990/2/28,4.1,9.1,0.0
1990/3/1,6.6,14.2,-0.2
1990/3/2,3.4,7.5,2.2
1990/3/3,4.2,5.7,2.3
1990/3/4,7.0,11.4,4.3
1990/3/5,4.9,9.1,1.2
1990/3/6,4.3,9.0,-0.4
1990/3/7,5.2,13.6,-1.1
1990/3/8,3.2,5.1,1.4
1990/3/9,7.2,11.4,2.9
1990/3/10,8.6,14.3,0.4
1990/3/11,11.4,17.5,6.1
1990/3/12,7.9,14.7,0.8
1990/3/13,2.2,4.5,-0.5
1990/3/14,6.8,12.7,0.9
1990/3/15,7.2,14.5,4.4
1990/3/16,6.8,10.4,3.9
1990/3/17,6.3,10.7,1.5
1990/3/18,5.1,10.1,0.0
1990/3/19,7.6,11.9,4.0
1990/3/20,8.6,15.0,2.9
1990/3/21,6.4,10.6,3.5
1990/3/22,7.1,14.8,0.0
1990/3/23,6.9,15.0,-1.0
1990/3/24,7.8,12.0,4.8
1990/3/25,3.8,7.9,2.1
1990/3/26,3.3,6.6,0.8
1990/3/27,6.1,13.0,-1.6
1990/3/28,9.9,16.9,1.6
1990/3/29,6.9,9.8,4.3
1990/3/30,7.2,14.7,0.0
1990/3/31,10.0,13.4,6.5
