ダウンロードした時刻：2019/10/10 15:41:13

,福島,福島,福島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2018/12/1,6.2,12.9,1.4
2018/12/2,6.1,12.9,0.7
2018/12/3,7.3,11.9,2.8
2018/12/4,13.0,19.1,7.3
2018/12/5,11.3,16.5,6.2
2018/12/6,4.6,7.1,2.7
2018/12/7,7.7,16.4,4.2
2018/12/8,4.9,7.1,1.6
2018/12/9,1.5,3.9,-0.3
2018/12/10,3.1,6.2,0.7
2018/12/11,3.0,7.6,-1.3
2018/12/12,3.4,8.2,0.2
2018/12/13,4.0,8.6,0.9
2018/12/14,2.7,5.2,0.7
2018/12/15,0.9,3.5,-1.1
2018/12/16,1.7,6.1,-3.0
2018/12/17,5.8,12.8,1.3
2018/12/18,5.2,8.9,3.4
2018/12/19,5.2,10.3,1.4
2018/12/20,5.5,8.6,1.8
2018/12/21,6.4,10.9,1.7
2018/12/22,6.1,13.9,0.6
2018/12/23,4.3,8.6,0.0
2018/12/24,4.4,7.4,1.9
2018/12/25,4.9,9.5,-1.0
2018/12/26,6.2,10.3,1.4
2018/12/27,3.0,6.0,-1.1
2018/12/28,-1.3,0.7,-2.4
2018/12/29,-1.5,0.3,-2.2
2018/12/30,-0.8,1.9,-3.3
2018/12/31,0.1,4.6,-3.4
2019/1/1,2.6,7.4,-3.4
2019/1/2,2.6,6.4,-0.7
2019/1/3,2.6,3.9,0.7
2019/1/4,4.1,8.5,-0.6
2019/1/5,2.6,6.8,-1.9
2019/1/6,1.8,4.0,0.4
2019/1/7,3.1,6.7,-1.4
2019/1/8,1.3,6.3,-3.0
2019/1/9,1.5,3.3,-0.8
2019/1/10,3.8,8.0,0.5
2019/1/11,3.8,5.9,0.5
2019/1/12,2.4,6.7,-2.5
2019/1/13,2.3,8.2,-1.8
2019/1/14,2.4,7.8,-1.5
2019/1/15,2.5,7.7,-3.6
2019/1/16,3.1,6.5,0.6
2019/1/17,2.5,6.6,-1.6
2019/1/18,1.1,4.5,-1.5
2019/1/19,3.3,7.4,-0.5
2019/1/20,2.8,10.8,-2.7
2019/1/21,0.4,3.7,-1.9
2019/1/22,1.4,4.5,-1.0
2019/1/23,2.7,9.8,-3.6
2019/1/24,0.6,2.4,-1.3
2019/1/25,1.5,5.6,-1.5
2019/1/26,-0.7,1.3,-3.4
2019/1/27,1.0,5.0,-3.3
2019/1/28,2.7,10.2,-2.3
2019/1/29,2.5,5.2,-0.8
2019/1/30,3.3,8.8,-0.7
2019/1/31,2.6,7.5,-1.9
2019/2/1,0.9,2.9,-0.6
2019/2/2,3.4,7.9,-1.7
2019/2/3,5.6,12.4,-1.8
2019/2/4,5.7,11.3,0.8
2019/2/5,3.6,9.5,-0.1
2019/2/6,2.1,6.3,-0.9
2019/2/7,5.9,16.1,-2.2
2019/2/8,-0.4,3.6,-2.4
2019/2/9,-1.3,1.7,-4.2
2019/2/10,0.0,3.4,-2.3
2019/2/11,1.7,6.7,-2.4
2019/2/12,1.3,4.6,-2.2
2019/2/13,0.2,4.2,-2.7
2019/2/14,0.5,3.7,-1.7
2019/2/15,1.7,8.0,-1.3
2019/2/16,1.7,6.9,-2.7
2019/2/17,3.6,7.1,0.8
2019/2/18,4.1,10.0,-1.3
2019/2/19,4.2,7.8,0.0
2019/2/20,8.4,13.1,3.5
2019/2/21,6.5,10.3,2.6
2019/2/22,5.6,12.0,0.5
2019/2/23,5.6,9.6,1.8
2019/2/24,6.7,14.2,0.3
2019/2/25,7.5,15.4,-0.3
2019/2/26,6.4,10.9,3.4
2019/2/27,5.9,9.6,2.4
2019/2/28,4.7,6.0,2.7
2019/3/1,6.9,12.7,2.6
2019/3/2,6.9,11.2,2.2
2019/3/3,5.4,13.8,-1.6
2019/3/4,4.9,6.0,4.1
2019/3/5,7.0,12.8,2.7
2019/3/6,8.5,17.0,1.6
2019/3/7,5.9,8.6,2.8
2019/3/8,4.6,8.3,1.8
2019/3/9,8.0,17.3,-0.6
2019/3/10,10.5,18.7,1.8
2019/3/11,8.6,11.5,5.5
2019/3/12,10.2,15.2,7.3
2019/3/13,6.1,13.3,1.3
2019/3/14,4.0,8.6,0.5
2019/3/15,6.1,13.0,-0.7
2019/3/16,6.2,12.5,1.2
2019/3/17,6.4,11.3,1.0
2019/3/18,7.8,14.0,1.7
2019/3/19,10.2,18.6,3.4
2019/3/20,12.5,22.2,2.9
2019/3/21,15.7,19.9,10.2
2019/3/22,8.9,16.9,4.1
2019/3/23,3.9,7.2,0.3
2019/3/24,2.7,7.1,-1.0
2019/3/25,7.5,16.5,-2.3
2019/3/26,10.3,19.5,3.8
2019/3/27,10.4,16.5,6.0
2019/3/28,5.7,9.1,2.6
2019/3/29,6.2,11.6,0.5
2019/3/30,2.5,5.5,0.4
2019/3/31,4.9,12.0,0.6
