ダウンロードした時刻：2019/10/10 16:22:51

,福江,福江,福江
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1983/12/1,9.5,11.3,7.6
1983/12/2,12.8,15.9,10.2
1983/12/3,12.6,15.7,8.9
1983/12/4,10.1,11.9,9.1
1983/12/5,12.9,15.2,6.7
1983/12/6,10.9,14.7,4.9
1983/12/7,11.1,14.2,5.0
1983/12/8,9.6,13.6,4.3
1983/12/9,8.8,15.8,4.3
1983/12/10,13.9,18.9,5.2
1983/12/11,9.0,15.9,5.9
1983/12/12,7.1,11.8,2.4
1983/12/13,12.1,18.0,2.4
1983/12/14,11.2,13.8,8.9
1983/12/15,8.5,9.7,7.2
1983/12/16,7.7,9.2,6.1
1983/12/17,5.8,8.9,4.1
1983/12/18,5.6,7.4,3.3
1983/12/19,8.8,10.6,6.5
1983/12/20,9.4,12.0,6.1
1983/12/21,9.6,14.2,1.6
1983/12/22,10.1,12.6,6.8
1983/12/23,4.2,6.8,3.1
1983/12/24,4.9,7.3,2.8
1983/12/25,3.3,5.3,1.6
1983/12/26,4.8,7.0,2.6
1983/12/27,5.2,6.7,2.7
1983/12/28,4.0,5.7,1.8
1983/12/29,4.0,4.5,3.3
1983/12/30,4.0,5.7,2.4
1983/12/31,4.8,6.4,2.2
1984/1/1,6.6,9.1,4.9
1984/1/2,7.5,12.7,3.1
1984/1/3,7.1,10.6,3.7
1984/1/4,4.5,6.7,3.8
1984/1/5,3.3,5.7,-0.8
1984/1/6,3.6,8.3,-2.7
1984/1/7,5.1,7.0,4.0
1984/1/8,6.2,8.4,4.6
1984/1/9,8.2,10.6,4.1
1984/1/10,9.7,13.6,2.5
1984/1/11,5.9,10.5,0.7
1984/1/12,4.5,10.1,-1.1
1984/1/13,6.1,8.5,2.8
1984/1/14,7.4,13.0,1.0
1984/1/15,6.1,11.1,2.7
1984/1/16,1.4,2.8,0.2
1984/1/17,2.4,3.8,1.4
1984/1/18,2.1,5.0,0.1
1984/1/19,4.3,6.1,2.1
1984/1/20,6.6,9.4,0.3
1984/1/21,6.0,8.1,5.0
1984/1/22,3.8,5.6,1.7
1984/1/23,3.4,4.5,2.2
1984/1/24,4.2,7.8,1.3
1984/1/25,2.8,5.7,1.6
1984/1/26,1.2,2.7,0.0
1984/1/27,2.1,4.0,0.3
1984/1/28,2.4,3.6,1.6
1984/1/29,3.3,5.3,1.2
1984/1/30,5.1,7.8,2.6
1984/1/31,5.2,7.8,1.9
1984/2/1,4.7,9.7,0.8
1984/2/2,3.7,8.0,0.7
1984/2/3,1.0,2.9,-0.7
1984/2/4,2.6,4.4,-0.5
1984/2/5,4.6,7.3,-0.1
1984/2/6,0.0,4.8,-1.6
1984/2/7,-0.1,1.3,-1.8
1984/2/8,1.5,3.1,0.0
1984/2/9,1.9,3.7,1.3
1984/2/10,4.0,6.4,-0.7
1984/2/11,7.0,9.0,3.9
1984/2/12,7.3,10.3,3.1
1984/2/13,6.3,9.6,2.0
1984/2/14,6.3,9.5,1.7
1984/2/15,6.4,8.8,4.5
1984/2/16,6.3,9.8,-0.3
1984/2/17,6.0,8.3,3.5
1984/2/18,5.6,8.5,3.0
1984/2/19,4.9,10.0,-1.5
1984/2/20,5.8,11.0,0.7
1984/2/21,6.4,12.8,-0.5
1984/2/22,7.8,11.2,2.5
1984/2/23,10.7,15.2,8.8
1984/2/24,9.4,13.0,7.3
1984/2/25,8.8,10.7,6.7
1984/2/26,7.2,9.3,3.0
1984/2/27,3.3,5.0,2.5
1984/2/28,3.3,6.0,0.2
1984/2/29,2.5,3.6,-0.4
1984/3/1,4.7,7.9,1.0
1984/3/2,6.1,11.6,1.4
1984/3/3,5.2,9.9,1.3
1984/3/4,3.7,6.3,0.7
1984/3/5,4.7,10.1,-0.7
1984/3/6,6.4,9.9,0.5
1984/3/7,5.9,7.7,3.5
1984/3/8,6.4,9.4,3.2
1984/3/9,6.7,11.1,2.8
1984/3/10,6.5,8.8,2.9
1984/3/11,5.3,9.5,0.0
1984/3/12,11.1,16.6,3.0
1984/3/13,9.5,12.4,5.7
1984/3/14,9.1,11.1,8.0
1984/3/15,8.6,10.1,5.8
1984/3/16,10.2,12.7,8.0
1984/3/17,7.5,10.2,4.2
1984/3/18,9.0,13.2,4.6
1984/3/19,8.4,9.7,6.6
1984/3/20,8.5,11.4,4.4
1984/3/21,5.8,7.9,4.4
1984/3/22,6.3,9.3,2.2
1984/3/23,8.2,12.7,0.1
1984/3/24,11.3,16.3,8.5
1984/3/25,10.8,14.6,7.9
1984/3/26,10.5,15.3,4.6
1984/3/27,10.2,13.5,4.8
1984/3/28,10.0,14.8,3.9
1984/3/29,11.6,17.3,1.5
1984/3/30,14.5,15.7,12.4
1984/3/31,13.6,18.1,11.1
