ダウンロードした時刻：2017/07/24 15:44:14

,広島,広島,広島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2006/1/1,5.0,11.4,0.5
2006/1/2,5.8,10.7,3.4
2006/1/3,5.4,10.4,1.0
2006/1/4,3.1,5.8,0.5
2006/1/5,2.9,7.3,0.9
2006/1/6,2.4,5.9,-0.1
2006/1/7,1.7,6.9,-0.7
2006/1/8,2.3,6.5,-0.3
2006/1/9,3.5,8.9,-1.3
2006/1/10,4.2,11.1,-0.3
2006/1/11,5.0,11.2,0.4
2006/1/12,5.9,12.8,0.1
2006/1/13,6.8,8.3,5.3
2006/1/14,9.2,11.8,7.0
2006/1/15,8.0,12.0,5.1
2006/1/16,5.7,10.1,2.0
2006/1/17,8.0,12.6,4.8
2006/1/18,7.4,12.2,5.2
2006/1/19,4.9,7.8,3.1
2006/1/20,4.5,7.8,1.5
2006/1/21,4.6,8.0,1.1
2006/1/22,4.7,11.2,0.7
2006/1/23,2.7,8.4,-0.2
2006/1/24,3.3,10.1,-1.2
2006/1/25,4.1,9.5,0.1
2006/1/26,5.0,10.4,0.7
2006/1/27,5.0,12.0,0.4
2006/1/28,5.7,10.1,2.3
2006/1/29,6.1,12.1,0.0
2006/1/30,10.1,13.8,7.9
2006/1/31,10.6,12.5,9.0
2006/2/1,9.8,11.6,7.1
2006/2/2,7.8,11.4,4.6
2006/2/3,4.6,8.5,-0.6
2006/2/4,0.6,5.5,-1.8
2006/2/5,2.5,6.1,-1.0
2006/2/6,1.8,2.8,0.4
2006/2/7,4.6,8.7,1.7
2006/2/8,2.6,4.9,0.1
2006/2/9,2.0,7.0,-0.8
2006/2/10,3.8,10.8,-2.9
2006/2/11,7.4,10.8,4.5
2006/2/12,4.4,8.5,0.3
2006/2/13,4.4,12.1,-1.6
2006/2/14,5.4,8.4,0.9
2006/2/15,9.8,12.2,7.9
2006/2/16,9.4,12.0,7.7
2006/2/17,6.6,11.4,2.9
2006/2/18,4.7,8.9,1.4
2006/2/19,5.1,9.5,1.5
2006/2/20,5.3,9.9,2.6
2006/2/21,7.2,13.2,3.3
2006/2/22,8.9,13.5,5.3
2006/2/23,9.8,13.6,6.3
2006/2/24,9.4,16.3,4.4
2006/2/25,8.7,14.0,3.1
2006/2/26,10.7,13.9,8.4
2006/2/27,6.7,11.4,2.9
2006/2/28,6.2,11.8,1.1
2006/3/1,5.7,6.9,4.5
2006/3/2,5.0,9.4,2.8
2006/3/3,3.9,9.5,1.1
2006/3/4,4.4,10.7,-0.8
2006/3/5,7.9,15.0,0.8
2006/3/6,9.6,11.0,8.3
2006/3/7,10.1,14.9,6.1
2006/3/8,11.3,17.7,5.8
2006/3/9,10.0,13.8,5.7
2006/3/10,11.3,16.7,8.5
2006/3/11,12.2,18.7,6.0
2006/3/12,8.9,14.2,2.2
2006/3/13,2.4,6.5,-0.2
2006/3/14,2.8,6.3,0.2
2006/3/15,6.5,13.9,-1.0
2006/3/16,7.9,11.7,5.9
2006/3/17,11.2,19.3,6.4
2006/3/18,8.8,10.0,7.2
2006/3/19,8.0,11.5,2.8
2006/3/20,6.7,12.5,0.4
2006/3/21,8.5,13.7,3.7
2006/3/22,8.3,9.5,7.0
2006/3/23,10.7,17.5,7.6
2006/3/24,9.3,15.0,4.4
2006/3/25,9.7,16.4,2.6
2006/3/26,9.8,14.3,6.6
2006/3/27,11.8,17.2,5.8
2006/3/28,10.1,15.3,1.9
2006/3/29,6.4,11.9,2.6
2006/3/30,6.7,11.1,3.7
2006/3/31,6.5,13.0,0.4
2006/4/1,8.7,13.1,3.3
2006/4/2,12.7,20.6,8.7
2006/4/3,13.9,19.2,8.2
2006/4/4,11.4,17.2,7.9
2006/4/5,11.8,14.1,10.1
2006/4/6,11.2,16.3,6.0
2006/4/7,12.9,18.1,7.0
2006/4/8,15.9,21.1,11.0
2006/4/9,12.9,16.2,8.7
2006/4/10,11.6,13.0,9.2
2006/4/11,15.7,19.4,12.5
2006/4/12,15.8,20.8,12.9
2006/4/13,14.4,18.6,11.4
2006/4/14,12.0,15.9,10.0
2006/4/15,9.8,11.1,7.6
2006/4/16,11.3,18.7,7.1
2006/4/17,10.2,15.6,3.8
2006/4/18,14.7,20.6,7.8
2006/4/19,16.7,19.9,14.3
2006/4/20,12.5,16.2,9.1
2006/4/21,11.6,17.6,8.3
2006/4/22,9.9,12.7,7.2
2006/4/23,13.9,18.3,10.3
2006/4/24,14.2,17.8,10.8
2006/4/25,13.8,20.7,8.0
2006/4/26,11.7,17.8,7.7
2006/4/27,14.0,19.6,10.7
2006/4/28,14.4,21.1,7.4
2006/4/29,16.2,21.2,10.6
2006/4/30,19.1,24.1,13.7
2006/5/1,21.6,26.5,16.2
