ダウンロードした時刻：2017/07/24 15:43:52

,京都,京都,京都
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1999/1/1,4.3,7.8,2.1
1999/1/2,5.3,10.4,0.6
1999/1/3,5.5,9.4,3.1
1999/1/4,5.3,9.6,2.2
1999/1/5,6.5,12.2,2.3
1999/1/6,6.2,11.8,0.8
1999/1/7,6.8,13.0,0.5
1999/1/8,1.6,5.1,-0.8
1999/1/9,1.7,6.6,-1.7
1999/1/10,2.6,6.5,-1.1
1999/1/11,4.0,7.7,1.7
1999/1/12,4.0,7.5,0.8
1999/1/13,5.2,10.4,1.7
1999/1/14,5.4,9.5,2.7
1999/1/15,4.4,6.0,3.6
1999/1/16,6.3,10.5,2.8
1999/1/17,3.7,6.4,0.2
1999/1/18,4.6,11.8,-0.8
1999/1/19,6.4,8.9,2.4
1999/1/20,8.3,13.0,4.9
1999/1/21,4.3,8.4,1.7
1999/1/22,4.1,10.7,-0.8
1999/1/23,6.3,13.1,0.5
1999/1/24,7.8,9.1,6.9
1999/1/25,8.3,11.3,5.6
1999/1/26,7.1,11.1,2.5
1999/1/27,5.6,10.9,0.3
1999/1/28,5.5,10.5,2.5
1999/1/29,3.7,8.7,0.6
1999/1/30,3.0,6.8,0.4
1999/1/31,4.2,10.9,-0.9
1999/2/1,6.1,10.3,3.3
1999/2/2,5.0,11.2,1.5
1999/2/3,0.3,3.5,-3.4
1999/2/4,-0.9,2.4,-4.2
1999/2/5,2.6,8.3,-2.6
1999/2/6,3.1,7.5,-0.1
1999/2/7,4.2,12.5,-1.8
1999/2/8,5.6,13.5,0.5
1999/2/9,6.2,13.1,0.7
1999/2/10,5.7,10.6,3.5
1999/2/11,3.6,5.0,1.1
1999/2/12,3.1,6.7,0.4
1999/2/13,1.5,5.2,-1.1
1999/2/14,2.6,8.3,-1.9
1999/2/15,5.1,10.4,1.4
1999/2/16,6.0,13.0,0.2
1999/2/17,7.8,15.6,1.0
1999/2/18,6.7,8.3,5.2
1999/2/19,4.3,6.7,0.8
1999/2/20,3.1,8.8,-1.3
1999/2/21,3.0,7.6,0.9
1999/2/22,4.5,10.6,-0.3
1999/2/23,5.9,12.0,0.5
1999/2/24,6.7,9.1,4.5
1999/2/25,8.4,12.6,3.6
1999/2/26,8.2,13.2,1.2
1999/2/27,8.1,14.8,1.9
1999/2/28,3.7,7.9,1.1
1999/3/1,7.5,15.6,1.4
1999/3/2,9.4,16.2,3.1
1999/3/3,10.5,16.7,5.5
1999/3/4,10.8,16.6,3.9
1999/3/5,14.2,18.7,10.0
1999/3/6,9.5,13.3,5.7
1999/3/7,7.4,8.9,5.4
1999/3/8,8.4,12.0,6.6
1999/3/9,6.7,8.6,4.9
1999/3/10,7.7,13.0,3.9
1999/3/11,7.6,11.3,5.5
1999/3/12,5.5,8.5,2.4
1999/3/13,8.8,14.4,1.4
1999/3/14,14.4,19.1,9.9
1999/3/15,14.8,16.6,12.1
1999/3/16,11.5,14.7,7.6
1999/3/17,13.3,21.2,5.0
1999/3/18,16.8,21.9,10.8
1999/3/19,14.7,17.1,9.4
1999/3/20,6.8,9.4,5.0
1999/3/21,6.8,8.1,4.5
1999/3/22,4.1,7.9,1.7
1999/3/23,6.1,12.2,1.2
1999/3/24,10.3,17.1,1.8
1999/3/25,14.5,19.3,9.9
1999/3/26,15.9,17.9,14.6
1999/3/27,11.3,15.3,6.5
1999/3/28,8.0,13.5,3.7
1999/3/29,5.4,8.6,3.4
1999/3/30,7.1,10.2,3.3
1999/3/31,12.2,18.8,8.2
1999/4/1,14.5,21.6,6.0
1999/4/2,13.6,19.0,8.5
1999/4/3,9.0,12.8,5.8
1999/4/4,10.0,17.1,4.1
1999/4/5,11.6,17.0,5.9
1999/4/6,11.9,17.8,7.1
1999/4/7,8.2,12.0,4.5
1999/4/8,8.1,14.3,3.6
1999/4/9,11.2,18.5,2.5
1999/4/10,13.0,15.5,11.3
1999/4/11,15.7,22.4,10.6
1999/4/12,15.9,21.1,9.7
1999/4/13,16.7,21.8,12.3
1999/4/14,13.4,18.4,9.4
1999/4/15,12.8,18.2,7.3
1999/4/16,14.8,22.0,8.7
1999/4/17,15.8,20.8,10.5
1999/4/18,13.9,15.2,12.7
1999/4/19,16.5,18.5,14.8
1999/4/20,17.6,22.5,13.1
1999/4/21,17.4,24.5,10.5
1999/4/22,19.1,24.8,15.3
1999/4/23,16.3,18.0,14.2
1999/4/24,15.6,17.9,13.9
1999/4/25,16.2,20.0,14.1
1999/4/26,16.2,19.5,14.0
1999/4/27,17.0,22.4,13.5
1999/4/28,15.0,21.1,11.0
1999/4/29,11.4,15.9,7.6
1999/4/30,13.4,21.8,5.1
1999/5/1,16.4,24.1,8.4
