ダウンロードした時刻：2019/10/10 16:09:32

,広島,広島,広島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2003/12/1,13.5,17.5,11.1
2003/12/2,12.8,17.8,9.2
2003/12/3,11.4,17.1,7.5
2003/12/4,9.6,16.2,4.4
2003/12/5,10.8,15.4,6.3
2003/12/6,12.7,15.9,10.8
2003/12/7,8.1,13.2,2.8
2003/12/8,5.7,10.9,0.6
2003/12/9,8.1,12.7,4.5
2003/12/10,8.9,14.5,4.8
2003/12/11,7.2,8.0,5.9
2003/12/12,8.3,12.9,3.9
2003/12/13,6.3,11.8,3.5
2003/12/14,6.5,12.8,2.0
2003/12/15,5.6,10.8,2.4
2003/12/16,6.3,11.1,3.1
2003/12/17,8.0,12.3,3.1
2003/12/18,8.3,11.1,6.0
2003/12/19,3.1,7.7,-0.4
2003/12/20,1.9,6.0,-0.6
2003/12/21,3.0,8.2,0.5
2003/12/22,5.4,13.7,-0.2
2003/12/23,6.4,14.6,0.6
2003/12/24,7.5,16.3,1.7
2003/12/25,8.4,15.0,1.5
2003/12/26,7.0,11.1,1.2
2003/12/27,4.0,8.3,1.6
2003/12/28,5.2,11.1,1.6
2003/12/29,4.5,7.8,0.5
2003/12/30,7.6,14.5,3.0
2003/12/31,7.4,10.7,5.5
2004/1/1,6.9,12.9,2.8
2004/1/2,4.6,8.4,2.0
2004/1/3,6.9,12.6,3.6
2004/1/4,6.0,12.3,1.5
2004/1/5,6.8,13.8,2.1
2004/1/6,7.3,13.5,2.7
2004/1/7,8.1,13.8,3.7
2004/1/8,5.8,9.7,2.1
2004/1/9,4.7,10.0,-0.1
2004/1/10,7.0,12.6,2.0
2004/1/11,6.3,8.6,4.3
2004/1/12,5.4,9.2,0.5
2004/1/13,5.1,8.3,1.9
2004/1/14,3.7,7.7,0.8
2004/1/15,4.1,11.1,-0.6
2004/1/16,4.6,7.3,2.1
2004/1/17,4.6,10.4,0.9
2004/1/18,5.7,10.4,0.9
2004/1/19,5.9,9.6,2.4
2004/1/20,4.2,9.7,0.5
2004/1/21,2.8,8.0,-0.6
2004/1/22,-2.0,0.0,-4.0
2004/1/23,2.0,6.2,-1.2
2004/1/24,1.5,7.5,-2.1
2004/1/25,1.5,6.5,-1.7
2004/1/26,1.7,6.2,-2.4
2004/1/27,3.1,8.0,0.5
2004/1/28,3.3,9.7,-1.9
2004/1/29,5.0,12.2,-0.6
2004/1/30,6.3,13.7,1.0
2004/1/31,6.8,13.1,2.1
2004/2/1,7.0,12.3,1.3
2004/2/2,8.1,11.0,5.5
2004/2/3,5.1,8.8,1.4
2004/2/4,3.1,8.0,0.4
2004/2/5,2.0,6.1,-0.3
2004/2/6,2.0,7.2,-0.9
2004/2/7,1.8,6.6,0.0
2004/2/8,3.5,9.8,-1.5
2004/2/9,5.0,10.6,1.4
2004/2/10,5.2,10.5,0.5
2004/2/11,7.0,14.4,0.9
2004/2/12,7.7,14.0,3.1
2004/2/13,6.9,12.7,1.6
2004/2/14,7.4,15.9,0.9
2004/2/15,7.8,13.0,4.1
2004/2/16,6.6,13.5,2.2
2004/2/17,6.6,14.2,1.0
2004/2/18,8.2,14.9,2.1
2004/2/19,9.1,17.8,3.5
2004/2/20,10.8,18.6,4.2
2004/2/21,12.8,20.2,6.2
2004/2/22,14.8,18.3,12.0
2004/2/23,8.9,12.4,5.3
2004/2/24,7.6,11.5,1.9
2004/2/25,11.2,16.9,6.2
2004/2/26,10.3,14.2,4.6
2004/2/27,6.6,11.1,2.8
2004/2/28,7.0,13.0,0.9
2004/2/29,11.2,18.4,6.5
2004/3/1,9.2,14.2,6.5
2004/3/2,6.6,12.7,3.7
2004/3/3,4.3,7.1,0.0
2004/3/4,3.7,7.8,0.4
2004/3/5,5.5,11.7,-1.8
2004/3/6,3.7,7.8,0.3
2004/3/7,2.3,7.7,-0.3
2004/3/8,5.3,10.4,-0.1
2004/3/9,8.2,14.7,2.7
2004/3/10,11.6,19.2,3.2
2004/3/11,14.4,17.5,10.7
2004/3/12,10.7,14.9,5.8
2004/3/13,8.7,15.9,2.2
2004/3/14,10.2,17.0,3.6
2004/3/15,11.1,17.2,5.3
2004/3/16,12.7,19.6,5.1
2004/3/17,16.8,20.0,13.0
2004/3/18,10.9,15.7,6.1
2004/3/19,8.3,13.0,3.0
2004/3/20,9.6,13.9,7.2
2004/3/21,9.3,13.0,5.0
2004/3/22,6.5,9.7,4.2
2004/3/23,10.3,16.2,4.5
2004/3/24,12.6,17.0,8.2
2004/3/25,10.9,13.9,8.5
2004/3/26,11.5,18.1,6.7
2004/3/27,9.7,15.4,3.4
2004/3/28,12.4,20.2,5.4
2004/3/29,14.5,22.0,6.4
2004/3/30,14.5,17.1,13.2
2004/3/31,13.3,19.0,7.3
