ダウンロードした時刻：2019/10/10 15:39:13

,山形,山形,山形
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2001/12/1,4.7,8.3,0.5
2001/12/2,4.0,7.7,0.4
2001/12/3,2.6,6.6,-0.7
2001/12/4,3.8,7.1,0.2
2001/12/5,2.2,6.1,0.1
2001/12/6,1.9,3.7,0.2
2001/12/7,2.2,5.5,-0.9
2001/12/8,1.5,5.2,-1.3
2001/12/9,1.9,4.7,-0.5
2001/12/10,-0.2,1.7,-2.6
2001/12/11,-0.5,2.3,-3.0
2001/12/12,1.7,5.0,-1.2
2001/12/13,2.4,5.7,-1.6
2001/12/14,0.5,4.2,-0.7
2001/12/15,-1.0,0.5,-1.9
2001/12/16,-0.5,2.5,-1.8
2001/12/17,-0.8,0.5,-2.8
2001/12/18,-0.4,1.8,-1.6
2001/12/19,-0.1,2.0,-1.4
2001/12/20,1.0,2.9,-1.4
2001/12/21,0.9,2.4,-0.7
2001/12/22,1.1,4.4,-1.3
2001/12/23,1.1,3.7,-2.2
2001/12/24,1.8,7.5,-3.1
2001/12/25,0.3,2.8,-1.5
2001/12/26,0.3,5.0,-3.5
2001/12/27,0.7,3.6,-1.9
2001/12/28,-0.1,2.0,-1.8
2001/12/29,0.3,6.1,-2.9
2001/12/30,-1.2,4.4,-4.8
2001/12/31,-1.5,1.0,-3.5
2002/1/1,0.6,7.4,-3.8
2002/1/2,-2.0,0.4,-4.4
2002/1/3,-2.0,-0.3,-3.7
2002/1/4,-0.1,3.0,-3.1
2002/1/5,0.3,3.7,-1.4
2002/1/6,-0.4,3.4,-4.3
2002/1/7,-2.2,0.8,-5.0
2002/1/8,1.8,5.5,-2.5
2002/1/9,0.3,1.8,-0.6
2002/1/10,1.4,3.8,-0.5
2002/1/11,2.4,4.9,0.5
2002/1/12,3.4,8.0,-0.8
2002/1/13,2.1,7.2,-1.9
2002/1/14,-0.3,4.5,-3.6
2002/1/15,0.1,3.7,-3.7
2002/1/16,1.7,3.7,0.2
2002/1/17,0.9,2.5,-1.3
2002/1/18,0.8,4.1,-1.9
2002/1/19,-0.1,4.2,-3.7
2002/1/20,-2.1,2.6,-6.9
2002/1/21,3.4,8.0,-1.7
2002/1/22,5.1,8.0,1.3
2002/1/23,1.5,3.3,0.2
2002/1/24,0.5,2.5,-0.8
2002/1/25,0.2,1.8,-1.3
2002/1/26,0.4,4.0,-2.8
2002/1/27,0.5,2.0,-0.9
2002/1/28,0.8,2.9,-1.8
2002/1/29,-0.8,1.9,-2.5
2002/1/30,0.2,4.4,-3.7
2002/1/31,-0.7,1.6,-2.8
2002/2/1,0.1,3.8,-3.4
2002/2/2,2.7,7.5,-2.2
2002/2/3,2.5,5.2,0.1
2002/2/4,1.3,5.9,-1.5
2002/2/5,1.1,4.5,-2.7
2002/2/6,3.7,9.1,-0.7
2002/2/7,3.5,11.4,-0.6
2002/2/8,6.0,10.0,1.6
2002/2/9,0.0,7.4,-4.1
2002/2/10,-2.2,1.0,-5.3
2002/2/11,-2.2,-0.1,-3.4
2002/2/12,-2.8,-0.6,-5.3
2002/2/13,-3.0,1.1,-5.9
2002/2/14,-2.6,2.2,-6.7
2002/2/15,-0.7,2.7,-4.8
2002/2/16,1.4,6.1,-1.4
2002/2/17,2.6,7.7,-1.0
2002/2/18,0.1,5.3,-2.6
2002/2/19,-0.2,2.2,-3.0
2002/2/20,3.7,7.0,-0.3
2002/2/21,6.1,11.5,0.4
2002/2/22,5.3,8.1,2.7
2002/2/23,3.1,7.3,0.0
2002/2/24,1.5,5.4,-2.2
2002/2/25,1.7,7.9,-3.3
2002/2/26,2.5,9.2,-2.2
2002/2/27,3.6,9.1,-0.7
2002/2/28,3.0,4.5,0.8
2002/3/1,5.6,11.7,1.9
2002/3/2,1.6,11.6,-1.9
2002/3/3,0.0,4.1,-3.8
2002/3/4,3.5,8.7,-2.5
2002/3/5,4.4,9.3,-0.7
2002/3/6,5.5,11.0,2.3
2002/3/7,4.4,7.6,0.6
2002/3/8,2.0,6.2,-0.6
2002/3/9,7.8,14.1,1.2
2002/3/10,7.6,13.3,1.1
2002/3/11,4.3,7.0,-0.9
2002/3/12,7.1,10.7,2.7
2002/3/13,5.0,10.1,0.1
2002/3/14,9.0,18.1,-1.2
2002/3/15,8.4,13.6,5.0
2002/3/16,7.1,12.7,2.8
2002/3/17,8.7,18.0,0.4
2002/3/18,9.2,15.0,3.1
2002/3/19,6.5,11.9,1.1
2002/3/20,7.0,12.0,2.1
2002/3/21,9.3,18.0,-0.6
2002/3/22,8.3,12.0,5.7
2002/3/23,4.3,9.9,0.4
2002/3/24,2.8,6.8,0.5
2002/3/25,4.5,10.3,-0.1
2002/3/26,8.0,16.6,-1.4
2002/3/27,6.1,8.4,2.9
2002/3/28,5.0,10.2,1.4
2002/3/29,7.4,15.0,0.5
2002/3/30,9.8,14.8,5.3
2002/3/31,8.1,13.5,2.7
