ダウンロードした時刻：2017/07/24 15:44:07

,彦根,彦根,彦根
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2016/1/1,6.4,10.4,1.8
2016/1/2,5.6,10.2,1.0
2016/1/3,7.0,11.8,2.3
2016/1/4,8.5,12.1,3.7
2016/1/5,8.3,12.9,4.6
2016/1/6,8.9,11.2,6.9
2016/1/7,7.1,9.7,5.1
2016/1/8,6.2,9.2,2.5
2016/1/9,5.6,8.5,3.2
2016/1/10,6.2,10.3,2.0
2016/1/11,6.6,9.2,4.5
2016/1/12,5.7,8.5,2.9
2016/1/13,4.7,9.8,0.9
2016/1/14,4.7,9.9,0.9
2016/1/15,4.5,8.2,2.1
2016/1/16,4.8,9.0,2.4
2016/1/17,4.4,8.0,0.5
2016/1/18,7.4,9.8,3.7
2016/1/19,2.4,5.5,-0.2
2016/1/20,1.4,3.9,-2.1
2016/1/21,2.8,5.6,0.6
2016/1/22,2.9,6.7,-0.5
2016/1/23,2.1,4.9,-1.3
2016/1/24,-0.2,2.6,-3.5
2016/1/25,-0.7,3.5,-5.4
2016/1/26,0.9,5.6,-5.2
2016/1/27,3.9,9.1,-0.8
2016/1/28,4.0,8.7,-1.7
2016/1/29,5.6,7.3,4.1
2016/1/30,6.7,8.5,5.0
2016/1/31,7.1,10.9,4.7
2016/2/1,5.3,6.4,4.0
2016/2/2,5.0,9.0,3.3
2016/2/3,4.8,8.6,0.5
2016/2/4,4.0,9.8,-0.7
2016/2/5,5.2,10.3,0.7
2016/2/6,4.4,8.0,1.5
2016/2/7,3.7,6.7,-0.5
2016/2/8,3.0,8.1,-2.5
2016/2/9,3.9,9.2,1.2
2016/2/10,4.1,7.5,1.1
2016/2/11,5.3,10.8,-0.3
2016/2/12,6.3,11.3,0.8
2016/2/13,10.3,15.3,7.9
2016/2/14,11.7,19.4,8.8
2016/2/15,4.9,8.9,1.6
2016/2/16,3.1,7.3,-0.2
2016/2/17,3.0,6.7,1.6
2016/2/18,4.6,9.5,0.0
2016/2/19,7.5,13.5,1.6
2016/2/20,7.4,8.8,6.1
2016/2/21,6.4,8.8,3.4
2016/2/22,5.9,8.3,4.4
2016/2/23,6.8,11.1,2.8
2016/2/24,4.2,6.8,1.7
2016/2/25,4.0,8.3,1.6
2016/2/26,4.0,8.0,0.9
2016/2/27,6.2,12.0,0.5
2016/2/28,7.9,13.8,2.2
2016/2/29,5.4,9.0,0.1
2016/3/1,1.1,3.4,-0.5
2016/3/2,3.7,8.5,-0.1
2016/3/3,5.4,12.4,-0.2
2016/3/4,8.3,15.0,2.3
2016/3/5,12.7,19.4,8.7
2016/3/6,16.0,20.0,12.8
2016/3/7,12.8,17.1,10.1
2016/3/8,11.6,16.0,9.2
2016/3/9,7.8,10.8,5.3
2016/3/10,6.2,8.6,4.6
2016/3/11,5.8,10.1,1.7
2016/3/12,5.6,10.3,0.7
2016/3/13,5.9,10.8,1.0
2016/3/14,6.2,7.7,4.6
2016/3/15,6.6,9.8,2.0
2016/3/16,5.1,9.6,0.0
2016/3/17,8.7,15.8,2.0
2016/3/18,11.6,17.6,5.1
2016/3/19,12.2,16.4,9.3
2016/3/20,9.0,10.6,7.2
2016/3/21,7.7,11.0,6.0
2016/3/22,7.5,13.4,1.2
2016/3/23,9.6,15.1,5.9
2016/3/24,7.7,10.6,4.9
2016/3/25,5.0,7.8,2.4
2016/3/26,6.2,11.6,0.5
2016/3/27,7.6,14.8,1.1
2016/3/28,9.0,14.1,4.8
2016/3/29,10.0,16.2,3.4
2016/3/30,12.0,18.4,6.6
2016/3/31,12.6,19.4,6.2
2016/4/1,13.1,15.7,11.2
2016/4/2,14.6,20.4,9.5
2016/4/3,16.0,19.6,12.6
2016/4/4,12.8,16.0,10.2
2016/4/5,11.8,15.8,7.5
2016/4/6,12.3,18.3,5.8
2016/4/7,12.7,15.5,11.0
2016/4/8,13.0,16.0,9.4
2016/4/9,13.8,20.6,8.1
2016/4/10,13.7,16.9,10.4
2016/4/11,9.3,13.0,6.3
2016/4/12,9.7,16.2,2.4
2016/4/13,14.4,18.4,11.9
2016/4/14,14.5,20.7,11.7
2016/4/15,11.7,14.4,7.1
2016/4/16,13.4,22.9,4.9
2016/4/17,18.8,27.1,13.6
2016/4/18,13.4,16.6,10.6
2016/4/19,12.1,17.2,7.0
2016/4/20,13.5,20.7,6.8
2016/4/21,14.7,17.2,12.8
2016/4/22,14.4,17.8,11.9
2016/4/23,14.8,21.4,9.9
2016/4/24,14.8,19.3,12.5
2016/4/25,16.4,22.1,11.1
2016/4/26,17.7,24.4,11.4
2016/4/27,16.4,19.1,14.9
2016/4/28,14.3,16.1,12.3
2016/4/29,11.9,14.3,10.3
2016/4/30,13.5,19.5,6.2
2016/5/1,15.9,22.6,10.4
