ダウンロードした時刻：2019/10/10 16:20:36

,長崎,長崎,長崎
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1994/12/1,15.0,19.5,10.6
1994/12/2,14.7,17.8,10.3
1994/12/3,9.4,11.2,8.1
1994/12/4,8.9,10.6,7.4
1994/12/5,11.3,14.6,6.8
1994/12/6,9.1,14.7,4.5
1994/12/7,14.3,20.3,8.1
1994/12/8,14.7,19.7,9.7
1994/12/9,17.6,20.0,12.8
1994/12/10,14.9,18.6,11.7
1994/12/11,14.3,16.2,13.0
1994/12/12,13.7,17.5,11.4
1994/12/13,11.5,14.1,8.4
1994/12/14,9.4,13.0,6.8
1994/12/15,9.2,13.2,7.9
1994/12/16,5.3,8.0,1.6
1994/12/17,5.6,9.3,1.1
1994/12/18,6.0,10.3,3.2
1994/12/19,6.4,11.3,1.7
1994/12/20,9.8,13.1,7.1
1994/12/21,8.6,11.0,5.3
1994/12/22,7.6,13.6,3.1
1994/12/23,10.2,15.6,6.0
1994/12/24,12.1,16.9,7.7
1994/12/25,13.9,16.9,11.9
1994/12/26,11.0,12.4,9.0
1994/12/27,10.3,14.3,7.5
1994/12/28,9.0,12.5,6.3
1994/12/29,8.0,12.6,4.8
1994/12/30,10.1,15.2,6.5
1994/12/31,9.1,11.3,5.8
1995/1/1,7.4,10.8,3.5
1995/1/2,7.0,12.6,2.4
1995/1/3,9.8,10.7,5.7
1995/1/4,9.6,11.9,6.9
1995/1/5,6.2,8.6,4.3
1995/1/6,7.0,9.2,4.6
1995/1/7,10.8,14.8,7.2
1995/1/8,11.4,16.8,6.3
1995/1/9,13.2,15.8,8.4
1995/1/10,6.7,8.9,5.1
1995/1/11,5.7,7.5,4.5
1995/1/12,5.5,7.4,3.2
1995/1/13,5.3,8.4,3.3
1995/1/14,3.3,5.9,0.5
1995/1/15,4.4,8.1,0.0
1995/1/16,6.5,9.5,3.6
1995/1/17,6.6,9.7,2.8
1995/1/18,7.3,11.1,1.9
1995/1/19,8.2,10.4,5.0
1995/1/20,8.2,11.5,4.1
1995/1/21,7.1,10.1,3.4
1995/1/22,14.3,17.9,9.3
1995/1/23,10.7,13.1,8.4
1995/1/24,5.9,8.5,4.7
1995/1/25,5.6,8.5,2.7
1995/1/26,6.5,10.6,3.1
1995/1/27,4.4,8.3,1.3
1995/1/28,4.3,7.3,1.2
1995/1/29,4.5,6.6,2.5
1995/1/30,3.2,5.4,-0.3
1995/1/31,1.9,5.9,-1.8
1995/2/1,3.6,6.9,1.2
1995/2/2,4.4,9.3,0.1
1995/2/3,6.4,11.8,2.7
1995/2/4,6.2,10.3,3.5
1995/2/5,4.4,6.1,2.5
1995/2/6,5.3,8.2,1.4
1995/2/7,8.8,11.7,3.3
1995/2/8,11.0,14.4,7.3
1995/2/9,8.9,11.5,6.5
1995/2/10,7.7,11.5,5.2
1995/2/11,7.6,13.5,1.7
1995/2/12,11.0,15.0,6.7
1995/2/13,11.5,14.5,9.3
1995/2/14,8.8,11.8,6.2
1995/2/15,8.1,10.5,7.1
1995/2/16,6.9,9.9,5.1
1995/2/17,6.2,11.4,1.5
1995/2/18,6.2,10.6,2.7
1995/2/19,8.4,13.7,5.4
1995/2/20,7.9,13.6,3.0
1995/2/21,7.8,10.5,5.6
1995/2/22,7.1,11.9,3.6
1995/2/23,8.9,15.1,3.5
1995/2/24,10.1,15.3,6.4
1995/2/25,9.7,13.5,6.8
1995/2/26,8.3,10.4,6.9
1995/2/27,8.3,12.5,4.5
1995/2/28,7.7,10.7,4.1
1995/3/1,8.5,12.3,6.2
1995/3/2,8.9,14.2,3.7
1995/3/3,7.8,9.1,6.6
1995/3/4,5.1,10.0,1.3
1995/3/5,6.1,10.0,1.7
1995/3/6,10.1,15.1,4.2
1995/3/7,11.2,15.6,6.6
1995/3/8,11.6,17.4,6.0
1995/3/9,12.5,14.1,10.7
1995/3/10,11.7,15.3,10.0
1995/3/11,10.8,13.1,8.6
1995/3/12,10.0,12.5,6.8
1995/3/13,9.7,14.7,5.5
1995/3/14,10.7,15.9,7.0
1995/3/15,11.4,16.1,5.6
1995/3/16,14.1,17.2,11.7
1995/3/17,9.7,13.8,6.3
1995/3/18,6.6,8.9,3.9
1995/3/19,7.6,11.3,3.8
1995/3/20,10.3,15.9,4.6
1995/3/21,13.1,16.4,9.8
1995/3/22,14.7,21.0,9.2
1995/3/23,16.2,21.8,11.9
1995/3/24,13.8,15.6,12.5
1995/3/25,11.3,13.0,8.9
1995/3/26,9.7,13.7,6.1
1995/3/27,10.9,15.5,5.3
1995/3/28,12.4,16.6,9.5
1995/3/29,11.3,13.3,9.5
1995/3/30,12.7,14.0,11.9
1995/3/31,13.4,17.4,10.2
