ダウンロードした時刻：2017/07/24 15:41:56

,静岡,静岡,静岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1996/1/1,9.9,15.3,4.1
1996/1/2,6.5,11.5,1.6
1996/1/3,10.0,16.8,2.6
1996/1/4,7.6,11.9,3.3
1996/1/5,5.6,10.7,0.7
1996/1/6,7.1,12.3,2.4
1996/1/7,8.0,13.7,2.8
1996/1/8,8.7,14.2,4.0
1996/1/9,2.1,4.8,0.3
1996/1/10,4.4,8.5,0.8
1996/1/11,5.1,12.4,-1.8
1996/1/12,6.5,12.6,0.4
1996/1/13,7.0,12.9,1.5
1996/1/14,8.8,13.9,1.9
1996/1/15,15.0,20.9,9.9
1996/1/16,15.5,19.8,8.7
1996/1/17,8.9,12.2,5.5
1996/1/18,8.1,10.9,5.9
1996/1/19,5.7,7.0,4.6
1996/1/20,5.8,8.7,3.9
1996/1/21,7.0,11.9,1.4
1996/1/22,6.2,9.8,3.2
1996/1/23,7.0,10.9,4.0
1996/1/24,4.4,9.2,0.1
1996/1/25,3.7,8.8,-2.2
1996/1/26,4.6,8.5,1.0
1996/1/27,3.3,8.3,-1.2
1996/1/28,5.1,11.0,-1.7
1996/1/29,6.5,11.6,-0.2
1996/1/30,4.9,9.0,1.7
1996/1/31,3.1,8.2,-0.4
1996/2/1,3.2,7.2,1.0
1996/2/2,1.2,4.8,-2.0
1996/2/3,2.3,9.9,-4.4
1996/2/4,3.1,9.5,-2.7
1996/2/5,6.3,13.3,-1.6
1996/2/6,4.6,8.4,-0.5
1996/2/7,4.0,10.0,-2.6
1996/2/8,5.9,10.7,-0.7
1996/2/9,9.3,14.5,3.4
1996/2/10,3.9,9.1,-1.4
1996/2/11,3.4,9.1,-3.8
1996/2/12,8.5,17.1,-2.0
1996/2/13,11.2,20.2,3.1
1996/2/14,12.3,19.4,4.9
1996/2/15,13.8,20.1,9.3
1996/2/16,8.2,12.5,4.2
1996/2/17,2.9,4.2,1.6
1996/2/18,2.4,4.6,0.6
1996/2/19,2.8,6.8,-0.6
1996/2/20,3.0,6.5,-0.6
1996/2/21,3.9,7.7,1.2
1996/2/22,2.7,6.1,0.0
1996/2/23,4.6,10.9,-1.5
1996/2/24,5.7,10.2,-0.9
1996/2/25,7.3,10.5,4.8
1996/2/26,9.3,12.7,5.7
1996/2/27,8.3,10.7,5.9
1996/2/28,7.0,12.4,0.4
1996/2/29,7.8,12.7,0.2
1996/3/1,10.8,18.6,7.5
1996/3/2,7.1,13.6,0.9
1996/3/3,6.3,12.5,-0.7
1996/3/4,7.5,15.1,0.5
1996/3/5,5.9,9.8,0.4
1996/3/6,5.6,9.9,0.5
1996/3/7,5.4,11.4,0.4
1996/3/8,8.0,14.1,3.4
1996/3/9,7.8,13.6,2.3
1996/3/10,6.9,11.0,3.5
1996/3/11,7.8,14.2,1.5
1996/3/12,7.0,10.3,2.9
1996/3/13,8.2,12.2,3.3
1996/3/14,9.2,13.5,2.8
1996/3/15,8.8,10.8,7.6
1996/3/16,11.9,16.3,5.8
1996/3/17,11.1,13.6,8.8
1996/3/18,12.5,17.6,9.0
1996/3/19,9.6,14.6,6.7
1996/3/20,8.6,12.0,6.0
1996/3/21,11.8,18.1,4.3
1996/3/22,12.8,15.0,10.9
1996/3/23,11.8,14.2,9.5
1996/3/24,9.5,12.7,7.4
1996/3/25,12.2,18.6,7.5
1996/3/26,12.5,15.9,9.5
1996/3/27,12.6,16.6,7.7
1996/3/28,12.8,17.4,7.9
1996/3/29,11.6,14.7,9.6
1996/3/30,13.8,18.6,9.9
1996/3/31,18.5,23.7,13.9
1996/4/1,13.0,16.1,10.0
1996/4/2,8.7,12.6,3.5
1996/4/3,7.9,13.3,0.6
1996/4/4,8.9,14.8,1.6
1996/4/5,10.0,15.5,1.6
1996/4/6,11.5,18.2,3.7
1996/4/7,10.9,14.4,8.4
1996/4/8,12.0,16.3,6.8
1996/4/9,11.5,14.8,8.9
1996/4/10,10.5,14.9,5.9
1996/4/11,9.0,14.3,5.1
1996/4/12,7.4,12.0,2.2
1996/4/13,7.4,12.6,0.4
1996/4/14,10.7,17.9,1.5
1996/4/15,12.4,16.2,9.9
1996/4/16,12.0,13.5,9.2
1996/4/17,13.5,18.5,8.0
1996/4/18,16.9,24.5,12.0
1996/4/19,11.5,14.7,9.2
1996/4/20,10.6,14.2,8.6
1996/4/21,10.9,14.3,7.5
1996/4/22,11.5,15.6,6.6
1996/4/23,12.3,17.0,7.1
1996/4/24,14.1,19.7,7.5
1996/4/25,16.0,23.4,8.3
1996/4/26,16.2,20.2,10.3
1996/4/27,17.4,23.0,12.6
1996/4/28,16.9,21.6,11.2
1996/4/29,17.6,22.6,10.8
1996/4/30,18.1,22.0,14.7
1996/5/1,18.5,21.7,14.7
