ダウンロードした時刻：2019/10/10 15:39:24

,山形,山形,山形
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2010/12/1,8.4,15.5,3.2
2010/12/2,6.0,13.1,-0.1
2010/12/3,9.8,17.4,4.8
2010/12/4,6.0,8.9,3.8
2010/12/5,10.9,15.5,5.1
2010/12/6,11.2,17.7,5.6
2010/12/7,6.1,9.1,3.2
2010/12/8,2.9,7.1,-0.1
2010/12/9,2.7,7.9,-2.0
2010/12/10,3.0,6.9,-0.7
2010/12/11,4.2,9.7,-2.1
2010/12/12,4.2,8.4,-0.4
2010/12/13,0.5,2.6,-2.2
2010/12/14,5.1,8.8,1.7
2010/12/15,-0.1,4.6,-1.8
2010/12/16,-0.6,2.2,-3.2
2010/12/17,0.7,3.7,-1.4
2010/12/18,1.9,5.6,-1.5
2010/12/19,2.4,6.9,-0.3
2010/12/20,4.1,10.8,-1.2
2010/12/21,4.1,8.9,-1.2
2010/12/22,5.2,8.7,3.3
2010/12/23,5.5,9.7,2.7
2010/12/24,0.8,4.6,-2.7
2010/12/25,-1.3,-0.3,-2.9
2010/12/26,0.9,3.0,-0.6
2010/12/27,0.8,3.1,-0.1
2010/12/28,1.6,6.5,-2.5
2010/12/29,1.5,4.0,-0.6
2010/12/30,-0.2,2.9,-3.4
2010/12/31,1.0,3.1,-0.6
2011/1/1,1.4,4.5,0.2
2011/1/2,1.7,5.7,-0.3
2011/1/3,0.9,4.0,-2.1
2011/1/4,0.6,4.7,-3.1
2011/1/5,2.5,6.2,0.2
2011/1/6,-0.9,2.1,-4.3
2011/1/7,-3.0,-0.6,-5.3
2011/1/8,0.1,2.2,-2.7
2011/1/9,-1.2,2.4,-3.9
2011/1/10,-3.4,-0.8,-6.3
2011/1/11,-3.0,1.4,-6.8
2011/1/12,-2.4,1.0,-5.4
2011/1/13,-3.1,-0.5,-5.3
2011/1/14,-3.6,0.6,-6.4
2011/1/15,-4.1,-1.5,-6.7
2011/1/16,-4.8,-2.0,-8.9
2011/1/17,-0.9,2.0,-6.1
2011/1/18,0.0,3.5,-2.3
2011/1/19,-1.3,0.2,-2.6
2011/1/20,-2.2,0.0,-3.5
2011/1/21,-1.3,2.2,-4.3
2011/1/22,-1.3,2.1,-5.2
2011/1/23,-1.7,1.7,-5.2
2011/1/24,-3.1,-0.5,-6.0
2011/1/25,-1.8,2.4,-7.9
2011/1/26,0.4,4.1,-2.7
2011/1/27,-1.2,2.5,-4.5
2011/1/28,-2.3,0.7,-4.3
2011/1/29,-3.3,-0.4,-6.2
2011/1/30,-3.9,-1.4,-5.9
2011/1/31,-2.5,0.5,-5.4
2011/2/1,-0.3,1.8,-2.2
2011/2/2,-0.1,5.9,-4.1
2011/2/3,-1.3,4.5,-6.5
2011/2/4,-0.6,7.0,-5.9
2011/2/5,0.2,5.1,-3.7
2011/2/6,-0.2,5.0,-5.9
2011/2/7,0.8,3.8,-2.5
2011/2/8,-0.3,4.3,-4.7
2011/2/9,-0.4,2.0,-2.3
2011/2/10,-0.8,1.3,-2.4
2011/2/11,-0.9,2.7,-4.9
2011/2/12,-1.2,0.1,-2.3
2011/2/13,-0.5,3.2,-4.1
2011/2/14,0.0,4.4,-3.3
2011/2/15,0.4,3.4,-2.1
2011/2/16,0.8,7.7,-5.9
2011/2/17,0.2,5.4,-5.0
2011/2/18,1.3,6.0,-1.5
2011/2/19,0.2,4.7,-2.8
2011/2/20,-0.8,4.2,-5.8
2011/2/21,-0.1,5.9,-3.6
2011/2/22,0.5,8.4,-5.9
2011/2/23,2.3,10.0,-3.9
2011/2/24,5.4,13.9,-1.5
2011/2/25,3.5,8.5,-1.9
2011/2/26,0.2,3.8,-2.1
2011/2/27,0.5,4.7,-5.0
2011/2/28,0.9,2.4,0.1
2011/3/1,1.9,3.8,0.6
2011/3/2,0.5,3.9,-2.5
2011/3/3,-2.5,0.6,-3.8
2011/3/4,-2.3,1.4,-5.8
2011/3/5,1.1,5.0,-2.8
2011/3/6,2.9,8.3,-2.8
2011/3/7,1.5,3.4,-1.8
2011/3/8,1.0,5.7,-2.9
2011/3/9,-0.2,4.9,-2.2
2011/3/10,-2.2,0.5,-4.7
2011/3/11,-1.1,3.1,-4.4
2011/3/12,1.4,6.8,-3.6
2011/3/13,5.7,14.0,-3.2
2011/3/14,8.1,17.5,-0.8
2011/3/15,2.6,5.9,0.0
2011/3/16,-0.7,2.2,-4.0
2011/3/17,-2.5,0.5,-4.6
2011/3/18,-1.0,4.4,-6.9
2011/3/19,2.3,10.6,-3.3
2011/3/20,5.0,10.5,0.0
2011/3/21,4.4,7.6,1.1
2011/3/22,3.2,9.8,0.0
2011/3/23,0.9,5.0,-1.2
2011/3/24,1.7,8.8,-2.0
2011/3/25,1.4,5.3,-1.6
2011/3/26,1.0,5.7,-0.6
2011/3/27,1.2,6.6,-1.7
2011/3/28,2.4,8.6,-2.9
2011/3/29,5.4,13.1,-3.1
2011/3/30,5.7,13.0,0.0
2011/3/31,4.6,8.8,1.5
