ダウンロードした時刻：2019/10/10 15:58:44

,静岡,静岡,静岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2011/12/1,11.5,15.3,8.3
2011/12/2,10.0,13.4,7.4
2011/12/3,14.8,17.6,12.1
2011/12/4,15.1,18.9,9.6
2011/12/5,12.2,17.0,6.9
2011/12/6,10.1,13.2,7.3
2011/12/7,10.9,15.4,7.6
2011/12/8,11.3,14.4,8.7
2011/12/9,9.2,12.1,5.7
2011/12/10,8.1,13.7,1.4
2011/12/11,9.4,14.2,5.1
2011/12/12,8.7,15.1,2.9
2011/12/13,10.1,15.3,3.7
2011/12/14,10.4,14.7,6.9
2011/12/15,10.5,18.0,4.6
2011/12/16,8.5,13.3,4.5
2011/12/17,5.8,10.6,0.6
2011/12/18,6.4,12.4,0.4
2011/12/19,7.5,13.8,1.1
2011/12/20,6.3,11.3,0.3
2011/12/21,7.6,13.7,2.7
2011/12/22,8.0,12.3,4.6
2011/12/23,6.2,11.7,1.7
2011/12/24,5.9,11.9,0.5
2011/12/25,5.2,9.2,2.7
2011/12/26,5.2,9.9,1.5
2011/12/27,4.1,9.6,-2.1
2011/12/28,6.0,11.1,1.0
2011/12/29,7.4,12.4,1.8
2011/12/30,7.2,11.6,1.5
2011/12/31,6.7,10.2,3.7
2012/1/1,8.1,13.2,3.3
2012/1/2,8.1,15.2,3.0
2012/1/3,6.3,10.8,0.8
2012/1/4,6.7,9.8,4.2
2012/1/5,5.3,11.1,1.3
2012/1/6,5.0,10.8,-0.3
2012/1/7,5.8,11.1,0.1
2012/1/8,6.6,11.9,1.0
2012/1/9,7.1,12.6,2.7
2012/1/10,6.8,11.8,2.0
2012/1/11,7.2,15.1,1.5
2012/1/12,4.3,9.1,-0.8
2012/1/13,6.0,13.4,-0.4
2012/1/14,5.8,11.3,0.0
2012/1/15,5.8,8.8,2.2
2012/1/16,5.6,7.5,3.1
2012/1/17,4.7,8.3,1.5
2012/1/18,5.6,11.6,0.2
2012/1/19,7.2,12.1,2.8
2012/1/20,7.4,9.1,5.1
2012/1/21,7.6,8.6,6.5
2012/1/22,8.8,13.6,5.9
2012/1/23,9.9,16.1,5.0
2012/1/24,5.1,10.2,0.6
2012/1/25,4.8,10.2,1.0
2012/1/26,4.0,9.9,-0.8
2012/1/27,5.2,10.8,1.1
2012/1/28,4.4,8.5,-0.3
2012/1/29,4.5,8.4,0.5
2012/1/30,3.4,8.2,-2.0
2012/1/31,4.5,10.7,-1.8
2012/2/1,4.7,11.1,-1.0
2012/2/2,2.4,7.1,-1.8
2012/2/3,1.7,7.6,-4.4
2012/2/4,4.5,10.1,-2.3
2012/2/5,5.7,10.6,-0.4
2012/2/6,7.1,8.3,5.2
2012/2/7,14.0,17.7,8.2
2012/2/8,7.6,12.4,2.0
2012/2/9,4.4,9.6,0.1
2012/2/10,5.2,11.9,-1.4
2012/2/11,5.9,10.1,0.6
2012/2/12,5.8,11.8,-1.3
2012/2/13,6.8,11.4,2.6
2012/2/14,7.2,8.7,4.5
2012/2/15,9.1,11.7,5.5
2012/2/16,7.1,9.2,4.1
2012/2/17,6.1,12.2,2.5
2012/2/18,4.2,9.8,0.0
2012/2/19,3.6,8.4,-1.5
2012/2/20,5.1,11.4,-1.0
2012/2/21,7.0,11.7,-0.3
2012/2/22,9.5,13.2,6.2
2012/2/23,10.4,14.1,7.8
2012/2/24,11.2,16.4,5.9
2012/2/25,11.1,14.6,9.2
2012/2/26,8.5,10.9,6.8
2012/2/27,7.1,11.5,2.8
2012/2/28,6.4,10.5,3.0
2012/2/29,7.5,11.2,5.0
2012/3/1,9.4,14.1,3.8
2012/3/2,8.8,10.6,6.2
2012/3/3,9.4,11.9,8.5
2012/3/4,7.4,9.3,6.5
2012/3/5,9.3,11.2,7.0
2012/3/6,17.0,23.8,10.8
2012/3/7,14.5,18.3,11.9
2012/3/8,12.5,14.5,11.2
2012/3/9,10.0,11.4,9.0
2012/3/10,8.8,10.0,7.9
2012/3/11,9.1,13.6,5.6
2012/3/12,7.2,12.8,2.7
2012/3/13,6.3,11.1,-0.2
2012/3/14,7.3,11.9,2.5
2012/3/15,9.4,15.6,2.0
2012/3/16,8.5,12.5,3.7
2012/3/17,10.2,12.4,7.7
2012/3/18,12.2,14.8,8.9
2012/3/19,12.2,16.4,8.1
2012/3/20,11.2,16.8,6.2
2012/3/21,9.1,13.7,3.1
2012/3/22,11.5,20.2,2.3
2012/3/23,10.2,12.9,8.8
2012/3/24,13.5,19.0,9.3
2012/3/25,9.2,13.4,5.4
2012/3/26,8.7,14.8,3.8
2012/3/27,8.6,14.2,2.0
2012/3/28,11.9,19.0,4.5
2012/3/29,11.0,16.1,4.1
2012/3/30,14.2,20.0,6.5
2012/3/31,14.5,16.8,7.6
