ダウンロードした時刻：2017/07/24 15:44:39

,大阪,大阪,大阪
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1982/1/1,6.5,10.7,4.2
1982/1/2,6.0,11.0,2.3
1982/1/3,5.2,11.1,0.2
1982/1/4,9.9,13.9,4.3
1982/1/5,9.0,12.5,5.5
1982/1/6,6.4,9.7,4.4
1982/1/7,3.6,6.8,0.4
1982/1/8,2.9,7.2,-1.0
1982/1/9,5.8,10.2,0.2
1982/1/10,6.9,11.2,3.0
1982/1/11,7.2,13.3,1.0
1982/1/12,9.9,14.0,6.3
1982/1/13,5.8,9.0,2.6
1982/1/14,4.6,7.6,1.4
1982/1/15,4.7,8.4,0.1
1982/1/16,4.4,7.8,0.5
1982/1/17,2.3,6.3,-0.2
1982/1/18,3.7,10.0,-1.7
1982/1/19,2.9,5.5,1.2
1982/1/20,4.0,7.7,-0.8
1982/1/21,6.1,9.4,0.6
1982/1/22,8.2,12.2,3.3
1982/1/23,6.9,11.3,4.3
1982/1/24,5.7,8.6,0.7
1982/1/25,5.8,8.2,3.5
1982/1/26,5.9,9.6,2.7
1982/1/27,6.2,10.7,1.4
1982/1/28,3.2,6.4,0.4
1982/1/29,0.7,3.7,-1.7
1982/1/30,1.9,5.3,-1.0
1982/1/31,2.5,6.2,-2.7
1982/2/1,4.7,7.2,2.8
1982/2/2,3.0,6.2,0.7
1982/2/3,4.4,7.4,-1.0
1982/2/4,5.0,7.2,3.5
1982/2/5,3.3,6.8,1.5
1982/2/6,4.0,8.7,-0.1
1982/2/7,2.0,6.1,-0.7
1982/2/8,3.0,7.0,-0.2
1982/2/9,4.1,7.3,-1.1
1982/2/10,4.6,7.9,1.6
1982/2/11,4.6,8.7,-1.0
1982/2/12,6.8,11.4,3.4
1982/2/13,5.9,10.7,3.0
1982/2/14,4.2,7.8,1.1
1982/2/15,4.2,8.9,0.3
1982/2/16,6.3,10.9,-1.1
1982/2/17,4.7,7.9,3.3
1982/2/18,7.0,12.2,2.0
1982/2/19,8.8,11.7,5.1
1982/2/20,10.9,12.6,9.1
1982/2/21,8.7,10.7,5.6
1982/2/22,8.0,11.7,5.5
1982/2/23,7.6,12.3,3.7
1982/2/24,6.0,9.0,4.8
1982/2/25,5.3,9.1,2.8
1982/2/26,3.9,7.7,1.0
1982/2/27,5.5,10.1,-0.9
1982/2/28,7.3,12.2,2.2
1982/3/1,6.8,8.6,4.8
1982/3/2,4.9,8.1,2.2
1982/3/3,5.3,9.5,1.7
1982/3/4,8.9,14.8,0.8
1982/3/5,11.5,15.3,8.3
1982/3/6,9.7,13.0,7.0
1982/3/7,5.2,9.0,3.0
1982/3/8,5.6,9.7,0.9
1982/3/9,7.3,12.0,2.2
1982/3/10,8.8,14.5,3.0
1982/3/11,10.5,16.7,3.5
1982/3/12,10.2,14.6,6.1
1982/3/13,11.1,17.3,8.0
1982/3/14,11.4,17.9,5.1
1982/3/15,14.1,18.8,10.5
1982/3/16,14.9,18.4,12.1
1982/3/17,11.9,17.0,8.3
1982/3/18,9.7,14.9,6.4
1982/3/19,9.6,15.3,4.4
1982/3/20,11.6,14.8,8.4
1982/3/21,11.5,14.9,9.0
1982/3/22,12.2,18.6,5.5
1982/3/23,15.3,21.1,8.6
1982/3/24,9.8,16.5,4.1
1982/3/25,5.1,9.5,3.0
1982/3/26,5.8,10.8,2.6
1982/3/27,7.2,12.7,2.6
1982/3/28,8.4,15.7,2.9
1982/3/29,10.3,16.6,2.8
1982/3/30,13.9,19.7,6.1
1982/3/31,12.0,14.5,8.6
1982/4/1,11.4,16.8,6.7
1982/4/2,15.4,21.3,7.4
1982/4/3,11.5,17.6,7.6
1982/4/4,8.7,12.9,6.5
1982/4/5,11.0,16.9,4.9
1982/4/6,13.1,17.7,9.2
1982/4/7,12.7,15.5,11.1
1982/4/8,14.7,18.7,10.9
1982/4/9,9.4,14.4,5.5
1982/4/10,8.6,12.5,5.5
1982/4/11,10.2,16.0,4.5
1982/4/12,13.0,19.3,5.4
1982/4/13,15.4,20.0,11.1
1982/4/14,14.0,15.4,12.9
1982/4/15,14.4,17.5,12.1
1982/4/16,13.4,20.2,8.6
1982/4/17,11.9,15.3,7.5
1982/4/18,11.8,15.7,8.0
1982/4/19,13.1,18.1,6.3
1982/4/20,15.4,21.2,8.2
1982/4/21,11.6,15.9,9.1
1982/4/22,13.2,18.9,8.2
1982/4/23,15.0,21.2,7.5
1982/4/24,16.9,22.3,11.1
1982/4/25,18.3,24.8,12.2
1982/4/26,18.4,24.2,14.6
1982/4/27,19.8,25.5,15.1
1982/4/28,19.1,24.2,15.4
1982/4/29,19.6,23.4,16.7
1982/4/30,19.8,25.6,15.7
1982/5/1,20.1,23.2,17.8
