ダウンロードした時刻：2019/10/10 16:16:14

,高松,高松,高松
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1997/12/1,11.0,14.4,7.0
1997/12/2,6.6,10.3,2.9
1997/12/3,4.6,8.5,1.8
1997/12/4,4.8,10.6,-0.6
1997/12/5,6.3,13.1,0.1
1997/12/6,9.2,15.4,2.0
1997/12/7,13.6,16.6,10.2
1997/12/8,14.6,16.9,12.5
1997/12/9,9.9,12.5,8.3
1997/12/10,5.1,8.7,0.4
1997/12/11,4.6,10.7,-1.5
1997/12/12,6.0,7.9,3.0
1997/12/13,8.2,11.3,5.6
1997/12/14,7.9,13.0,2.9
1997/12/15,10.4,15.1,4.8
1997/12/16,8.4,13.0,4.8
1997/12/17,9.1,10.3,6.9
1997/12/18,11.7,15.7,8.5
1997/12/19,10.2,15.3,4.9
1997/12/20,11.9,14.1,9.0
1997/12/21,10.5,13.4,7.5
1997/12/22,7.3,8.7,6.6
1997/12/23,7.8,10.7,3.8
1997/12/24,7.5,10.8,3.1
1997/12/25,7.2,12.4,1.9
1997/12/26,8.9,10.2,6.0
1997/12/27,11.1,16.1,7.6
1997/12/28,9.1,14.8,4.3
1997/12/29,7.3,11.5,2.3
1997/12/30,8.3,10.5,5.7
1997/12/31,8.6,12.0,3.3
1998/1/1,5.8,8.1,3.4
1998/1/2,7.9,13.5,4.0
1998/1/3,6.8,13.4,1.0
1998/1/4,8.7,12.5,5.9
1998/1/5,5.9,8.5,2.9
1998/1/6,7.0,10.8,2.9
1998/1/7,7.0,11.4,2.7
1998/1/8,6.9,8.2,6.0
1998/1/9,7.5,11.2,3.2
1998/1/10,5.0,9.1,0.2
1998/1/11,6.0,7.3,5.0
1998/1/12,6.5,10.7,4.0
1998/1/13,6.3,10.3,2.1
1998/1/14,6.7,8.1,5.6
1998/1/15,6.4,7.0,5.9
1998/1/16,7.7,11.9,3.1
1998/1/17,7.0,11.0,1.2
1998/1/18,9.8,12.1,6.5
1998/1/19,2.6,6.6,0.0
1998/1/20,3.7,6.8,0.6
1998/1/21,6.0,9.9,2.4
1998/1/22,4.9,8.3,1.0
1998/1/23,3.3,4.9,1.6
1998/1/24,1.2,3.9,-1.4
1998/1/25,2.2,5.8,-1.2
1998/1/26,4.8,8.7,1.6
1998/1/27,6.1,9.7,2.5
1998/1/28,5.5,8.9,2.8
1998/1/29,4.4,7.9,0.7
1998/1/30,4.5,10.4,-2.6
1998/1/31,8.7,12.2,5.4
1998/2/1,3.9,6.9,0.3
1998/2/2,4.1,9.8,-1.9
1998/2/3,5.2,9.2,-0.8
1998/2/4,6.1,9.1,2.8
1998/2/5,3.7,9.3,-1.5
1998/2/6,5.9,11.6,0.3
1998/2/7,3.9,8.7,0.4
1998/2/8,4.4,8.7,0.8
1998/2/9,4.9,9.0,1.5
1998/2/10,6.2,11.1,0.8
1998/2/11,4.0,10.1,-2.3
1998/2/12,10.0,18.2,1.7
1998/2/13,12.8,18.8,8.9
1998/2/14,10.3,13.1,7.6
1998/2/15,7.2,10.2,5.0
1998/2/16,6.1,11.6,0.0
1998/2/17,7.0,10.4,2.5
1998/2/18,4.8,8.9,0.0
1998/2/19,8.9,14.8,0.9
1998/2/20,11.7,12.8,10.8
1998/2/21,10.4,13.4,5.4
1998/2/22,6.4,11.2,1.9
1998/2/23,7.7,9.9,5.4
1998/2/24,9.2,10.4,8.5
1998/2/25,9.1,10.3,8.4
1998/2/26,9.5,13.2,6.9
1998/2/27,9.1,15.7,3.3
1998/2/28,8.6,14.2,4.7
1998/3/1,8.5,11.7,6.0
1998/3/2,7.7,13.4,2.2
1998/3/3,8.0,14.9,1.5
1998/3/4,10.2,15.6,4.4
1998/3/5,7.0,10.1,5.5
1998/3/6,9.2,14.9,3.1
1998/3/7,8.8,11.6,5.2
1998/3/8,6.1,10.6,-0.3
1998/3/9,10.6,16.2,5.9
1998/3/10,8.4,10.0,7.6
1998/3/11,10.0,12.8,7.1
1998/3/12,11.6,14.6,9.2
1998/3/13,10.5,15.3,6.4
1998/3/14,12.0,18.0,6.2
1998/3/15,7.0,9.8,2.8
1998/3/16,7.2,13.4,1.8
1998/3/17,9.6,16.2,4.1
1998/3/18,8.4,14.4,2.8
1998/3/19,10.0,15.1,2.0
1998/3/20,11.1,16.0,7.1
1998/3/21,9.0,12.7,6.1
1998/3/22,9.5,13.0,5.4
1998/3/23,7.9,13.2,3.0
1998/3/24,10.6,15.7,6.6
1998/3/25,11.9,15.9,8.9
1998/3/26,11.1,16.3,6.0
1998/3/27,12.7,15.4,9.8
1998/3/28,14.8,18.8,10.6
1998/3/29,14.9,21.8,8.1
1998/3/30,16.2,24.4,8.2
1998/3/31,16.4,23.5,10.1
