ダウンロードした時刻：2019/10/10 16:10:50

,神戸,神戸,神戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1987/12/1,5.6,9.9,1.1
1987/12/2,3.6,7.2,-0.1
1987/12/3,5.6,9.8,2.2
1987/12/4,5.6,9.6,3.2
1987/12/5,5.6,8.7,3.3
1987/12/6,4.5,8.2,2.2
1987/12/7,5.2,9.7,1.5
1987/12/8,7.0,12.6,1.9
1987/12/9,8.1,9.4,7.1
1987/12/10,9.0,14.3,6.0
1987/12/11,9.6,12.4,7.9
1987/12/12,9.0,12.3,6.9
1987/12/13,7.8,12.5,5.1
1987/12/14,7.8,11.3,4.0
1987/12/15,9.1,12.7,4.6
1987/12/16,9.5,12.0,6.1
1987/12/17,7.2,12.0,4.5
1987/12/18,6.4,10.4,2.8
1987/12/19,8.1,12.8,3.2
1987/12/20,9.4,12.7,6.2
1987/12/21,8.2,11.6,5.4
1987/12/22,7.5,10.7,3.4
1987/12/23,9.8,14.0,6.8
1987/12/24,8.8,13.9,4.7
1987/12/25,10.9,15.1,5.1
1987/12/26,13.5,18.0,9.7
1987/12/27,13.1,17.4,9.4
1987/12/28,12.9,18.0,9.5
1987/12/29,13.2,18.1,9.3
1987/12/30,10.0,16.0,4.6
1987/12/31,6.4,10.7,3.7
1988/1/1,7.7,12.8,2.3
1988/1/2,10.2,12.7,7.4
1988/1/3,9.0,11.9,6.5
1988/1/4,7.9,9.1,5.8
1988/1/5,5.5,8.4,2.3
1988/1/6,4.0,9.3,0.9
1988/1/7,5.4,7.9,1.6
1988/1/8,8.0,12.1,5.5
1988/1/9,5.8,9.2,1.6
1988/1/10,2.7,6.4,-0.2
1988/1/11,3.5,7.9,-0.3
1988/1/12,5.4,8.7,1.4
1988/1/13,6.5,11.3,2.1
1988/1/14,8.0,13.7,2.8
1988/1/15,8.2,9.6,6.2
1988/1/16,8.6,12.1,6.0
1988/1/17,7.1,10.6,4.8
1988/1/18,5.2,8.3,3.2
1988/1/19,5.1,8.8,0.5
1988/1/20,6.6,11.5,2.6
1988/1/21,9.7,13.9,4.0
1988/1/22,11.8,15.3,8.6
1988/1/23,4.7,12.2,-0.4
1988/1/24,0.7,3.2,-2.1
1988/1/25,4.2,8.0,1.5
1988/1/26,5.4,8.8,2.4
1988/1/27,5.6,9.4,2.6
1988/1/28,5.9,9.5,2.7
1988/1/29,7.6,11.6,3.5
1988/1/30,7.5,10.3,2.5
1988/1/31,5.8,8.8,2.6
1988/2/1,5.0,8.8,2.6
1988/2/2,4.7,10.2,-0.6
1988/2/3,-0.5,2.6,-2.5
1988/2/4,2.6,6.7,-2.2
1988/2/5,10.9,16.0,2.6
1988/2/6,7.8,13.0,1.8
1988/2/7,1.1,5.0,-1.0
1988/2/8,2.0,6.6,-1.0
1988/2/9,3.3,7.3,0.1
1988/2/10,2.3,7.0,-0.2
1988/2/11,2.9,6.2,-1.2
1988/2/12,4.8,9.1,1.3
1988/2/13,5.8,9.6,1.6
1988/2/14,4.6,8.4,0.8
1988/2/15,3.3,6.9,1.1
1988/2/16,2.9,6.8,0.1
1988/2/17,2.4,5.4,0.5
1988/2/18,2.7,7.1,-0.1
1988/2/19,3.1,7.1,-0.7
1988/2/20,5.2,8.7,0.3
1988/2/21,3.3,6.9,0.0
1988/2/22,4.7,9.2,-1.2
1988/2/23,6.8,8.9,5.9
1988/2/24,6.4,11.1,3.5
1988/2/25,5.7,10.2,2.3
1988/2/26,6.7,8.9,5.3
1988/2/27,3.9,5.3,1.7
1988/2/28,4.7,8.8,0.4
1988/2/29,6.2,8.9,2.8
1988/3/1,7.8,8.7,5.9
1988/3/2,8.9,13.3,6.1
1988/3/3,4.8,9.0,-0.1
1988/3/4,3.1,7.2,-1.0
1988/3/5,3.7,7.0,0.6
1988/3/6,5.5,9.3,1.0
1988/3/7,4.6,8.1,0.8
1988/3/8,3.3,7.5,-1.1
1988/3/9,5.2,9.0,0.3
1988/3/10,6.7,10.7,2.4
1988/3/11,11.1,15.7,4.0
1988/3/12,11.4,15.1,6.2
1988/3/13,10.3,16.2,5.1
1988/3/14,13.1,18.3,8.2
1988/3/15,7.2,14.7,2.0
1988/3/16,3.8,6.6,1.2
1988/3/17,6.4,9.1,2.4
1988/3/18,7.9,11.4,4.9
1988/3/19,9.1,14.1,3.8
1988/3/20,8.7,13.8,5.0
1988/3/21,8.9,11.4,6.4
1988/3/22,10.8,12.4,9.1
1988/3/23,9.4,13.1,7.3
1988/3/24,7.4,11.2,2.9
1988/3/25,7.9,9.9,5.5
1988/3/26,7.0,9.2,5.1
1988/3/27,7.5,11.9,4.1
1988/3/28,8.8,15.4,1.5
1988/3/29,10.5,16.0,8.4
1988/3/30,9.4,11.3,7.9
1988/3/31,9.3,14.5,5.7
