ダウンロードした時刻：2017/07/24 15:47:34

,鹿児島,鹿児島,鹿児島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1992/1/1,11.7,15.5,8.8
1992/1/2,13.1,18.4,10.2
1992/1/3,9.5,13.5,6.0
1992/1/4,8.3,13.1,4.2
1992/1/5,9.6,14.3,4.0
1992/1/6,14.5,17.5,12.0
1992/1/7,12.0,17.4,7.1
1992/1/8,9.7,13.9,4.4
1992/1/9,11.1,14.1,8.9
1992/1/10,9.0,13.0,6.1
1992/1/11,8.7,14.7,2.8
1992/1/12,11.0,17.0,5.8
1992/1/13,10.0,13.5,7.2
1992/1/14,8.3,11.6,5.0
1992/1/15,5.9,10.9,1.7
1992/1/16,5.7,11.2,0.3
1992/1/17,7.3,9.8,5.5
1992/1/18,6.5,9.2,4.5
1992/1/19,7.1,11.6,3.2
1992/1/20,8.1,14.0,1.7
1992/1/21,9.8,14.4,6.9
1992/1/22,8.1,12.7,4.2
1992/1/23,8.5,11.1,5.9
1992/1/24,6.7,12.8,1.6
1992/1/25,8.9,13.3,3.7
1992/1/26,10.7,16.6,6.0
1992/1/27,8.8,14.8,4.1
1992/1/28,8.5,15.5,2.3
1992/1/29,11.5,18.1,3.9
1992/1/30,13.8,16.4,10.6
1992/1/31,8.3,10.8,5.8
1992/2/1,6.2,9.7,2.3
1992/2/2,5.8,11.8,-0.5
1992/2/3,11.3,16.3,4.9
1992/2/4,10.7,14.2,6.2
1992/2/5,8.7,14.0,4.9
1992/2/6,7.9,14.2,2.4
1992/2/7,7.7,10.9,3.8
1992/2/8,7.4,11.6,4.2
1992/2/9,5.7,9.4,1.8
1992/2/10,7.0,11.3,4.6
1992/2/11,7.7,12.4,2.0
1992/2/12,9.0,12.6,5.2
1992/2/13,8.5,13.9,2.6
1992/2/14,7.8,12.5,2.9
1992/2/15,6.9,10.3,3.3
1992/2/16,7.1,10.5,2.1
1992/2/17,5.6,11.7,0.0
1992/2/18,7.8,14.7,2.2
1992/2/19,8.3,12.7,4.4
1992/2/20,7.2,10.3,4.0
1992/2/21,5.9,10.2,2.9
1992/2/22,6.6,11.1,2.5
1992/2/23,6.3,13.0,-0.1
1992/2/24,7.5,9.9,3.9
1992/2/25,9.6,14.0,5.0
1992/2/26,8.5,16.4,0.7
1992/2/27,11.6,19.6,3.4
1992/2/28,13.6,16.4,10.7
1992/2/29,17.8,22.6,13.0
1992/3/1,17.8,20.9,16.3
1992/3/2,15.6,17.6,12.7
1992/3/3,13.1,14.6,12.2
1992/3/4,12.2,13.7,11.4
1992/3/5,14.5,16.6,10.9
1992/3/6,10.2,13.6,7.1
1992/3/7,9.2,14.4,5.0
1992/3/8,10.5,16.5,3.5
1992/3/9,12.8,14.1,11.7
1992/3/10,13.7,18.7,9.1
1992/3/11,12.9,19.4,5.9
1992/3/12,13.3,17.5,10.7
1992/3/13,14.0,17.8,9.5
1992/3/14,16.7,19.4,14.2
1992/3/15,18.2,21.4,16.6
1992/3/16,16.0,17.7,13.5
1992/3/17,13.1,13.9,12.3
1992/3/18,14.0,19.0,10.6
1992/3/19,12.0,14.2,10.4
1992/3/20,13.1,14.8,11.7
1992/3/21,14.8,19.3,9.6
1992/3/22,12.7,17.7,7.1
1992/3/23,14.6,16.5,13.6
1992/3/24,13.6,15.0,12.4
1992/3/25,14.5,17.1,12.2
1992/3/26,14.1,14.9,13.4
1992/3/27,14.2,15.3,13.1
1992/3/28,15.1,16.5,13.9
1992/3/29,15.5,17.1,13.9
1992/3/30,16.5,22.7,12.2
1992/3/31,15.4,20.0,12.3
1992/4/1,16.5,21.0,14.8
1992/4/2,16.2,21.0,12.9
1992/4/3,16.1,20.2,10.8
1992/4/4,16.4,18.0,14.3
1992/4/5,18.1,23.9,13.3
1992/4/6,16.8,23.1,10.3
1992/4/7,19.2,22.8,16.2
1992/4/8,20.1,24.1,16.5
1992/4/9,19.5,22.8,17.7
1992/4/10,17.9,21.4,15.3
1992/4/11,14.6,17.1,11.2
1992/4/12,13.0,16.8,10.1
1992/4/13,12.4,18.6,6.4
1992/4/14,13.3,19.5,6.4
1992/4/15,13.5,22.4,8.2
1992/4/16,11.8,16.5,7.2
1992/4/17,12.5,18.4,5.1
1992/4/18,16.7,23.2,9.5
1992/4/19,18.5,24.0,12.2
1992/4/20,16.6,23.7,9.5
1992/4/21,18.2,24.1,10.3
1992/4/22,20.0,24.5,14.2
1992/4/23,18.1,24.8,11.3
1992/4/24,17.3,21.1,12.7
1992/4/25,18.8,25.2,14.7
1992/4/26,18.9,23.4,14.7
1992/4/27,17.6,18.9,15.8
1992/4/28,20.4,25.8,16.6
1992/4/29,19.6,25.1,13.9
1992/4/30,18.9,23.0,15.6
1992/5/1,17.2,21.9,13.0
