ダウンロードした時刻：2019/10/10 15:52:04

,水戸,水戸,水戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2002/12/1,7.1,9.7,4.2
2002/12/2,8.3,13.3,3.2
2002/12/3,6.7,13.1,0.9
2002/12/4,8.7,10.8,5.3
2002/12/5,10.5,16.5,5.7
2002/12/6,7.9,13.1,3.6
2002/12/7,4.3,6.4,2.7
2002/12/8,4.4,6.4,1.1
2002/12/9,0.7,1.6,0.1
2002/12/10,1.7,4.3,-0.2
2002/12/11,1.6,7.4,-2.6
2002/12/12,1.6,8.3,-3.4
2002/12/13,2.1,8.0,-1.8
2002/12/14,1.3,7.1,-4.1
2002/12/15,1.9,8.9,-3.6
2002/12/16,5.3,13.0,-1.6
2002/12/17,7.7,13.8,0.8
2002/12/18,4.2,11.3,-0.3
2002/12/19,5.6,10.0,0.4
2002/12/20,5.2,9.9,0.9
2002/12/21,2.5,4.4,-0.2
2002/12/22,4.9,9.4,2.3
2002/12/23,2.7,8.3,-1.6
2002/12/24,3.4,5.7,0.6
2002/12/25,4.7,9.8,0.0
2002/12/26,3.9,8.1,1.0
2002/12/27,1.7,6.0,-3.3
2002/12/28,-0.5,6.0,-5.8
2002/12/29,2.0,8.8,-4.2
2002/12/30,1.0,8.2,-4.7
2002/12/31,2.6,8.4,-3.0
2003/1/1,2.6,5.7,-0.6
2003/1/2,1.0,4.5,-3.0
2003/1/3,0.0,3.7,-4.3
2003/1/4,5.3,11.9,1.3
2003/1/5,1.8,6.9,-2.6
2003/1/6,1.1,7.4,-3.2
2003/1/7,0.5,7.3,-5.2
2003/1/8,1.5,8.3,-3.9
2003/1/9,1.6,9.0,-3.4
2003/1/10,4.2,12.5,-1.5
2003/1/11,4.4,9.6,-0.3
2003/1/12,3.5,11.5,-3.5
2003/1/13,4.7,12.5,-2.2
2003/1/14,5.7,14.4,-1.2
2003/1/15,1.8,5.2,-2.2
2003/1/16,-0.5,5.5,-7.1
2003/1/17,3.5,13.9,-4.4
2003/1/18,2.1,6.9,-1.7
2003/1/19,2.5,5.0,-0.4
2003/1/20,4.0,9.4,0.7
2003/1/21,2.3,7.0,-2.7
2003/1/22,1.2,8.0,-5.6
2003/1/23,1.4,3.7,-1.6
2003/1/24,3.2,8.4,-1.2
2003/1/25,2.6,8.6,-2.7
2003/1/26,2.9,7.6,-0.8
2003/1/27,3.2,6.2,1.0
2003/1/28,7.5,13.1,2.1
2003/1/29,2.8,8.0,-1.4
2003/1/30,2.5,7.9,-1.8
2003/1/31,2.2,10.5,-4.7
2003/2/1,1.9,7.6,-3.8
2003/2/2,0.6,5.6,-6.0
2003/2/3,1.7,8.0,-4.0
2003/2/4,0.7,5.7,-3.2
2003/2/5,2.3,6.6,-0.8
2003/2/6,2.0,8.4,-3.0
2003/2/7,2.5,11.0,-5.1
2003/2/8,4.9,12.7,-3.1
2003/2/9,8.0,14.5,4.0
2003/2/10,7.1,13.7,1.0
2003/2/11,7.1,8.1,6.3
2003/2/12,4.3,7.3,0.6
2003/2/13,2.3,7.3,-2.1
2003/2/14,3.1,10.5,-2.9
2003/2/15,2.9,10.0,-3.7
2003/2/16,2.8,5.7,0.5
2003/2/17,4.2,11.6,-1.9
2003/2/18,1.7,5.2,-1.8
2003/2/19,3.7,8.9,-0.5
2003/2/20,4.6,6.4,3.4
2003/2/21,3.8,10.3,-0.4
2003/2/22,3.2,7.1,-0.2
2003/2/23,4.9,8.4,3.0
2003/2/24,1.5,3.5,-1.4
2003/2/25,1.8,8.7,-2.7
2003/2/26,3.6,9.0,-1.5
2003/2/27,4.2,10.3,-0.6
2003/2/28,2.5,9.2,-3.2
2003/3/1,4.2,13.7,-2.2
2003/3/2,9.2,14.8,1.6
2003/3/3,6.0,12.5,0.7
2003/3/4,3.0,6.6,-0.5
2003/3/5,2.0,7.9,-3.8
2003/3/6,3.1,7.3,-1.9
2003/3/7,6.9,9.8,3.2
2003/3/8,6.8,12.4,2.2
2003/3/9,4.8,11.4,-0.5
2003/3/10,3.4,10.0,-2.8
2003/3/11,2.6,9.0,-2.2
2003/3/12,2.4,9.8,-4.5
2003/3/13,2.8,8.1,-2.5
2003/3/14,3.0,9.8,-2.9
2003/3/15,4.8,8.9,1.1
2003/3/16,5.7,11.4,0.1
2003/3/17,4.4,6.5,2.7
2003/3/18,3.6,9.6,-0.7
2003/3/19,5.0,11.5,0.9
2003/3/20,4.6,11.4,-1.4
2003/3/21,3.3,9.3,-2.6
2003/3/22,3.7,7.4,-0.8
2003/3/23,7.9,13.9,2.7
2003/3/24,10.0,18.2,2.6
2003/3/25,8.4,9.5,7.8
2003/3/26,11.3,18.8,6.8
2003/3/27,12.8,20.1,3.9
2003/3/28,12.5,17.8,8.0
2003/3/29,7.2,9.4,2.2
2003/3/30,5.8,12.2,-0.5
2003/3/31,10.4,20.2,1.9
