ダウンロードした時刻：2019/10/10 16:01:13

,館山,館山,館山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1986/12/1,7.2,14.7,1.8
1986/12/2,8.6,13.5,3.4
1986/12/3,7.2,9.6,3.6
1986/12/4,9.8,16.7,4.2
1986/12/5,7.3,15.0,1.8
1986/12/6,9.6,15.9,2.3
1986/12/7,13.7,19.0,8.6
1986/12/8,7.3,13.1,1.2
1986/12/9,6.8,16.5,-0.4
1986/12/10,12.0,18.3,2.0
1986/12/11,10.6,18.0,5.1
1986/12/12,10.1,16.3,4.5
1986/12/13,10.5,16.5,2.4
1986/12/14,12.2,13.8,9.1
1986/12/15,8.9,13.8,6.1
1986/12/16,7.2,13.1,2.5
1986/12/17,6.8,13.4,1.5
1986/12/18,7.7,9.7,2.5
1986/12/19,15.9,18.4,9.3
1986/12/20,8.7,13.4,3.0
1986/12/21,8.7,13.2,2.0
1986/12/22,6.8,11.9,0.0
1986/12/23,5.4,10.8,-1.4
1986/12/24,6.7,15.1,0.4
1986/12/25,8.3,14.5,1.8
1986/12/26,7.8,14.0,2.2
1986/12/27,6.8,10.8,3.9
1986/12/28,4.6,9.4,1.9
1986/12/29,4.1,9.6,-0.7
1986/12/30,5.3,12.5,-0.6
1986/12/31,11.7,17.0,1.2
1987/1/1,8.7,16.1,2.7
1987/1/2,5.2,7.6,2.9
1987/1/3,6.7,12.4,3.7
1987/1/4,7.2,14.6,1.9
1987/1/5,3.6,5.5,1.7
1987/1/6,4.5,10.1,1.0
1987/1/7,7.3,11.9,1.9
1987/1/8,10.1,15.5,2.6
1987/1/9,9.2,14.5,-0.1
1987/1/10,6.5,11.7,1.7
1987/1/11,3.0,5.8,0.5
1987/1/12,4.6,8.1,0.4
1987/1/13,6.6,9.3,0.3
1987/1/14,2.7,9.0,-2.3
1987/1/15,4.4,12.9,-2.8
1987/1/16,8.7,12.6,2.4
1987/1/17,14.4,17.7,10.6
1987/1/18,6.7,11.3,0.7
1987/1/19,5.0,9.8,-0.2
1987/1/20,2.4,7.7,-2.0
1987/1/21,3.8,7.3,-1.9
1987/1/22,4.2,11.1,-2.1
1987/1/23,13.0,17.2,0.6
1987/1/24,12.6,17.3,7.0
1987/1/25,4.4,7.4,0.9
1987/1/26,2.4,7.9,-2.9
1987/1/27,2.4,9.9,-3.0
1987/1/28,4.2,12.3,-2.0
1987/1/29,9.1,14.6,-0.5
1987/1/30,12.4,16.3,4.6
1987/1/31,5.6,10.6,-0.1
1987/2/1,5.1,8.9,2.0
1987/2/2,3.5,5.3,0.9
1987/2/3,5.9,9.7,1.9
1987/2/4,5.6,10.9,-0.3
1987/2/5,4.3,11.8,-2.6
1987/2/6,6.6,12.6,-1.0
1987/2/7,7.8,13.7,2.0
1987/2/8,8.4,15.5,1.0
1987/2/9,9.5,15.6,3.5
1987/2/10,11.3,18.0,1.0
1987/2/11,17.0,19.1,13.2
1987/2/12,15.1,18.7,7.5
1987/2/13,6.7,7.6,5.6
1987/2/14,10.8,15.7,2.4
1987/2/15,4.9,7.3,0.4
1987/2/16,5.5,12.9,-1.5
1987/2/17,4.7,8.8,-0.3
1987/2/18,3.6,5.0,2.9
1987/2/19,5.8,10.3,2.5
1987/2/20,3.9,6.0,1.0
1987/2/21,4.8,6.8,2.0
1987/2/22,5.9,10.4,3.8
1987/2/23,6.4,11.9,2.6
1987/2/24,9.4,14.0,1.7
1987/2/25,8.3,12.7,1.2
1987/2/26,5.5,8.5,3.6
1987/2/27,6.1,9.0,3.6
1987/2/28,5.9,9.8,-0.2
1987/3/1,5.8,11.4,-0.2
1987/3/2,2.9,9.4,-2.9
1987/3/3,4.0,11.6,-4.5
1987/3/4,9.3,15.4,-1.0
1987/3/5,15.0,18.2,12.4
1987/3/6,14.3,17.8,7.6
1987/3/7,3.7,7.6,0.6
1987/3/8,6.1,11.1,1.0
1987/3/9,8.4,11.4,4.4
1987/3/10,6.7,9.8,2.6
1987/3/11,5.9,8.9,4.6
1987/3/12,7.2,12.3,2.2
1987/3/13,11.9,13.8,3.5
1987/3/14,15.1,19.3,11.7
1987/3/15,9.7,13.3,7.2
1987/3/16,8.7,14.7,2.9
1987/3/17,7.4,11.0,3.6
1987/3/18,10.3,16.8,5.8
1987/3/19,12.3,16.7,9.0
1987/3/20,13.1,17.7,7.1
1987/3/21,11.6,14.8,6.4
1987/3/22,12.9,16.2,8.6
1987/3/23,14.0,16.3,11.1
1987/3/24,17.3,19.0,15.4
1987/3/25,12.7,17.1,7.8
1987/3/26,6.7,11.6,2.1
1987/3/27,8.9,13.7,0.7
1987/3/28,10.0,12.3,7.6
1987/3/29,10.5,12.3,8.6
1987/3/30,13.0,17.2,4.6
1987/3/31,12.0,18.9,4.7
