ダウンロードした時刻：2019/10/10 15:46:36

,長野,長野,長野
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2015/12/1,5.4,8.7,1.6
2015/12/2,8.1,15.9,-0.9
2015/12/3,8.3,12.4,4.2
2015/12/4,3.0,4.6,1.3
2015/12/5,5.7,12.4,2.0
2015/12/6,4.0,6.7,0.1
2015/12/7,3.3,9.6,-1.2
2015/12/8,3.0,9.7,-2.2
2015/12/9,2.9,9.4,-2.2
2015/12/10,6.5,13.4,-0.7
2015/12/11,10.1,13.9,7.0
2015/12/12,7.3,11.6,3.4
2015/12/13,6.8,10.4,3.0
2015/12/14,8.1,10.2,4.9
2015/12/15,10.0,15.8,5.5
2015/12/16,8.4,11.4,4.4
2015/12/17,2.7,6.6,-0.2
2015/12/18,1.9,6.1,-1.1
2015/12/19,1.1,4.7,-1.9
2015/12/20,1.3,7.3,-4.0
2015/12/21,4.5,8.6,0.5
2015/12/22,3.4,6.2,-0.8
2015/12/23,3.5,9.9,-2.1
2015/12/24,6.7,11.3,3.9
2015/12/25,4.4,8.6,0.5
2015/12/26,3.2,8.7,-0.2
2015/12/27,0.3,3.2,-3.5
2015/12/28,-0.7,5.3,-5.6
2015/12/29,0.2,4.4,-3.0
2015/12/30,-0.5,5.2,-4.6
2015/12/31,0.3,6.6,-4.6
2016/1/1,1.3,6.2,-2.4
2016/1/2,2.0,9.4,-3.1
2016/1/3,4.5,12.1,-1.7
2016/1/4,4.8,11.6,-1.5
2016/1/5,4.5,9.3,0.0
2016/1/6,3.4,6.6,0.2
2016/1/7,1.5,3.7,-1.5
2016/1/8,0.1,4.7,-2.7
2016/1/9,1.0,5.3,-2.0
2016/1/10,1.2,8.1,-4.1
2016/1/11,0.5,3.9,-1.8
2016/1/12,-0.9,2.5,-3.3
2016/1/13,-0.6,6.1,-6.2
2016/1/14,0.1,6.6,-3.0
2016/1/15,-0.5,4.0,-4.6
2016/1/16,-1.0,6.3,-5.0
2016/1/17,-0.4,3.6,-5.0
2016/1/18,1.2,3.0,0.4
2016/1/19,-0.2,1.7,-2.1
2016/1/20,-2.2,0.4,-4.4
2016/1/21,-1.6,2.2,-5.6
2016/1/22,-2.4,1.7,-6.6
2016/1/23,-2.0,3.1,-5.5
2016/1/24,-3.9,0.7,-7.7
2016/1/25,-4.4,0.5,-9.0
2016/1/26,-3.5,3.8,-10.0
2016/1/27,-0.9,6.5,-7.1
2016/1/28,0.5,6.9,-5.4
2016/1/29,0.6,3.1,-0.6
2016/1/30,0.1,3.1,-2.7
2016/1/31,0.1,5.3,-4.2
2016/2/1,-0.6,1.7,-3.1
2016/2/2,-1.7,1.9,-3.9
2016/2/3,-2.1,3.5,-6.7
2016/2/4,-0.9,6.0,-7.1
2016/2/5,1.1,6.7,-2.5
2016/2/6,1.1,6.3,-1.4
2016/2/7,-1.7,1.1,-4.8
2016/2/8,-1.8,4.6,-8.0
2016/2/9,-0.9,2.2,-4.0
2016/2/10,-1.0,2.4,-4.2
2016/2/11,-0.3,6.0,-5.0
2016/2/12,3.5,11.0,-4.5
2016/2/13,8.7,15.0,2.0
2016/2/14,10.1,15.0,5.7
2016/2/15,0.5,6.1,-3.4
2016/2/16,0.3,5.9,-4.8
2016/2/17,-0.2,2.1,-1.7
2016/2/18,1.2,8.9,-4.6
2016/2/19,4.3,13.5,-3.6
2016/2/20,4.5,7.6,2.1
2016/2/21,3.9,8.3,-0.8
2016/2/22,1.8,7.6,-1.2
2016/2/23,4.5,11.1,-0.9
2016/2/24,-0.1,3.1,-2.7
2016/2/25,-1.1,3.7,-4.0
2016/2/26,0.3,5.7,-4.8
2016/2/27,3.8,11.0,-3.6
2016/2/28,6.3,13.5,-0.7
2016/2/29,4.0,10.6,-2.3
2016/3/1,-2.2,1.6,-4.7
2016/3/2,-0.1,7.1,-5.5
2016/3/3,3.1,12.2,-3.9
2016/3/4,4.8,14.4,-2.1
2016/3/5,8.0,18.5,-0.6
2016/3/6,14.0,21.1,7.0
2016/3/7,11.7,16.7,7.6
2016/3/8,10.0,18.6,5.6
2016/3/9,2.1,6.7,0.1
2016/3/10,1.6,5.9,-0.1
2016/3/11,2.0,6.5,-1.0
2016/3/12,1.6,6.8,-2.3
2016/3/13,3.9,9.4,-1.1
2016/3/14,1.4,3.8,0.3
2016/3/15,1.7,5.3,-1.2
2016/3/16,5.1,14.9,-3.5
2016/3/17,8.9,18.8,0.1
2016/3/18,11.8,20.2,3.1
2016/3/19,12.0,18.9,7.4
2016/3/20,5.6,8.6,3.4
2016/3/21,3.9,8.8,-0.1
2016/3/22,5.7,15.0,-2.9
2016/3/23,4.6,8.4,2.0
2016/3/24,2.8,7.6,0.3
2016/3/25,1.0,5.9,-0.8
2016/3/26,3.5,10.5,-2.6
2016/3/27,7.1,14.5,0.8
2016/3/28,7.3,14.4,1.6
2016/3/29,8.6,18.2,0.4
2016/3/30,11.1,20.4,3.1
2016/3/31,10.4,17.9,2.3
