ダウンロードした時刻：2019/10/10 16:09:58

,岡山,岡山,岡山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1985/12/1,7.0,13.3,1.0
1985/12/2,7.5,13.4,3.8
1985/12/3,5.4,10.8,0.0
1985/12/4,5.8,8.3,2.0
1985/12/5,8.4,14.5,3.8
1985/12/6,7.2,9.7,4.1
1985/12/7,9.0,14.2,3.7
1985/12/8,8.5,12.9,6.2
1985/12/9,4.9,9.3,1.2
1985/12/10,2.8,6.9,-0.8
1985/12/11,3.9,8.2,1.2
1985/12/12,3.4,7.4,1.1
1985/12/13,4.2,8.9,-1.3
1985/12/14,5.1,10.8,1.6
1985/12/15,0.8,4.4,-1.6
1985/12/16,0.8,5.6,-3.4
1985/12/17,1.3,4.7,-1.2
1985/12/18,2.2,6.9,-2.4
1985/12/19,3.0,6.8,-0.5
1985/12/20,4.7,9.1,1.2
1985/12/21,4.4,7.8,0.8
1985/12/22,4.2,5.6,2.6
1985/12/23,5.3,10.5,2.0
1985/12/24,3.9,7.6,0.6
1985/12/25,4.9,10.2,-1.3
1985/12/26,6.7,11.3,2.8
1985/12/27,5.0,11.0,0.1
1985/12/28,3.8,9.2,-1.1
1985/12/29,5.1,9.9,-1.0
1985/12/30,8.6,10.2,5.8
1985/12/31,8.2,11.7,4.7
1986/1/1,3.1,5.6,1.2
1986/1/2,1.1,4.3,-1.6
1986/1/3,0.9,4.7,-4.2
1986/1/4,3.6,8.3,0.5
1986/1/5,-1.1,1.4,-2.8
1986/1/6,0.5,3.5,-2.8
1986/1/7,2.7,7.6,-1.3
1986/1/8,2.4,7.9,-0.1
1986/1/9,0.5,3.5,-1.5
1986/1/10,0.1,3.7,-3.7
1986/1/11,1.2,6.0,-2.6
1986/1/12,1.2,6.4,-3.5
1986/1/13,2.3,7.9,-2.2
1986/1/14,3.8,8.2,-0.1
1986/1/15,3.7,8.5,-1.0
1986/1/16,5.2,8.5,2.3
1986/1/17,6.7,11.4,2.6
1986/1/18,5.0,10.1,0.0
1986/1/19,3.8,9.7,-0.6
1986/1/20,4.3,10.1,-2.1
1986/1/21,6.2,9.3,3.2
1986/1/22,3.4,6.0,1.8
1986/1/23,4.1,6.8,2.0
1986/1/24,4.4,8.5,0.7
1986/1/25,2.4,6.1,0.4
1986/1/26,1.9,6.2,-1.7
1986/1/27,1.7,5.5,-1.4
1986/1/28,2.7,7.3,-2.7
1986/1/29,4.3,9.8,-0.7
1986/1/30,3.5,7.3,-0.8
1986/1/31,6.3,11.4,1.8
1986/2/1,4.9,7.8,2.2
1986/2/2,3.2,8.2,0.1
1986/2/3,2.5,9.4,-2.4
1986/2/4,0.7,5.6,-3.9
1986/2/5,1.6,5.6,-2.0
1986/2/6,1.6,6.3,-2.2
1986/2/7,1.6,7.0,-4.7
1986/2/8,2.1,6.9,-2.3
1986/2/9,2.1,7.1,-2.4
1986/2/10,2.4,5.7,-0.6
1986/2/11,2.3,6.5,-0.8
1986/2/12,3.2,8.9,-2.8
1986/2/13,5.0,11.3,-1.9
1986/2/14,6.4,7.7,4.5
1986/2/15,5.0,8.6,-0.4
1986/2/16,0.3,3.3,-2.2
1986/2/17,1.1,6.0,-4.5
1986/2/18,2.2,4.8,-0.6
1986/2/19,5.3,9.3,2.2
1986/2/20,4.8,9.4,0.7
1986/2/21,3.6,8.1,-0.5
1986/2/22,4.3,8.9,-1.6
1986/2/23,4.4,9.7,0.2
1986/2/24,1.9,5.3,-0.7
1986/2/25,1.6,6.5,-2.9
1986/2/26,3.7,8.6,-3.6
1986/2/27,3.4,7.3,0.0
1986/2/28,1.4,5.6,-1.4
1986/3/1,2.9,8.1,-1.0
1986/3/2,2.7,7.2,-1.7
1986/3/3,4.7,10.0,-0.7
1986/3/4,4.0,9.6,-2.4
1986/3/5,5.4,13.2,-0.4
1986/3/6,5.5,11.4,-0.8
1986/3/7,7.9,15.5,0.6
1986/3/8,7.9,15.4,0.6
1986/3/9,10.1,16.7,1.4
1986/3/10,12.5,18.4,8.4
1986/3/11,7.7,10.2,4.5
1986/3/12,7.4,13.3,1.7
1986/3/13,9.0,14.9,1.9
1986/3/14,8.5,10.6,7.4
1986/3/15,11.9,16.1,8.9
1986/3/16,9.2,13.8,4.0
1986/3/17,6.3,11.7,1.0
1986/3/18,5.0,7.8,0.8
1986/3/19,9.4,12.7,6.3
1986/3/20,7.1,11.4,3.4
1986/3/21,6.7,11.5,1.6
1986/3/22,6.0,10.0,1.9
1986/3/23,5.6,8.9,3.5
1986/3/24,6.8,11.5,2.2
1986/3/25,8.1,13.7,0.8
1986/3/26,8.8,16.0,2.0
1986/3/27,10.3,15.3,3.7
1986/3/28,11.5,12.6,10.1
1986/3/29,13.2,18.7,10.4
1986/3/30,10.8,15.3,5.9
1986/3/31,10.9,15.5,7.3
