ダウンロードした時刻：2019/10/10 16:20:44

,長崎,長崎,長崎
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2000/12/1,12.5,17.2,8.9
2000/12/2,13.9,18.5,9.3
2000/12/3,13.3,17.9,11.0
2000/12/4,11.6,16.5,8.1
2000/12/5,11.2,16.3,7.3
2000/12/6,9.5,14.7,5.8
2000/12/7,10.8,16.5,6.0
2000/12/8,11.2,16.6,6.9
2000/12/9,13.8,20.8,6.9
2000/12/10,15.3,18.9,12.7
2000/12/11,8.0,13.1,3.8
2000/12/12,5.2,7.7,2.1
2000/12/13,7.1,9.6,5.5
2000/12/14,8.7,12.5,5.1
2000/12/15,8.1,14.6,3.1
2000/12/16,11.7,17.6,6.8
2000/12/17,11.9,13.8,9.4
2000/12/18,11.5,14.9,8.4
2000/12/19,12.7,15.3,9.7
2000/12/20,10.7,13.5,8.1
2000/12/21,9.3,11.9,5.6
2000/12/22,7.7,13.3,3.3
2000/12/23,11.3,16.5,6.4
2000/12/24,9.2,12.4,7.1
2000/12/25,8.4,13.1,4.8
2000/12/26,5.1,7.9,2.1
2000/12/27,5.2,10.4,0.8
2000/12/28,8.0,13.9,3.7
2000/12/29,7.9,13.3,4.1
2000/12/30,7.9,10.9,4.2
2000/12/31,9.0,11.7,5.7
2001/1/1,7.3,10.5,2.5
2001/1/2,10.8,13.7,7.9
2001/1/3,6.7,9.0,4.4
2001/1/4,5.9,8.5,1.7
2001/1/5,4.6,8.9,0.9
2001/1/6,6.3,10.7,1.1
2001/1/7,12.2,16.5,5.7
2001/1/8,12.0,14.5,9.2
2001/1/9,12.7,16.2,8.9
2001/1/10,8.3,11.0,3.8
2001/1/11,7.6,11.8,3.3
2001/1/12,5.8,8.7,2.9
2001/1/13,5.2,9.2,2.7
2001/1/14,1.7,5.0,-0.1
2001/1/15,-0.8,1.4,-2.6
2001/1/16,1.0,3.8,-0.9
2001/1/17,1.7,4.4,-0.3
2001/1/18,3.0,8.2,-1.1
2001/1/19,6.6,11.9,1.0
2001/1/20,10.5,16.0,7.4
2001/1/21,8.2,12.6,4.3
2001/1/22,6.9,9.3,4.6
2001/1/23,7.8,12.5,4.2
2001/1/24,7.9,11.3,5.4
2001/1/25,9.5,11.2,7.5
2001/1/26,9.3,10.5,7.7
2001/1/27,8.1,9.7,6.7
2001/1/28,7.1,10.4,4.1
2001/1/29,4.7,8.4,3.1
2001/1/30,5.6,8.1,3.5
2001/1/31,7.3,11.6,2.4
2001/2/1,7.2,9.7,3.5
2001/2/2,4.9,7.9,2.6
2001/2/3,6.0,10.1,1.2
2001/2/4,6.5,7.3,4.8
2001/2/5,8.8,11.6,5.9
2001/2/6,11.5,15.8,9.2
2001/2/7,9.5,10.5,8.4
2001/2/8,5.9,8.7,2.4
2001/2/9,5.0,9.0,1.2
2001/2/10,6.0,9.6,3.0
2001/2/11,6.3,12.1,0.9
2001/2/12,5.9,7.1,4.7
2001/2/13,6.8,10.1,4.8
2001/2/14,4.7,7.2,0.9
2001/2/15,5.9,11.3,-0.5
2001/2/16,5.2,9.6,0.8
2001/2/17,4.8,10.8,-0.7
2001/2/18,9.6,15.3,5.1
2001/2/19,11.0,16.4,6.5
2001/2/20,11.0,17.5,5.5
2001/2/21,14.0,17.9,11.4
2001/2/22,12.5,17.4,8.6
2001/2/23,16.2,21.1,9.6
2001/2/24,11.2,17.6,7.4
2001/2/25,6.3,8.9,3.2
2001/2/26,6.6,10.8,3.2
2001/2/27,10.5,17.1,3.2
2001/2/28,13.5,15.5,10.9
2001/3/1,10.5,12.0,9.3
2001/3/2,9.4,14.6,5.0
2001/3/3,11.6,16.9,6.2
2001/3/4,6.5,11.1,2.0
2001/3/5,7.2,10.4,4.1
2001/3/6,12.3,17.1,5.7
2001/3/7,8.3,13.7,5.7
2001/3/8,3.9,6.5,0.8
2001/3/9,2.3,6.3,0.1
2001/3/10,9.1,14.0,0.7
2001/3/11,10.0,13.3,6.0
2001/3/12,8.0,12.2,4.5
2001/3/13,8.2,14.5,2.9
2001/3/14,14.3,19.0,6.8
2001/3/15,14.8,18.3,9.6
2001/3/16,11.1,16.6,7.1
2001/3/17,11.5,14.4,9.4
2001/3/18,12.1,16.2,9.1
2001/3/19,13.4,18.2,8.3
2001/3/20,13.9,18.7,9.4
2001/3/21,15.1,20.8,11.4
2001/3/22,16.3,21.4,11.9
2001/3/23,15.5,19.0,12.6
2001/3/24,16.6,23.0,10.8
2001/3/25,15.2,17.5,13.6
2001/3/26,14.0,17.9,9.3
2001/3/27,13.1,19.1,8.1
2001/3/28,13.9,19.5,10.8
2001/3/29,9.7,11.7,7.1
2001/3/30,10.6,15.6,4.2
2001/3/31,8.6,11.8,5.1
