ダウンロードした時刻：2019/10/10 15:37:04

,盛岡,盛岡,盛岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1993/12/1,5.8,14.5,1.9
1993/12/2,5.4,10.8,-0.5
1993/12/3,6.7,12.0,2.7
1993/12/4,1.6,4.5,-1.3
1993/12/5,1.3,5.1,-1.9
1993/12/6,-1.0,3.2,-5.3
1993/12/7,-0.5,5.9,-4.8
1993/12/8,1.0,5.4,-4.2
1993/12/9,3.2,7.9,-0.1
1993/12/10,2.6,5.7,0.0
1993/12/11,3.3,6.6,0.3
1993/12/12,4.1,6.4,2.1
1993/12/13,4.0,6.5,1.2
1993/12/14,1.2,4.4,-3.0
1993/12/15,-2.6,0.0,-4.1
1993/12/16,-1.3,2.9,-6.0
1993/12/17,-1.0,2.6,-4.4
1993/12/18,-1.8,1.2,-4.5
1993/12/19,-0.2,3.6,-4.9
1993/12/20,-1.9,4.2,-8.1
1993/12/21,2.4,3.9,0.0
1993/12/22,-3.5,2.1,-5.6
1993/12/23,-2.4,0.6,-6.0
1993/12/24,0.9,4.9,-3.9
1993/12/25,-1.2,3.1,-4.4
1993/12/26,1.9,6.5,-2.6
1993/12/27,3.3,7.0,1.8
1993/12/28,0.8,2.7,-0.7
1993/12/29,1.5,4.1,0.4
1993/12/30,0.9,5.2,-3.7
1993/12/31,1.9,3.9,-0.2
1994/1/1,-0.8,1.3,-1.8
1994/1/2,1.5,5.2,-2.9
1994/1/3,3.4,6.8,1.5
1994/1/4,0.4,3.2,-1.6
1994/1/5,-3.2,-1.4,-4.7
1994/1/6,-4.1,-2.0,-6.7
1994/1/7,-2.8,2.0,-6.0
1994/1/8,-2.8,-0.5,-7.7
1994/1/9,-0.2,2.3,-2.3
1994/1/10,-0.8,4.6,-5.5
1994/1/11,-3.2,3.0,-8.5
1994/1/12,-0.7,3.7,-3.2
1994/1/13,-2.1,2.5,-5.8
1994/1/14,-1.2,2.7,-3.6
1994/1/15,-2.2,0.5,-6.0
1994/1/16,-2.5,2.9,-7.6
1994/1/17,2.7,5.6,0.4
1994/1/18,-1.0,1.5,-4.5
1994/1/19,-4.6,-2.3,-6.0
1994/1/20,-3.9,-0.1,-9.2
1994/1/21,-2.3,2.5,-6.1
1994/1/22,-3.3,2.3,-8.8
1994/1/23,-3.4,0.8,-7.5
1994/1/24,-4.2,-1.1,-8.4
1994/1/25,-2.4,1.0,-6.1
1994/1/26,0.3,3.0,-1.9
1994/1/27,-2.8,0.4,-7.7
1994/1/28,-4.0,-0.4,-7.3
1994/1/29,-3.4,1.6,-6.6
1994/1/30,-5.0,-0.9,-10.4
1994/1/31,-5.4,1.3,-13.2
1994/2/1,-1.7,-0.5,-3.4
1994/2/2,-3.2,-0.2,-7.0
1994/2/3,-4.1,-0.2,-8.5
1994/2/4,-3.4,-0.1,-6.9
1994/2/5,0.4,4.5,-5.5
1994/2/6,1.4,6.4,-3.2
1994/2/7,0.1,5.6,-5.9
1994/2/8,1.0,5.5,-2.0
1994/2/9,1.1,4.2,-0.6
1994/2/10,-0.5,0.9,-1.6
1994/2/11,-2.4,0.8,-4.4
1994/2/12,-3.0,-0.9,-4.4
1994/2/13,-4.3,-1.1,-8.1
1994/2/14,-2.4,0.8,-6.3
1994/2/15,0.2,2.8,-2.7
1994/2/16,0.7,3.9,-2.5
1994/2/17,-0.5,3.5,-4.8
1994/2/18,2.8,6.0,-3.3
1994/2/19,4.1,8.9,-1.5
1994/2/20,2.1,9.7,-4.5
1994/2/21,3.5,8.2,-2.1
1994/2/22,-0.3,4.4,-3.0
1994/2/23,-2.4,-0.5,-3.8
1994/2/24,1.2,4.6,-2.0
1994/2/25,1.0,5.5,-1.6
1994/2/26,1.0,5.0,-2.2
1994/2/27,1.1,5.0,-2.0
1994/2/28,1.0,4.0,-1.1
1994/3/1,1.6,6.8,-1.6
1994/3/2,0.1,4.4,-4.5
1994/3/3,-0.6,4.5,-6.5
1994/3/4,-0.5,4.4,-4.9
1994/3/5,-1.7,2.3,-5.2
1994/3/6,-2.2,4.0,-6.9
1994/3/7,-0.8,6.3,-7.4
1994/3/8,0.7,3.9,-2.0
1994/3/9,5.0,10.0,0.5
1994/3/10,0.0,3.1,-3.2
1994/3/11,-1.2,3.9,-3.7
1994/3/12,0.0,5.1,-5.3
1994/3/13,-0.6,3.2,-3.1
1994/3/14,-1.1,4.5,-6.0
1994/3/15,-1.0,4.8,-6.0
1994/3/16,0.6,4.8,-5.3
1994/3/17,2.0,7.0,-1.2
1994/3/18,1.6,8.0,-3.2
1994/3/19,2.6,10.1,-5.9
1994/3/20,3.3,8.6,-0.8
1994/3/21,0.1,5.5,-3.5
1994/3/22,1.5,7.7,-4.8
1994/3/23,1.3,2.3,-0.3
1994/3/24,4.6,8.6,2.1
1994/3/25,3.0,7.9,0.0
1994/3/26,2.1,6.5,-1.5
1994/3/27,2.1,7.2,-0.8
1994/3/28,6.2,10.0,1.5
1994/3/29,3.6,8.5,-0.1
1994/3/30,2.3,7.6,-2.2
1994/3/31,1.7,8.3,-3.4
