ダウンロードした時刻：2017/07/24 15:37:27

,宮古,宮古,宮古
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1990/1/1,-0.8,4.2,-4.2
1990/1/2,1.0,7.2,-2.5
1990/1/3,1.5,7.3,-2.9
1990/1/4,0.5,4.9,-2.7
1990/1/5,0.9,6.1,-3.8
1990/1/6,3.7,10.4,-1.7
1990/1/7,1.4,4.2,-0.9
1990/1/8,3.2,8.2,-2.1
1990/1/9,4.0,10.0,-0.2
1990/1/10,6.3,13.0,-0.5
1990/1/11,1.9,13.0,-1.5
1990/1/12,4.0,9.2,-1.8
1990/1/13,1.0,6.5,-4.1
1990/1/14,-2.1,2.4,-6.7
1990/1/15,-0.8,3.9,-5.5
1990/1/16,-2.3,1.9,-4.9
1990/1/17,-2.6,2.6,-5.8
1990/1/18,1.9,7.5,-6.3
1990/1/19,2.2,5.5,-0.5
1990/1/20,-2.0,1.8,-6.6
1990/1/21,-4.4,0.3,-9.5
1990/1/22,-0.4,4.7,-6.0
1990/1/23,-3.6,0.2,-9.1
1990/1/24,-4.7,-0.4,-9.9
1990/1/25,-5.2,-1.5,-7.8
1990/1/26,-5.2,-1.4,-9.3
1990/1/27,-5.9,0.6,-11.6
1990/1/28,-4.3,1.5,-10.8
1990/1/29,-2.5,-0.3,-6.4
1990/1/30,-0.9,1.9,-4.3
1990/1/31,-2.7,2.2,-7.0
1990/2/1,-2.9,0.1,-5.4
1990/2/2,-2.6,3.3,-8.7
1990/2/3,1.9,7.9,-5.1
1990/2/4,0.8,3.6,-2.1
1990/2/5,-0.1,2.5,-1.0
1990/2/6,0.9,5.3,-1.5
1990/2/7,4.2,10.3,-2.4
1990/2/8,2.3,7.3,-2.1
1990/2/9,-0.7,5.3,-4.2
1990/2/10,1.8,7.0,-5.0
1990/2/11,8.9,15.4,2.7
1990/2/12,4.3,9.0,0.5
1990/2/13,1.5,5.2,-0.7
1990/2/14,0.3,5.2,-4.4
1990/2/15,0.7,2.1,-1.5
1990/2/16,2.5,4.3,1.3
1990/2/17,3.1,6.5,0.6
1990/2/18,1.8,4.1,0.1
1990/2/19,3.4,4.7,0.4
1990/2/20,8.7,12.5,4.3
1990/2/21,7.2,10.8,4.1
1990/2/22,5.9,12.3,-0.4
1990/2/23,4.1,5.1,2.5
1990/2/24,5.3,7.7,3.8
1990/2/25,5.3,8.7,3.9
1990/2/26,5.4,8.0,4.2
1990/2/27,3.3,8.5,0.6
1990/2/28,1.5,7.2,-2.4
1990/3/1,3.2,10.4,-3.0
1990/3/2,3.1,4.8,0.9
1990/3/3,4.2,7.7,0.6
1990/3/4,5.6,8.7,3.6
1990/3/5,4.6,9.0,1.3
1990/3/6,4.1,9.6,-0.1
1990/3/7,4.5,11.3,-1.8
1990/3/8,3.3,7.7,0.4
1990/3/9,6.1,12.4,1.0
1990/3/10,6.9,14.4,-0.6
1990/3/11,8.5,14.3,0.8
1990/3/12,9.4,17.2,3.8
1990/3/13,4.5,7.4,1.5
1990/3/14,5.7,11.4,-0.1
1990/3/15,3.6,6.2,2.1
1990/3/16,5.2,11.0,0.0
1990/3/17,3.0,10.2,-2.1
1990/3/18,3.3,10.1,-2.7
1990/3/19,5.7,12.3,-2.0
1990/3/20,8.7,14.6,1.6
1990/3/21,2.9,6.9,-1.3
1990/3/22,4.7,11.7,-2.4
1990/3/23,6.9,14.2,0.1
1990/3/24,4.5,7.4,1.7
1990/3/25,0.1,2.2,-1.7
1990/3/26,1.7,7.1,-3.4
1990/3/27,2.9,8.8,-2.3
1990/3/28,4.8,9.3,-1.0
1990/3/29,4.2,9.3,-0.5
1990/3/30,4.4,9.2,-1.2
1990/3/31,9.3,16.1,0.3
1990/4/1,9.2,12.6,4.5
1990/4/2,9.8,20.5,2.9
1990/4/3,12.3,21.7,2.0
1990/4/4,11.8,18.6,6.5
1990/4/5,4.6,8.9,2.0
1990/4/6,6.9,12.4,0.8
1990/4/7,10.2,18.1,-0.6
1990/4/8,10.0,14.4,5.1
1990/4/9,12.7,16.6,6.7
1990/4/10,8.6,13.5,2.7
1990/4/11,12.5,21.6,1.6
1990/4/12,15.4,26.3,7.1
1990/4/13,8.1,13.4,5.8
1990/4/14,5.9,6.4,5.3
1990/4/15,3.2,5.4,1.6
1990/4/16,2.1,4.2,1.0
1990/4/17,3.1,5.7,1.2
1990/4/18,3.9,7.0,0.9
1990/4/19,5.5,11.3,-0.9
1990/4/20,8.1,14.4,0.6
1990/4/21,8.7,10.8,5.3
1990/4/22,11.0,13.0,7.3
1990/4/23,14.9,21.2,11.7
1990/4/24,8.4,12.6,2.5
1990/4/25,10.6,18.1,0.8
1990/4/26,12.5,17.3,4.8
1990/4/27,9.7,13.4,6.1
1990/4/28,11.9,19.0,5.8
1990/4/29,9.8,11.9,8.6
1990/4/30,10.8,15.7,6.1
1990/5/1,8.8,12.7,5.7
