ダウンロードした時刻：2017/07/24 15:44:47

,大阪,大阪,大阪
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2009/1/1,4.6,8.8,1.8
2009/1/2,5.5,7.8,4.0
2009/1/3,6.4,9.6,3.4
2009/1/4,7.9,11.7,4.4
2009/1/5,8.2,12.0,4.4
2009/1/6,7.2,11.2,3.7
2009/1/7,5.7,8.8,2.5
2009/1/8,7.0,11.3,1.9
2009/1/9,7.9,11.1,5.9
2009/1/10,4.7,7.2,2.6
2009/1/11,4.5,8.0,2.0
2009/1/12,4.8,6.4,3.1
2009/1/13,4.1,7.9,1.8
2009/1/14,4.4,8.8,0.0
2009/1/15,3.6,7.8,1.1
2009/1/16,5.3,8.5,0.4
2009/1/17,6.6,10.5,1.9
2009/1/18,5.8,9.1,2.9
2009/1/19,9.1,12.6,5.8
2009/1/20,6.8,10.5,3.5
2009/1/21,5.0,7.2,3.3
2009/1/22,6.3,8.2,3.9
2009/1/23,9.3,12.2,6.6
2009/1/24,3.3,6.7,1.8
2009/1/25,4.2,7.3,1.7
2009/1/26,4.9,7.7,0.3
2009/1/27,6.7,10.5,3.9
2009/1/28,7.2,13.7,1.9
2009/1/29,10.6,16.1,5.7
2009/1/30,12.7,15.2,10.7
2009/1/31,9.9,12.6,5.8
2009/2/1,6.0,9.4,4.8
2009/2/2,6.3,10.0,3.9
2009/2/3,5.8,9.1,3.0
2009/2/4,7.2,11.9,4.7
2009/2/5,7.5,11.8,2.7
2009/2/6,8.0,11.9,4.3
2009/2/7,6.4,10.7,1.5
2009/2/8,7.3,11.8,3.9
2009/2/9,6.3,11.9,1.0
2009/2/10,7.2,11.3,4.9
2009/2/11,7.8,12.5,2.7
2009/2/12,10.0,14.7,5.6
2009/2/13,13.1,19.1,7.7
2009/2/14,14.8,18.8,9.2
2009/2/15,11.4,16.6,6.1
2009/2/16,7.8,12.1,2.3
2009/2/17,3.1,7.2,1.0
2009/2/18,5.5,9.4,1.4
2009/2/19,5.5,7.7,3.5
2009/2/20,8.2,12.8,4.4
2009/2/21,5.9,9.6,3.6
2009/2/22,6.3,11.1,2.1
2009/2/23,8.9,11.6,6.5
2009/2/24,8.6,11.0,5.8
2009/2/25,10.4,12.4,8.8
2009/2/26,9.3,12.3,7.1
2009/2/27,6.8,8.2,4.6
2009/2/28,9.4,14.3,5.1
2009/3/1,10.2,15.3,7.4
2009/3/2,6.3,9.2,3.5
2009/3/3,4.1,6.0,2.8
2009/3/4,7.2,10.8,4.6
2009/3/5,9.5,14.6,3.3
2009/3/6,11.5,14.6,9.4
2009/3/7,9.2,12.6,6.6
2009/3/8,9.5,14.1,5.8
2009/3/9,10.5,13.1,8.0
2009/3/10,10.8,16.0,6.5
2009/3/11,7.5,11.1,4.6
2009/3/12,7.7,13.3,2.6
2009/3/13,9.1,12.3,6.4
2009/3/14,8.3,12.4,4.8
2009/3/15,7.7,11.8,2.5
2009/3/16,10.4,15.1,4.2
2009/3/17,13.9,18.5,8.3
2009/3/18,15.2,21.2,8.4
2009/3/19,17.4,22.9,13.5
2009/3/20,12.4,16.4,6.6
2009/3/21,11.6,19.2,4.7
2009/3/22,14.2,17.1,11.5
2009/3/23,9.4,12.9,6.0
2009/3/24,9.1,14.5,4.5
2009/3/25,8.2,14.4,4.5
2009/3/26,7.9,11.0,3.5
2009/3/27,9.1,12.3,5.5
2009/3/28,7.6,12.2,4.2
2009/3/29,8.0,13.2,5.5
2009/3/30,8.8,15.4,4.0
2009/3/31,9.6,14.5,5.1
2009/4/1,9.6,14.9,6.4
2009/4/2,8.8,12.8,5.2
2009/4/3,10.6,16.7,4.6
2009/4/4,10.6,13.1,9.4
2009/4/5,12.3,15.9,9.5
2009/4/6,13.3,19.3,6.1
2009/4/7,15.0,20.0,9.2
2009/4/8,16.1,22.5,10.0
2009/4/9,18.0,25.9,10.2
2009/4/10,18.2,24.3,11.6
2009/4/11,19.5,27.0,12.9
2009/4/12,19.0,25.2,14.6
2009/4/13,19.6,24.3,15.1
2009/4/14,16.8,19.5,15.4
2009/4/15,17.1,21.2,13.7
2009/4/16,16.3,22.0,12.9
2009/4/17,15.5,21.0,12.5
2009/4/18,17.6,24.5,10.5
2009/4/19,20.2,28.7,13.3
2009/4/20,19.9,24.5,16.4
2009/4/21,19.4,22.8,16.7
2009/4/22,17.1,20.3,14.5
2009/4/23,14.0,17.7,10.6
2009/4/24,15.3,21.3,8.9
2009/4/25,15.0,17.0,13.6
2009/4/26,12.3,15.0,9.2
2009/4/27,12.0,16.7,8.8
2009/4/28,12.9,18.0,8.2
2009/4/29,14.8,20.5,8.3
2009/4/30,17.2,23.7,10.0
2009/5/1,18.5,24.3,12.8
