ダウンロードした時刻：2019/10/10 16:15:53

,高松,高松,高松
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1980/12/1,10.4,17.3,5.3
1980/12/2,10.3,15.1,2.8
1980/12/3,10.9,14.0,6.4
1980/12/4,7.5,12.2,4.3
1980/12/5,7.7,9.1,5.0
1980/12/6,6.0,12.3,-0.1
1980/12/7,7.7,12.1,2.7
1980/12/8,7.7,11.9,3.8
1980/12/9,6.5,10.1,2.6
1980/12/10,5.4,9.9,0.5
1980/12/11,6.3,13.3,-1.3
1980/12/12,5.7,12.8,2.7
1980/12/13,3.1,5.0,2.4
1980/12/14,5.3,7.9,1.8
1980/12/15,5.0,7.7,2.2
1980/12/16,5.4,10.2,0.1
1980/12/17,6.6,11.4,0.8
1980/12/18,6.9,11.8,-0.5
1980/12/19,8.8,11.3,6.7
1980/12/20,4.9,7.7,1.5
1980/12/21,3.8,8.8,0.0
1980/12/22,3.0,9.1,-3.2
1980/12/23,3.6,8.7,-0.3
1980/12/24,5.4,7.8,1.8
1980/12/25,7.2,9.9,4.8
1980/12/26,4.7,7.9,1.4
1980/12/27,1.7,4.9,-0.1
1980/12/28,0.8,4.1,-0.6
1980/12/29,1.0,2.9,-0.8
1980/12/30,3.1,6.3,-1.5
1980/12/31,2.7,7.4,-2.6
1981/1/1,2.8,7.4,-4.4
1981/1/2,4.6,7.8,2.7
1981/1/3,2.8,4.9,1.5
1981/1/4,2.8,5.2,0.7
1981/1/5,2.7,5.4,1.6
1981/1/6,2.9,5.1,1.0
1981/1/7,4.8,7.8,2.8
1981/1/8,2.9,8.8,-2.5
1981/1/9,4.1,9.8,-3.0
1981/1/10,5.0,8.2,2.4
1981/1/11,1.8,4.5,-0.1
1981/1/12,3.5,6.5,0.5
1981/1/13,2.4,5.0,0.3
1981/1/14,2.7,5.3,0.2
1981/1/15,1.8,6.4,-2.1
1981/1/16,2.9,6.8,-1.3
1981/1/17,1.1,6.4,-3.4
1981/1/18,2.9,8.3,-4.5
1981/1/19,4.6,8.4,1.9
1981/1/20,4.6,8.1,1.2
1981/1/21,2.8,7.1,-1.2
1981/1/22,2.3,6.3,-2.6
1981/1/23,1.5,6.9,-3.2
1981/1/24,2.8,5.8,-3.4
1981/1/25,6.5,11.1,2.5
1981/1/26,2.9,4.7,0.3
1981/1/27,2.0,6.3,-2.7
1981/1/28,1.9,6.0,-2.1
1981/1/29,3.2,8.9,-3.7
1981/1/30,2.7,7.6,-1.7
1981/1/31,2.7,8.5,-4.6
1981/2/1,3.9,7.8,1.2
1981/2/2,4.7,7.9,0.3
1981/2/3,2.7,9.8,-0.8
1981/2/4,1.9,5.7,-1.6
1981/2/5,2.2,7.5,-2.1
1981/2/6,1.5,7.6,-3.6
1981/2/7,5.2,9.6,-1.0
1981/2/8,6.9,10.5,4.0
1981/2/9,4.7,9.0,1.3
1981/2/10,5.3,8.5,1.5
1981/2/11,4.3,8.5,-1.0
1981/2/12,3.4,7.4,-3.7
1981/2/13,5.9,7.0,5.0
1981/2/14,8.3,12.3,4.7
1981/2/15,6.3,11.2,0.0
1981/2/16,10.0,15.8,5.9
1981/2/17,4.3,7.7,1.6
1981/2/18,4.3,8.5,-1.1
1981/2/19,6.8,9.7,4.3
1981/2/20,3.6,6.4,-0.8
1981/2/21,5.8,9.2,2.1
1981/2/22,3.4,7.7,-0.9
1981/2/23,5.7,7.2,1.6
1981/2/24,6.7,12.1,3.7
1981/2/25,1.4,4.6,-2.1
1981/2/26,-3.3,-0.1,-5.5
1981/2/27,-0.9,3.1,-5.2
1981/2/28,1.1,6.8,-4.3
1981/3/1,0.1,1.1,-2.2
1981/3/2,2.3,7.0,-2.2
1981/3/3,3.0,5.7,-2.1
1981/3/4,8.1,12.8,3.6
1981/3/5,7.2,12.6,2.4
1981/3/6,3.3,7.5,-1.8
1981/3/7,6.2,12.4,-2.4
1981/3/8,9.4,14.8,4.1
1981/3/9,7.8,13.6,5.2
1981/3/10,5.9,10.1,2.6
1981/3/11,3.6,8.8,-1.7
1981/3/12,6.4,12.6,-2.0
1981/3/13,10.3,15.7,6.9
1981/3/14,12.2,15.3,9.1
1981/3/15,9.5,13.8,5.9
1981/3/16,7.5,11.9,3.0
1981/3/17,8.3,15.5,0.5
1981/3/18,8.3,15.9,0.9
1981/3/19,9.6,14.2,2.0
1981/3/20,13.8,20.3,8.9
1981/3/21,10.7,13.0,8.8
1981/3/22,14.1,19.1,9.6
1981/3/23,11.3,15.8,6.6
1981/3/24,8.6,12.5,3.2
1981/3/25,14.7,17.8,11.0
1981/3/26,11.4,14.2,7.7
1981/3/27,8.6,12.3,4.1
1981/3/28,7.6,11.7,4.2
1981/3/29,9.1,12.5,3.4
1981/3/30,9.4,13.0,6.9
1981/3/31,6.7,8.0,5.6
